"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","UNIT","FREQUENCY","SCALE","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:MFS_MA(10.0.1)","PHL.BMM5_SI.XDC.A","OBS_VALUE","Philippines","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12486648.9822115","13610340.7227604","14950131.998323","16244474.3691832","17540827.0295275","18912579.2086193","","",""
"IMF.STA:MFS_MA(10.0.1)","NER.BM_SA_SI.XDC.A","OBS_VALUE","Niger","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"IMF.STA:MFS_MA(10.0.1)","PER.BM_MAI.XDC.A","OBS_VALUE","Peru","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80330.3137946812","103950.510416913","127613.878573833","133446.444520349","161543.133391859","180501.865841083","207604.262281558","241815.337172558","256965.432168288","291365.567819657","299396.002364729","327332.385831956","345117.252654188","373825.403075344","516945.565276776","531834.320846054","581359.375898085","","",""
"IMF.STA:MFS_MA(10.0.1)","GNB.BM_SA_SI.XDC.A","OBS_VALUE","Guinea-Bissau","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"IMF.STA:MFS_MA(10.0.1)","GAB.BMM5_SI.XDC.A","OBS_VALUE","Gabon","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1995519","1637036","2195395","","","","","","",""
"IMF.STA:MFS_MA(10.0.1)","OMN.BMM5_SI.XDC.A","OBS_VALUE","Oman","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16068.8","","","","","","","",""
"IMF.STA:MFS_MA(10.0.1)","CMR.BMM5_SI.XDC.A","OBS_VALUE","Cameroon","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4150615","4729823","","","","","","",""
"IMF.STA:MFS_MA(10.0.1)","RUS.BMM5_SI.XDC.A","OBS_VALUE","Russian Federation","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5288700","7213400","10126800","14288700","16307600","19131500","23820700","28485900","32205700","37368700","42909600","51370100","50895200","54667100","61401600","64535500","75284800","","","","",""
"IMF.STA:MFS_MA(10.0.1)","G759.BM_SA_SI.XDC.A","OBS_VALUE","West African Economic and Monetary Union (WAEMU)","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"IMF.STA:MFS_MA(10.0.1)","BFA.BM_SA_SI.XDC.A","OBS_VALUE","Burkina Faso","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"IMF.STA:MFS_MA(10.0.1)","COD.BMM5_SI.XDC.A","OBS_VALUE","Congo, Democratic Republic of the","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","605487.402768868","938809.89696962","1466552.92354214","1976389.54487596","2401251.1801192","2897604.39591281","3440626.38804966","3945032.87641071","4315292.3386672","5290769.00418243","7505771.63515059","9581773.02094983","12905289.7249519","18797161.4944359","25340826.4932456","","","",""
"IMF.STA:MFS_MA(10.0.1)","LKA.BMM5_SI.XDC.A","OBS_VALUE","Sri Lanka","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7795919.49220394","8729588.033462","9444524.87990776","","","","","",""
"IMF.STA:MFS_MA(10.0.1)","SDN.BMM5_SI.XDC.A","OBS_VALUE","Sudan","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203367.535261483","430785.979858528","689597.58554646","1296384.03910128","","","","",""
"IMF.STA:MFS_MA(10.0.1)","GNQ.BMM5_SI.XDC.A","OBS_VALUE","Equatorial Guinea, Republic of","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710000","908000","908000","1449000","1539000","1295000","1204000","951000","902000","895000","628000","573000","676000","757741","1038477","",""
"IMF.STA:MFS_MA(10.0.1)","MDG.BM_SA_SI.XDC.A","OBS_VALUE","Madagascar, Republic of","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0",""
"IMF.STA:MFS_MA(10.0.1)","BEN.BM_SA_SI.XDC.A","OBS_VALUE","Benin","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"IMF.STA:MFS_MA(10.0.1)","BHS.BM_MAI.XDC.A","OBS_VALUE","Bahamas, The","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6321.42483819","6475.96708604","6667.94356661","6704.30095051","6808.66068577","6783.09274389","7379.8206067","7513.18686582","7592.22938812","8396.48066746","8374.00820041","8737.33383032","9555.28750931","","",""
"IMF.STA:MFS_MA(10.0.1)","LBY.BMM5_SI.XDC.A","OBS_VALUE","Libya","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114332.265788267","113613.440852844","111507.346006406","128434.385195004","102408.739398817","","","",""
"IMF.STA:MFS_MA(10.0.1)","GIN.BMM5_SI.XDC.A","OBS_VALUE","Guinea","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11128498.240744","12621556.995349","14408082.385705","16368280.009463","18476884.582161","21599317.469901","23738540.4784722","29276227.7141615","35949548.8731977","39074978.1335763","45245120.043161","47562132.3802078","64585129.546915",""
"IMF.STA:MFS_MA(10.0.1)","THA.BM_SA_SI.XDC.A","OBS_VALUE","Thailand","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0",""
"IMF.STA:MFS_MA(10.0.1)","GIN.BM_MAI.XDC.A","OBS_VALUE","Guinea","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11128498.240744","12621556.995349","14408082.385705","16368280.009463","18476884.582161","21599317.469901","23738540.4784722","29276227.7141615","35949548.8731977","39074978.1335763","45245120.043161","47562132.3802078","64585129.546915",""
"IMF.STA:MFS_MA(10.0.1)","LBR.BM_MAI.XDC.A","OBS_VALUE","Liberia","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11306.53708422","16059.965094425","21802.9144007069","29278.127620005","38541.81670718","40093.0764531736","51851.1513291478","51650.738278497","57686.3021455477","58062.647698715","76675.4293359","100974.349796819","121006.340831691","127296.863894746","125416.611688092","153701.078501374","222008.851541065","247185.589722162",""
"IMF.STA:MFS_MA(10.0.1)","NGA.BMM5_SI.XDC.A","OBS_VALUE","Nigeria","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6689365.86967982","9513845.5551583","10928017.1362797","11662911.7919411","14192086.085339","18035937.096111","20615452.3424316","20451731.207347","21288239.0469778","28083906.6091708","28473663.2401824","32739618.7934107","34850876.017","38904920.0771732","44443974.7454661","52187272.987","78762064.3824923","",""
"IMF.STA:MFS_MA(10.0.1)","STP.BMM5_SI.XDC.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2202.89393712817","2557.86866462069","1676.38377642","3806.40465838183",""
"IMF.STA:MFS_MA(10.0.1)","VUT.BM_SA_SI.XDC.A","OBS_VALUE","Vanuatu","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110498.630853","","",""
"IMF.STA:MFS_MA(10.0.1)","LBY.BM_MAI.XDC.A","OBS_VALUE","Libya","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114332.265788267","113613.440852844","111507.346006406","128434.385195004","102408.739398817","","","",""
"IMF.STA:MFS_MA(10.0.1)","VUT.BMM5_SI.XDC.A","OBS_VALUE","Vanuatu","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88955.523521","95102.448978","94570.772577","102961.035878","110498.630853","117068.520212","128270.20424",""
"IMF.STA:MFS_MA(10.0.1)","SLB.BMM5_SI.XDC.A","OBS_VALUE","Solomon Islands","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5523.59667116","5814.36989209","6170.67737586","6407.15135107",""
"IMF.STA:MFS_MA(10.0.1)","JOR.BMM5_SI.XDC.A","OBS_VALUE","Jordan","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29240.4","31605.5","32876.2","32957.6","33359.3","34969.590577","37011.883","39509.21","41681.687","42663.455580947","45283.445588692",""
"IMF.STA:MFS_MA(10.0.1)","JOR.BM_MAI.XDC.A","OBS_VALUE","Jordan","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28450.581886416","30595.776713423","31924.675287191","31910.444405149","31960.368735331","33600.074149169","35527.131079208","38026.710926051","40071.950532884","40908.047174778","43401.211903446",""
"IMF.STA:MFS_MA(10.0.1)","ALB.BM_SA_SI.XDC.A","OBS_VALUE","Albania","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"IMF.STA:MFS_MA(10.0.1)","BTN.BMM5_SI.XDC.A","OBS_VALUE","Bhutan","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102081.028815889","117191.020359211","132068.305663858","169195.241747191","178617.418603333","197442.649018307","209283.596096133","233376.838527053",""
"IMF.STA:MFS_MA(10.0.1)","CIV.BM_SA_SI.XDC.A","OBS_VALUE","Côte d'Ivoire","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","","","","","","","","","","","","",""
"IMF.STA:MFS_MA(10.0.1)","STP.BM_MAI.XDC.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","153.067015","191.9208","295.223","298.229","433.508309","569.852273159936","765.199616488598","1047.30359220642","1133.28355985909","1373.6799559707","1515.25858322292","1790.65982429379","2109.01110930152","2483.8844754987","2839.92042316493","2703.23350881558","2697.3372556947","3106.42158487125","3041.85043042552","3364.42570699274","3277.07903860115","3573.21286002214","3787.42397050114","3806.40465838183",""
"IMF.STA:MFS_MA(10.0.1)","MWI.BM_MAI.XDC.A","OBS_VALUE","Malawi","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","788777.679352361","918127.177113805","1077264.98148306","1198318.42561155","1320469.55774927","1541351.10488278","2004396.57439528","2782089.93055465","3678871.33551071","5338991.15552083",""
"IMF.STA:MFS_MA(10.0.1)","SWE.BM_MAI.XDC.A","OBS_VALUE","Sweden","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1113899","1205880","1259082","1301510","1516024","1743754","2067914","2124142","2134871","2209655","2356567","2435958","2528914","2634557","2809711","3058282","3366065","3494589","3741185","4419599","4881338","5021481","4957130","4972347",""
"IMF.STA:MFS_MA(10.0.1)","DNK.BM_MAI.XDC.A","OBS_VALUE","Denmark","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","681096","699672","800544","892438","1045631","1118828","1169496","1261632","1186739","1211047","1097529","1252316","1376437","1277266","1343188","1363348","1442527.94","1584466.12","1567884.32","1721928.74","1804819.92","1831066.89",""
"IMF.STA:MFS_MA(10.0.1)","HUN.BM_MAI.XDC.A","OBS_VALUE","Hungary","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","6961741.60748647","7923949.46876585","8791801.4","9806155.15","11247671.8","12800141.4","14209635.51","15447249.78","16010827.68","16694041.8","17806962.5","16981271.8","18307365.8","18764202.3","19830317.7","21265709.6","22921748.1","25630124.5","27718971.2","33564942.2","39774109.7","43138275.09","44624621.39","48865039.56",""
"IMF.STA:MFS_MA(10.0.1)","CZE.BM_MAI.XDC.A","OBS_VALUE","Czech Republic","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1428987","1522799","1634864.1","1814653","2049661.4","2380013","2703367","2709134","2759970","2835992","2971845","3144516","3330670","3595489","3830195","4226892","4493667","4779393","5255243","5610992","5953591","6532890","7012901",""
"IMF.STA:MFS_MA(10.0.1)","BGR.BM_MAI.XDC.A","OBS_VALUE","Bulgaria","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25259.65","32061.4","42092.09","45820.04","47731.71","50740.96","56921.88","61721.7","67237.01","68006.22","73967.33","79593.92","85727.24","93252.63","102468.22","113621.03","125777.02","142373.42","154757.43","168279.27",""
"IMF.STA:MFS_MA(10.0.1)","FJI.BM_MAI.XDC.A","OBS_VALUE","Fiji, Republic of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1672.80026668","2025.22041389","2354.99706408","2577.83318039","2968.83141799","3629.92190836","3930.78653297","3676.581369914809","3936.950213802615","4074.995136867102","4525.183120512686","4809.785397727504","5722.969225006078","6317.893952946379","7198.333003297562","7583.072709731309","8195.548472133003","8397.160331039257","8664.062952765147","8749.485009193775","9748.778604195762","10244.08208054281","11141.12939052517","",""
"IMF.STA:MFS_MA(10.0.1)","JOR.BM_SA_SI.XDC.A","OBS_VALUE","Jordan","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"IMF.STA:MFS_MA(10.0.1)","IRQ.BM_MAI.XDC.A","OBS_VALUE","Iraq","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14355914.441771","14888028.438072","19920263","27311731","36929576","46791247","61393052","74098034","77187496.910532","89512076.0301094","92988875.9893072","84527272.3095498","90466369.6051042","92857046.5591388","95390725.0263888","103441131.326501","119906259.918501","139885978.092501","168291371.872501","180975627.68775","174023113.96875",""
"IMF.STA:MFS_MA(10.0.1)","SSD.BM_MAI.XDC.A","OBS_VALUE","South Sudan, Republic of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4912.98754605","6576.25236487","6473.04618937","7880.58949278","17065.990355699","41419.3185068956","69416.16776461","105041.974913509","133214.598376278","208485.510438423","323742.465131446","617807.216967986","1009470.35425573","3220146.43634648","4605311.11261003"
"IMF.STA:MFS_MA(10.0.1)","MUS.BM_MAI.XDC.A","OBS_VALUE","Mauritius","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","106183.4","119603.4","149564.509157246","177761.438376423","189439.669770248","207521.049387624","239318.419528315","274313.680381089","280826.549636193","300231.387417588","319536.669948001","345617.195513409","365608.737729024","397556.547430143","437998.584079575","477788.9123658","522082.888557075","554892.696328836","601973.23458341","703592.725733499","765847.359783552","806105.099286649","864673.926124177","974168.761062892","1057748.45462265"
"IMF.STA:MFS_MA(10.0.1)","GMB.BMM5_SI.XDC.A","OBS_VALUE","Gambia, The","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28111.52391937","33744.7521882","42874.89349883","52287.89295247","62493.82726876","66917.25850998","23886.97522439","22555.7535025",""
"IMF.STA:MFS_MA(10.0.1)","SSD.BMM5_SI.XDC.A","OBS_VALUE","South Sudan, Republic of","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4912.98754605","6576.25236487","6473.04618937","7880.58949278","17065.990355699","41419.3185068956","69416.16776461","105041.974913509","133214.598376278","208485.510438423","323742.465131446","617807.216967986","1009470.35425573","3220146.43634648","4605311.11261003"
"IMF.STA:MFS_MA(10.0.1)","TGO.BM_MAI.XDC.A","OBS_VALUE","Togo","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","224190.3","218171.5","247113.5","293265.251852037","300898.564215402","372755.696546635","412284.345670253","514868.709904848","589022.580456646","675825.559372718","792558.426757621","872839.618776418","1020721.70303441","1057695.2427964","1277468.95190612","1435718.33466807","1578672.74764027","1726041.019794","1804259.65100635","2013284.80748753","2260511.673631","2607782.001537","2781888.33322","3022669.736112","3155737.483558"
"IMF.STA:MFS_MA(10.0.1)","SEN.BMM5_SI.XDC.A","OBS_VALUE","Senegal","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2263105.39029113","2432741.935455","2583480.674124","2795203.63563653","3108754.36682169","3708484.42673761","4217449.529925","4607696.32511426","5259664.9121005","5691980.52776328","6394287.69597202","7375209.6890735","8966044.0709465","9827603.6966355","10206461.1078035","11568370.1281045"
"IMF.STA:MFS_MA(10.0.1)","LSO.BM_MAI.XDC.A","OBS_VALUE","Lesotho, Kingdom of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1992.711","2168.179","2297.85","2375.548","2592.569","3507.904","4081.458","4883.557","5273.7204733","6453.25079617","6659.64420732","7148.68057944","8661.61300842","9003.83732368085","10134.5614855955","9644.19112958975","12105.9744584848","13400.5967651585","12195.2207480744","14282.8996157805","","","","",""
"IMF.STA:MFS_MA(10.0.1)","SEN.BM_MAI.XDC.A","OBS_VALUE","Senegal","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","722003.2","774703.1","1030682.4","1182996.89247","1293285.887037","1451760.297573","1639471.044683","1794070.9015","2031081.855082","2263053.03598813","2432737.137064","2583462.710039","2791150.94545553","3101519.60706769","3708484.42673761","4217449.529925","4607696.32511426","5259664.9121005","5691980.52776328","6394287.69597202","7375209.6890735","8966044.0709465","9827603.6966355","10206461.1078035","11568370.1281045"
"IMF.STA:MFS_MA(10.0.1)","ZWE.BMM5_SI.XDC.A","OBS_VALUE","Zimbabwe","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1380.45003928","2223.53214169","2917.11403252","3718.72722159","3887.97841603","4377.1312726058","4736.13897830419","5638.28101847196","7817.27864573082","10009.9052693895","35018.17994492","205047.918055235","475361.517868835","935.768334427422","7569.69768494329","78909.2614329195","108088.705950722"
"IMF.STA:MFS_MA(10.0.1)","SYC.BM_MAI.XDC.A","OBS_VALUE","Seychelles","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","3631.38593592","4007.03444507","4221.72613914","4812.21326157","4891.68155313","5039.91814811","4638.09456757","5936.23884184","6400.92980449533","7275.10053698","7595.68610636261","7421.81856176454","9340.24412527071","11825.4623288032","12172.5467456051","13647.80300956","15887.76412211","17114.54283166","19457.81007416","24753.11353177","23492.47868289","23634.5998264","24988.41572995","26837.04726169","29772.417202135"
"IMF.STA:MFS_MA(10.0.1)","ZWE.BM_MAI.XDC.A","OBS_VALUE","Zimbabwe","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1380.45003928","2223.53214169","2917.11403252","3718.72722159","3887.97841603","4377.1312726058","4736.13897830419","5638.28101847196","7817.27864573082","10009.9052693895","35018.17994492","205047.918055235","475361.517868835","935.768334427422","7569.69768494329","78909.2614329195","108088.705950722"
"IMF.STA:MFS_MA(10.0.1)","G759.BMM5_SI.XDC.A","OBS_VALUE","West African Economic and Monetary Union (WAEMU)","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5352911.987756","5611004.41714","6419975.162834","7616543.606659","8487331.82776","10078993.706437","11727738.0488281","13072753.404416","14270925.953369","15845211.3056895","17870182.3691697","20531146.6135976","22717262.9539","24647365.5010665","27726888.7759915","30600480.7813155","35166703.3999627","29459548.4989635","33993096.708668","34493817.818546","37840092.2093275","44365523.0681895"
"IMF.STA:MFS_MA(10.0.1)","SYC.BMM5_SI.XDC.A","OBS_VALUE","Seychelles","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13647.80400956","15887.76612211","17114.54783166","19457.81107416","24753.11353177","23492.47868289","23634.5998264","24988.41572995","26837.04726169","29772.417202135"
"IMF.STA:MFS_MA(10.0.1)","G759.BM_MAI.XDC.A","OBS_VALUE","West African Economic and Monetary Union (WAEMU)","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","4262707.2","4864331.5","5029261.6","5352911.987756","5611004.41714","6419975.162834","7616543.606659","8487331.82776","10078993.706437","11727738.0488281","13072753.404416","14270925.953369","15845211.3056895","17870182.3691697","20531146.6135976","22680262.9539","24647365.5010665","27726888.7759915","30600480.7813155","35166703.3999627","41458848.4989635","46167347.708668","47790801.818546","52022138.2093275","61059576.0681895"
"IMF.STA:MFS_MA(10.0.1)","TGO.BMM5_SI.XDC.A","OBS_VALUE","Togo","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","293265.251852037","300898.564215402","372755.696546635","412284.345670253","514868.709904848","589022.580456646","675825.559372718","792558.426757621","872839.618776419","1020721.70303441","1057695.2427964","1277468.95190612","1435718.33466807","1578672.74764027","1726041.019794","1804259.65100635","2013284.80748753","2260511.673631","2607782.001537","2781888.33322","3022669.736112","3155737.483558"
"IMF.STA:MFS_MA(10.0.1)","MUS.BMM5_SI.XDC.A","OBS_VALUE","Mauritius","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149564.509157246","177761.438376424","189439.669770248","207521.049387623","239318.420079443","274313.680381089","296480.35","300231.387417588","319536.669948002","345617.195513408","365608.737729024","397556.547430142","437998.584079575","477788.912365801","522082.888557075","554892.696328836","601973.23458341","703592.725733499","765847.359783552","806105.099286649","864673.926124177","974168.761062892","1057748.45462265"
"IMF.STA:MFS_MA(10.0.1)","SEN.BM_SA_SI.XDC.A","OBS_VALUE","Senegal","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:MFS_MA(10.0.1)","BLZ.BM_MAI.XDC.A","OBS_VALUE","Belize","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","991.87","1021.002","1071.344","1212.259","1291.947","1504.79633934","1736.1001485","1966.63483803","2093.17118556","2090.77655744","2201.18750905","2443.51356986","2476.57315537","2672.05688209","2874.1044939","2950.24179718","2939.37053843","3017.31952593","3157.36140496","3533.80197084","3971.69289034","4109.94845601","4447.55815128","4863.83883926","5153.08577879"
"IMF.STA:MFS_MA(10.0.1)","JAM.BM_MAI.XDC.A","OBS_VALUE","Jamaica","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","196826.111","225112.354","249887.297","290585.191","311741.038","359988.569","412605.514","433872.227","476856.588","503488.432","527819.898","573738.157","647270.725","690943.468","783508.949","888742.32815687","988747.58948907","1086545.82266477","1191629.76143936","1411807.7428898","1602013.95609531","1738522.99298155","1946164.3917805","2105527.84896526","2375674.6726101"
"IMF.STA:MFS_MA(10.0.1)","BLZ.BMM5_SI.XDC.A","OBS_VALUE","Belize","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1566.8","1598.473","1681.846","1965.463","2236.242","2394.62","2668.646","3317.736","3578.72577879"
"IMF.STA:MFS_MA(10.0.1)","BEN.BM_MAI.XDC.A","OBS_VALUE","Benin","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","483264.8","426006.2","520767.4","458115.719383057","535355.780459013","681118.197649723","809795.666580439","1015663.96995034","1097023.69007941","1204204.51344378","1317161.25262075","1415426.02339359","1660757.18933168","1965532.35578339","2086146.30286285","2089806.84119246","2111622.09745665","2212956.451246","2345988.93465948","2751889.33562103","3210532.45739","3628256.866555","3612514.206572","3663585.378765","4225718.409316"
"IMF.STA:MFS_MA(10.0.1)","MLI.BM_MAI.XDC.A","OBS_VALUE","Mali","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","491705.5","617791.5","751194.6","724168.648347","809291.19266","888883.464104","877770.937843","763225.370081","1084773.271641","1261935.029674","1424959.714294","1645628.127237","1780524.947332","1883660.181814","2079428.073669","2302852.530213","2402485.87458143","2702962.733384","2820966.994077","3166839.892204","4319965.92035","4783088.309661","4729081.613673","4814325.51895","5391953.760171"
"IMF.STA:MFS_MA(10.0.1)","GNB.BM_MAI.XDC.A","OBS_VALUE","Guinea-Bissau","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","56762.3","71366.3","30282.7","42985.2760607609","50959.1665080324","53158.8576960471","67301.5706245874","87309.7441182625","93623.8355845095","111923.440712039","162873.358776057","154095.140633641","161792.125828046","240712.90108118","306169.01896185","334761.227353262","344188.356426546","365030.793649","365954.961115328","399230.590351423","482643.929792","499566.365656","494092.539028","524887.486211","547444.005868"
