"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","UNIT","FREQUENCY","SCALE","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:MFS_MA(10.0.1)","UZB.BM_MAI.XDC.A","OBS_VALUE","Uzbekistan, Republic of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29397129.651","34024095.514","42288951.682","52225471.818","73223219.265","83565547.283","95166908.668","112012067.612742","145254579.772677","189085083.109865","212086135.325272","277064562.066842","378579729.111498"
"IMF.STA:MFS_MA(10.0.1)","WBG.BM_MAI.USD.A","OBS_VALUE","West Bank and Gaza","Broad Money","US dollar","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3078.05","3351.27","3496.42","3631.96","3853.59914027","4640.17002447","5250.73407","5567.2174385","6099.89436288","6341.67219139","6770.5885157","7497.21139436","8035.5411333","8867.475788","9757.04333699","10991.68635303","11411.87018525","12551.50852286","14294.39116243","15474.73607839","15455.41970614","16505.72227336","17676.9911065622",""
"IMF.STA:MFS_MA(10.0.1)","GTM.BM_MAI.XDC.A","OBS_VALUE","Guatemala","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","47666.361869718","51617.9691716107","74922.167008398","83021.7102868736","94411.6697541897","106679.447002983","117652.226476595","127673.004832501","142158.36174398","155044.091034232","166261.504735861","181824.716923466","199182.750787705","214867.824047027","234399.381029761","249282.775331802","267488.62601935","293302.998073753","318967.322280943","376591.474999398","406810.3672808","435321.162679314","461698.989702164","499615.409484483","572023.373813238"
"IMF.STA:MFS_MA(10.0.1)","PAK.BM_MAI.XDC.A","OBS_VALUE","Pakistan","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1689764","1987440.4","2342356.4","2784954","3240931","4631578","5439249","5794143.796","6814495.81736399","7807082.7269","8790979.83928622","10320172.533548","11694370.3418596","13044335.1066234","14633262.9629414","16625735.2155554","18276890.4310064","20074311.4190854","22417591.7394874","25922068.5202454","28622981.656965","30744379.2667334","35741282.6518371","40213999.0097468","46526668.5760825"
"IMF.STA:MFS_MA(10.0.1)","VCT.BM_MAI.XDC.A","OBS_VALUE","St. Vincent and the Grenadines","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","893.295216","933.968931","955.044079","1000.192099","1040.129363","1089.663109","1176.571301","1224.477087","1199.834934","1231.94420819738","1258.57088264053","1320.13130361768","1409.18784595447","1531.77766592969","1595.581","1625.58","1648.26","1668.68241517","1758.81334","1643.4673137","1853.52891683","1856.9017346","1926.8890624","2231.3471122","2352.3444544"
"IMF.STA:MFS_MA(10.0.1)","MSR.BM_MAI.XDC.A","OBS_VALUE","Montserrat, United Kingdom-British Overseas Territory","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","120.190008","120.528931","132.591824","144.173713","150.080939","159.989351","166.834111","167.751505","187.987747","189.711196047825","211.397324821694","248.710445407259","235.270909195518","260.343356375021","263.755","265.8","257.35","265.19400975","266.48788","252.41472853","246.83544195","252.81000466","263.47266917","278.07395508","306.37668153"
"IMF.STA:MFS_MA(10.0.1)","LCA.BM_MAI.XDC.A","OBS_VALUE","St. Lucia","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1555.229273","1576.016951","1744.837826","1884.260836","2118.96857","2488.344849","2661.163382","2865.78379","2952.554988","3006.32625225245","3102.60971262035","3204.35061943144","3300.17430387324","3393.61796417244","3577.491","3613.38","3717.26","3901.6346558","3576.17328","3122.368804","3586.4901285","3731.9182854","4141.6277047","4590.4290132","4781.954981"
"IMF.STA:MFS_MA(10.0.1)","TLS.BM_MAI.USD.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Broad Money","US dollar","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.67283284","61.62581466","65.88747438","77.94369541","99.89395364","143.7143531","192.65815118","268.3555","295.02518216","322.42738945","406.94701244","500.15432778","599.82204856","642.2573320901","733.878","822.896","848.58658253","788.263689816992","871.92728807817","1118.57544696977","1214.82994009118","1247.74057482859","1338.8639650131",""
"IMF.STA:MFS_MA(10.0.1)","GRD.BM_MAI.XDC.A","OBS_VALUE","Grenada","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1218.732405","1347.163438","1429.282764","1718.319084","1610.962327","1647.840093","1848.448346","1942.597228","2007.430854","2070.75968699502","2078.25500900392","1974.48884687335","2048.86219196731","2175.1922815073","2334.479","2439.11","2514.51","2747.00712597","2691.25386","2658.77944516","2884.66070735","3169.84692765","3212.99740754","278.07395508","3529.25710653"
"IMF.STA:MFS_MA(10.0.1)","KNA.BM_MAI.XDC.A","OBS_VALUE","St. Kitts and Nevis","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1159.892559","1223.592095","1340.301474","1560.312833","1666.720513","1908.592915","2122.079218","2127.017412","2230.621603","2373.71425753213","2603.08390975987","2914.77093352895","3236.44077798179","3582.46991739203","3756.463","3739.97","3647.74","3553.84857002","3016.59241","2771.5470801","3017.10870143","3129.93886528","3071.9091825","3148.39971087","3314.41601677"
"IMF.STA:MFS_MA(10.0.1)","ALB.BM_MAI.XDC.A","OBS_VALUE","Albania","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","408129.153406365","443527.430907014","503231.628092823","574314.17562468","666470","757610","815700","871470","980280","1070150","1123410","1148980","1195090","1216180","1263460","1266930","1264130","1318660","1456990","1582310","1659293.46766547","1698230","1785250",""
"IMF.STA:MFS_MA(10.0.1)","HKG.BM_MAI.XDC.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3461226.414","3638884.21","4162358.924","4796729.693","4934931.45","5238248.091","5600142.878","6264527.712","6849663.929","7567789.348","8212082.626","8767814.849","9340707.86","10536096.57","10947556.372","11474373.983","12166916.913","12555934.569","12966463.053","13468556.217","14410838.444","16025994.526"
"IMF.STA:MFS_MA(10.0.1)","HKG.BMM5_SI.XDC.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4189544.339","4407188.43","5089740.897","6139758.138","6300750.693","6626843.099","7156259.506","8081079.377","8970396.498","10085242.754","11048944.452","11655019.173","12551330.616","13803837.437","14403688.494","14786374.665","15644043.118","16310866.091","16569431.263","17234052.479","18501576.658","20648542.068"
"IMF.STA:MFS_MA(10.0.1)","TUR.BM_MAI.XDC.A","OBS_VALUE","Türkiye, Republic of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","109470.3299","139996.629305982","160207.706629782","193517.600037851","263120.953032621","321466.118110355","370411.478072616","462361.272379238","520893.6551","617503.067322196","711388.398021767","785531.250932746","951693.276316148","1058125.18259532","1232870.91451958","1450457.6914053","1687635.40782458","1997823.25414692","2537696.76014139","3406677.35140297","5195794.26394592","8330901.56878403","14157230.2053573","19379909.8604438","26724305.299934"
"IMF.STA:MFS_MA(10.0.1)","TON.BM_MAI.XDC.A","OBS_VALUE","Tonga","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","140.297126","151.988678","173.989869","198.143543","242.01838","258.361601","289.453873","299.489505","292.294738","310.837682","306.044451","345.03208132","355.83057172","387.47510558","450.19580542","512.15140653","560.56991612","605.25011916","602.22440229","707.49641291","821.53756849","851.18793738","868.13511687","937.4584865","971.33954504"
"IMF.STA:MFS_MA(10.0.1)","AUS.BMM5_SI.XDC.A","OBS_VALUE","Australia","Broad Money, M5","Domestic currency","Annual","Millions","","","5425","666","68511","78464","92153","106109","121276","138253","155731","179433","204447","239666","283656","316289.582","326978.8055","321264.0255","326754.7088","337591.0658","364693.9346","393572.8733","426923.8531","459205.1843","495894.6952125","525926.345971","562961.66808717","606286.341952097","619141.796564013","665747.677594199","722583.504882367","789076.891218151","887228.287243034","1063351.13048795","1211134.68768508","1235673.09647167","1340893.03751013","1440614.24958055","1533570.40304907","1625952.02344552","1743430.42340726","1848617.84959365","1973820.44953562","2064441.26991794","2111872.11352216","2154783.9247129","2426927.14917521","2657980.29403335","2835336.17384209","2976915.00022842","3134702.73631021","3361378.86590042"
"IMF.STA:MFS_MA(10.0.1)","KGZ.BM_MAI.XDC.A","OBS_VALUE","Kyrgyz Republic","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","8234","11023.548","14701.486","19416.256","21338.3713","32045.5532","43389.8647445","46752.16039336","57141.97767933","69224.72079054","79544.86392855","98499.91131447","120922.72812164","124577.18539417","143142.8917733","164017.336848856","193390.63140337","204071.10931666","230260.57283163","285248.1603839","339778.29835122","443722.26910277","","",""
"IMF.STA:MFS_MA(10.0.1)","TON.BMM5_SI.XDC.A","OBS_VALUE","Tonga","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","345.03208132","355.83057172","387.47510558","450.19580542","512.15140653","560.56991612","605.25011916","602.22440229","707.49641291","821.53756849","851.18793738","868.13511687","937.4584865","971.33954504"
"IMF.STA:MFS_MA(10.0.1)","ARM.BMM5_SI.XDC.A","OBS_VALUE","Armenia, Republic of","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2180097.92016639","2582783.17206458","2775095.16156641","3085464.24501652","3362038.02457573","3802606.0478977","4414972.63582415","5183001.94191538","5890936.1543252","6937425.13775"
"IMF.STA:MFS_MA(10.0.1)","AUS.BM_MAI.XDC.A","OBS_VALUE","Australia","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","496349.6844","531272.43680695","599081.04867934","667485.8924854","724227.89507561","833319.75299669","985258.825231474","1152799.5645288","1189775.85935571","1310309.39613814","1414711.93584684","1518663.7911749","1621130.04167428","1735142.45908775","1838974.81419807","1961564.33492697","2050266.03202533","2098935.70514484","2394036.2671825","2721258.71070045","2903577.90256958","3131247.94141895","3254406.40055885","3468352.85470184","3699375.16323044"
"IMF.STA:MFS_MA(10.0.1)","AUS.BM_SA_SI.XDC.A","OBS_VALUE","Australia","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","724243.232684542","792758.671697489","889543.631868142","1057754.61350077","1204482.08967126","1230899.32410633","1334749.99580219","1435024.9946347","1527684.30428751","1618389.76179929","1735230.16771926","1841299.6257672","1969468.37695327","2061678.28610926","2108743.18047986","2164124.60966085","2437396.14472854","2667996.65936086","2840385.02112086","2978407.35431229","3134390.77091593","3358838.39705989"
"IMF.STA:MFS_MA(10.0.1)","ARM.BM_MAI.XDC.A","OBS_VALUE","Armenia, Republic of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","158151.2955103","211886.1285672","233817.9170503","285943.4102496","365553.5114879","485736.8927602","691343.2665184","707787.7995771","814990.2165498","911386.0337275","1126978.1976189","1346364.91070283","1545372.49626868","1674195.60987052","1855676.48993415","2180097.92016639","2582783.17206458","2775095.16156641","3085464.24501652","3362038.02457573","3802606.0478977","4414972.63582415","5183001.94191538","5890936.1543252","6937425.13775"
"IMF.STA:MFS_MA(10.0.1)","ARM.BM_SA_SI.XDC.A","OBS_VALUE","Armenia, Republic of","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0"
"IMF.STA:MFS_MA(10.0.1)","MMR.BM_MAI.XDC.A","OBS_VALUE","Myanmar","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1153958","1564611","1576084","2081861","2650387","3374238","4383844","5036695","6579807","9376207","12245452","16232450.79","21333522.41","25804365.23","33719316.86","39602957.88","47738364.75","54693994.52","63195862.07","74683212.24","","","","",""
"IMF.STA:MFS_MA(10.0.1)","KEN.BM_MAI.XDC.A","OBS_VALUE","Kenya","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","359533.47219235","395087.0550771","441657.1484987","501155.71551405","550812.08596915","644295.39750645","775880.13761165","896520.484867764","1044063.75633514","1277533.89716315","1522207.88139042","1741288.95239734","2007328.74002816","2539697.66735391","2947822.25450746","3062504.63641547","3338385.08569645","3676329.17532106","3897552.19482077","4414885.38592789","4689438.97216679","5042418.79332591","6044532.80636571","6105540.77013134",""
"IMF.STA:MFS_MA(10.0.1)","CHL.BM_SA_SI.XDC.A","OBS_VALUE","Chile","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","26437493.6660682","26905942.0883054","29398857.9520633","31385526.0772715","33819751.91588","34880798.9138727","35828853.4331051","38666620.7336523","41650130.3815807","45203564.767719","","","","","","","","","","","","","","","","","","",""
"IMF.STA:MFS_MA(10.0.1)","BTN.BM_MAI.XDC.A","OBS_VALUE","Bhutan","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","10715.5631667483","15335.71858516","16114.923927399","18721.19608251","21152.9283554461","25100.7207864447","28056.5158927089","35399.1604692081","44547.9286575944","51962.3921799902","54242.8709677659","57383.6289949429","59533.5290834978","74961.6292183981","77875.5971884342","96203.1759257317","112872.643190164","120266.206394609","135211.055360197","173072.368914124","178617.418603333","197442.649018307","209283.596096133","233376.838527053",""
"IMF.STA:MFS_MA(10.0.1)","HTI.BM_MAI.XDC.A","OBS_VALUE","Haiti","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72985.1814474004","81354.4999159426","91804.489031324","104282.566323662","131516.979442844","140516.804808947","150585.390783747","161978.856938135","174514.910734754","215990.294180617","257284.413776626","279149.037573988","332623.992956756","378298.676437065","394275.91061286","534216.888086128","702615.310040382","634874.601041389","",""
"IMF.STA:MFS_MA(10.0.1)","RUS.BM_SA_SI.XDC.A","OBS_VALUE","Russian Federation","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","264287.6","342688.4","442126.4","609490","956689.4","1518100","2063300","2756800","3805100","5078638.17318032","6917233.08408836","9699841.94414377","13677057.1530934","15607692.574749","18304701.7635783","22783530.9726381","27238346.4460677","30804869.357764","35788936.2114091","41206355.6849641","49482940.0421289","49211074.3561853","53055706.3235486","59790614.8865854","62957706.8124262","73508731.5606373","","","","",""
"IMF.STA:MFS_MA(10.0.1)","BIH.BM_MAI.XDC.A","OBS_VALUE","Bosnia and Herzegovina","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","4600.478693","5071.278469999999","5496.14902","6831.565640000001","8075.09205","9901.802289570001","11953.20928215","12439.29267763","12709.09125352","13627.14085953","14417.36980714","14909.69502359","16093.58742371","17268.94119609","18647.20831723","20197.55891851","22116.29243979","24191.0766339","26332.69382874","28248.9898249","31515.58207498","33239.9856426","35790.80443216","39132.42621333",""
"IMF.STA:MFS_MA(10.0.1)","TJK.BM_MAI.XDC.A","OBS_VALUE","Tajikistan, Republic of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","201.654235","293.083536","460.117142","651.975148","1041.141552","1513.347394","2727.390401","2671.2036750634","3759.41987534224","4458.27005383889","5932.81246347686","7092.68774063624","8491.85818413","9091.98263445617","10789.679736374","14788.21832006","18017.6862299913","18944.66948809","22154.74051871","26252.9030495205","28400.11710863","26252.9030495205","39548.6020184807","",""
"IMF.STA:MFS_MA(10.0.1)","RWA.BM_MAI.XDC.A","OBS_VALUE","Rwanda","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","119037.61","136769.21","160754.33","189122.218324","225229.304817","284539.195","379610.631","444704.227676","462251.973521","555526.778","716435.641139705","810950.49880587","909306.471663575","1065417.20084002","1280263.70607332","1388791.25269613","1516390.57601852","1803467.68900044","1987597.01718556","2413498.65724681","2854481.70781711","3508563.3120631","4377366.486062","5198726.30429176",""
"IMF.STA:MFS_MA(10.0.1)","MKD.BM_MAI.XDC.A","OBS_VALUE","North Macedonia, Republic of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81154.115091","94550.2860345","109402.898289","136542.100291","177384.535918","198348.2103815","201660.973144531","225085.857910156","245181.134277344","252693.923828125","259276.279541016","282407.893310547","304073.890380859","322198.916503906","336988.518554688","373435.521484375","404028.100097656","436230.8671875","474753.072265625","499802.505859375","529263.969726563","583268.439453125",""
"IMF.STA:MFS_MA(10.0.1)","GAB.BM_SA_SI.XDC.A","OBS_VALUE","Gabon","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","",""
"IMF.STA:MFS_MA(10.0.1)","NGA.BM_MAI.XDC.A","OBS_VALUE","Nigeria","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1309364.18081214","1555800.9","1766010.9","2131169.42482548","2612891.13","3562695.9","6689365.86967982","9513845.5551583","10928017.1362797","11662911.7919411","14192086.085339","18035937.096111","20615452.3424316","20451731.207347","21288239.0469778","28083906.6091708","28473663.2401824","32739618.7934107","34850876.017","38904920.0771732","44443974.7454661","52187272.987","78762064.3824923","",""
"IMF.STA:MFS_MA(10.0.1)","DJI.BM_MAI.XDC.A","OBS_VALUE","Djibouti","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65442.1","77061.607","87758.157","97719.682","109064.48","118036.594","142891.05597","167196.212","187594.43233287","179214.77497933","206176.16688","220477.083","234780.917277","279448.061","303944.104","370565.03","349879.143","380600.841","454358.383","478419.297","470338.432","506441.11","524406.51681133",""
"IMF.STA:MFS_MA(10.0.1)","SDN.BM_SA_SI.XDC.A","OBS_VALUE","Sudan","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","","","","",""
"IMF.STA:MFS_MA(10.0.1)","SDN.BM_MAI.XDC.A","OBS_VALUE","Sudan","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","4316.56","5630.2073038","7215.664","9392.2910771196","13470.1775158142","17806.067423764","19723.47457988","22946.61832236","28404.95308554","35867.64901575","42223.43032058","58749.93543973","66430.65844502","77717.3178187469","93942.3149137924","120489.368347443","203367.535261483","430785.979858528","689597.585546461","1296384.03910128","","","","",""
"IMF.STA:MFS_MA(10.0.1)","CAF.BM_MAI.XDC.A","OBS_VALUE","Central African Republic","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","108708","103184","95301","107761","127464","121609","113935","134931","150733","175045","199191","202289","213650","244800","257805","272629","300718","342964","373544","416390","477054","488934","","",""
"IMF.STA:MFS_MA(10.0.1)","TCD.BM_SA_SI.XDC.A","OBS_VALUE","Chad","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:MFS_MA(10.0.1)","TZA.BM_MAI.XDC.A","OBS_VALUE","Tanzania, United Republic of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1876107.38153372","2355570.08147048","2778836.39562802","3153781.1268943","4250725.0196","5164455.5994","6223588.63685782","7458779.08810439","8780143.35073842","11012663.7004913","13021322.027213","14647104.9606973","16106768.3893663","18614151.3665558","22115315.2299861","22877866.1650101","24714324.5963149","25823453.2449506","28313146.5897982","29920566.4721471","34558042.5164729","38580012.2392858","44002566.8487874","",""
"IMF.STA:MFS_MA(10.0.1)","WBG.BMM5_SI.USD.A","OBS_VALUE","West Bank and Gaza","Broad Money, M5","US dollar","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6618.90439900154","6898.70755659121","7558.39249061327","7821.56337607782","8581.09065802452","9387.3376260832","9249.4046","10153.2597708641","11171.8146401998","10991.68635303","11411.87018525","12551.50852286","14294.39116243","15474.73607839","15455.41970614","16505.72227336","17676.9911065622",""
"IMF.STA:MFS_MA(10.0.1)","G163.BM_MAI.EUR.A","OBS_VALUE","Euro Area (EA)","Broad Money","Euro","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9849476.58","10328123.28","10837680.96","11392866.98","11877945.51","12373909.11","13003652.57","14512675.14","15549549.13","16148821.59","16199783.92","16825269.5",""
"IMF.STA:MFS_MA(10.0.1)","POL.BM_MAI.XDC.A","OBS_VALUE","Poland, Republic of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","371270","427121","495308","561624","666230","720230","783648","881498","921412","978903","1059018","1154987","1265475","1324369","1445744","1565221","1822376","1984816","2088964","2267275","2476798",""
"IMF.STA:MFS_MA(10.0.1)","AZE.BM_MAI.XDC.A","OBS_VALUE","Azerbaijan, Republic of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","687.39346539386","786.909528199156","1020.86040494304","1505.88386066602","1838.7228355341","3434.96676691","5897.26060099","8494.22733349","8469.18289198","10527.48935026","13903.1758292","16775.30180639","19289.83309036","21566.6261826","21318.8899531","20890.19796193","22772.07045102","24060.39317492","28866.30617183","29185.8075723","34646.64148651","42824.92999471","45073.45443548","46494.84832363","49860.30720246"
"IMF.STA:MFS_MA(10.0.1)","GEO.BM_MAI.XDC.A","OBS_VALUE","Georgia","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","749.33082493","890.308246","1095.627685","1534.20788489309","1961.50465096689","2799.77966411533","4098.85721226849","4421.69846633563","4763.60691182361","6199.00880606515","7097.77727317387","7903.73897139069","9836.61860102235","11189.8359063507","13120.378","15886.612","18204.387","20738.62","24113.481","30379.59","33846.235","37581.907","43369.306","49467.603","57659.733"
"IMF.STA:MFS_MA(10.0.1)","WSM.BM_MAI.XDC.A","OBS_VALUE","Samoa","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","307.62","339.04","386.37","418.52","484.01","550.565","611.165","656.209","714.736","760.576","713.924","702.189","747.079","818.92","868.413","947.94","1092.088","1187.743","1242.865","1309.902","1332.03754","1429.713","1625.25764","1769.57176","1815.99198"
"IMF.STA:MFS_MA(10.0.1)","DOM.BM_MAI.XDC.A","OBS_VALUE","Dominican Republic","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","157046.252537","165659.267756","310112.5548897","358665.026065866","385340.778506933","408316.04390185","478287.00561402","504171.417591577","572392.739556781","643014.281473847","723832.75899336","795880.49262342","890992.78533242","973565.74655307","1091477.36594837","1197920.79053068","1314243.66688052","1401469.23435551","1565004.66424903","1905406.26809816","2166527.13735106","2287163.85653458","2618404.81631418","2913808.17174496","3262137.4560709"
"IMF.STA:MFS_MA(10.0.1)","DOM.BMM5_SI.XDC.A","OBS_VALUE","Dominican Republic","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","723832.75899336","795880.49262342","890992.78533242","973565.74655307","1091477.36594837","1197920.79053068","1314243.66688052","1401469.23435551","1565004.66424903","1905406.26809816","2166527.13735106","2287163.85653458","2618404.81631418","2913808.17174496","3262137.4560709"
"IMF.STA:MFS_MA(10.0.1)","PAK.BMM5_SI.XDC.A","OBS_VALUE","Pakistan","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18276890.4310064","20074311.4190854","22417591.7394874","25922068.5202454","28622981.656965","30744379.2667334","35741282.6518371","40213999.0097468","46526668.5760825"
"IMF.STA:MFS_MA(10.0.1)","DMA.BM_MAI.XDC.A","OBS_VALUE","Dominica","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","566.655157","620.190411","672.339574","716.389447","755.545478","840.088994","925.499156","977.329939","1075.929265","1104.30652215211","1133.52497264423","1261.63421806925","1300.02283045315","1364.62855670985","1412.675","1499.08","1757.02","1784.53639397","1574.24369","1389.1118284","1414.5448113","1396.7701763","1390.49071799","1436.57361338","1579.7361562"
"IMF.STA:MFS_MA(10.0.1)","SLE.BM_MAI.XDC.A","OBS_VALUE","Sierra Leone","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","285539.232113282","368598.618789512","449773.58253275","540408.95017064","708721.61660596","862234.60129522","1009757.17945415","1277736.60008786","1718934.260277","2134140.99787546","2766444.12637825","3374638.30364918","3734925.3543378","4628149.66864674","5172.26484995724","6096.12950655524","6522.30840463753","7464.85528257675","8533.02047529145","11790.9226633826","14391.0591912919","20398.49297596","27094.44778525","32018.47129115","38145.176493796"
"IMF.STA:MFS_MA(10.0.1)","AZE.BM_SA_SI.XDC.A","OBS_VALUE","Azerbaijan, Republic of","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"IMF.STA:MFS_MA(10.0.1)","KWT.BMM5_SI.XDC.A","OBS_VALUE","Kuwait","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35416.734","36761.122","38252.6408","37691.129","34920.9925","36245.4713","11618.771","10711.8607","10434.5891","10684.6458"
"IMF.STA:MFS_MA(10.0.1)","KWT.BM_MAI.XDC.A","OBS_VALUE","Kuwait","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","9208.5219","9646.309","10401.2461","11685.218","13086.2485","15920.5791","18959.9462","21950.2035","24895.7575","25634.1836","27746.6378","29540.6834","32423.7205","33620.4278","34239.3488","35416.7336","36761.1224","38252.6406","37691.129","34920.9925","36245.4713","38584.3027","38973.2791","40655.3036","42121.1563"
"IMF.STA:MFS_MA(10.0.1)","MOZ.BM_MAI.XDC.A","OBS_VALUE","Mozambique, Republic of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","20586.7120793303","28237.5656586375","32556.2920992656","34480.485387337","43784.7275031518","54004.7535290703","67099.44972273","80723.6851369831","107075.000721933","133411.793629898","143801.723598507","186012.988351112","216424.9044755","264469.835176039","333464.607636868","367166.421649399","385846.029448489","417571.666764805","473467.360419959","583679.321173541","594647.512487902","646596.407116535","669522.845259326","778100.958845757","850627.65551687"
