FREQ,Frequency,REF_AREA,Reference area,VALUE,Value,UNIT_MEASURE,Unit of measure,BREAKS,COVERAGE,TITLE_TS,Series,1927-Q1,1927-Q2,1927-Q3,1927-Q4,1928-Q1,1928-Q2,1928-Q3,1928-Q4,1929-Q1,1929-Q2,1929-Q3,1929-Q4,1930-Q1,1930-Q2,1930-Q3,1930-Q4,1931-Q1,1931-Q2,1931-Q3,1931-Q4,1932-Q1,1932-Q2,1932-Q3,1932-Q4,1933-Q1,1933-Q2,1933-Q3,1933-Q4,1934-Q1,1934-Q2,1934-Q3,1934-Q4,1935-Q1,1935-Q2,1935-Q3,1935-Q4,1936-Q1,1936-Q2,1936-Q3,1936-Q4,1937-Q1,1937-Q2,1937-Q3,1937-Q4,1938-Q1,1938-Q2,1938-Q3,1938-Q4,1939-Q1,1939-Q2,1939-Q3,1939-Q4,1940-Q1,1940-Q2,1940-Q3,1940-Q4,1941-Q1,1941-Q2,1941-Q3,1941-Q4,1942-Q1,1942-Q2,1942-Q3,1942-Q4,1943-Q1,1943-Q2,1943-Q3,1943-Q4,1944-Q1,1944-Q2,1944-Q3,1944-Q4,1945-Q1,1945-Q2,1945-Q3,1945-Q4,1946-Q1,1946-Q2,1946-Q3,1946-Q4,1947-Q1,1947-Q2,1947-Q3,1947-Q4,1948-Q1,1948-Q2,1948-Q3,1948-Q4,1949-Q1,1949-Q2,1949-Q3,1949-Q4,1950-Q1,1950-Q2,1950-Q3,1950-Q4,1951-Q1,1951-Q2,1951-Q3,1951-Q4,1952-Q1,1952-Q2,1952-Q3,1952-Q4,1953-Q1,1953-Q2,1953-Q3,1953-Q4,1954-Q1,1954-Q2,1954-Q3,1954-Q4,1955-Q1,1955-Q2,1955-Q3,1955-Q4,1956-Q1,1956-Q2,1956-Q3,1956-Q4,1957-Q1,1957-Q2,1957-Q3,1957-Q4,1958-Q1,1958-Q2,1958-Q3,1958-Q4,1959-Q1,1959-Q2,1959-Q3,1959-Q4,1960-Q1,1960-Q2,1960-Q3,1960-Q4,1961-Q1,1961-Q2,1961-Q3,1961-Q4,1962-Q1,1962-Q2,1962-Q3,1962-Q4,1963-Q1,1963-Q2,1963-Q3,1963-Q4,1964-Q1,1964-Q2,1964-Q3,1964-Q4,1965-Q1,1965-Q2,1965-Q3,1965-Q4,1966-Q1,1966-Q2,1966-Q3,1966-Q4,1967-Q1,1967-Q2,1967-Q3,1967-Q4,1968-Q1,1968-Q2,1968-Q3,1968-Q4,1969-Q1,1969-Q2,1969-Q3,1969-Q4,1970-Q1,1970-Q2,1970-Q3,1970-Q4,1971-Q1,1971-Q2,1971-Q3,1971-Q4,1972-Q1,1972-Q2,1972-Q3,1972-Q4,1973-Q1,1973-Q2,1973-Q3,1973-Q4,1974-Q1,1974-Q2,1974-Q3,1974-Q4,1975-Q1,1975-Q2,1975-Q3,1975-Q4,1976-Q1,1976-Q2,1976-Q3,1976-Q4,1977-Q1,1977-Q2,1977-Q3,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4
Q,Quarterly,IS,Iceland,R,Real,771,"Year-on-year changes, in per cent",,,,Q:IS:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8686,25.1189,17.3888,6.3901,-8.075,-21.0796,-27.9761,-18.9944,-9.9973,3.7743,9.4205,3.4145,-6.8525,-9.9293,-16.3451,-14.083,-15.7308,-13.9827,-3.762,2.6457,16.1742,15.8828,14.165,13.1084,11.6814,9.5716,-0.7308,4.5368,-1.8874,-2.2507,0.6118,-8.4197,-4.5974,-4.3686,-0.4423,2.8161,4.0061,5.8198,4.4884,0.406,0.1027,-2.0209,0.4868,2.0037,-1.8622,-1.5008,-7.2402,-7.3031,-3.0592,-2.9848,-1.2129,-0.7558,-5.9706,-5.7762,-3.4215,-7.6346,-3.9693,-2.6945,-3.4234,2.4394,0.3538,0.3639,0.3386,-0.0535,3.8772,3.6653,8.7886,6.6476,9.5369,13.5002,13.4742,15.9036,13.7624,12.5554,9.0836,8.2405,4.1445,-0.1276,-2.0398,-3.2168,-3.2926,-2.5332,2.0297,4.0976,7.4984,9.4527,11.7867,9.583,6.2308,8.6503,5.3855,9.3179,18.8817,24.9371,28.3284,26.3703,19.4701,9.4587,3.0892,0.62,-0.5814,2.8925,8.474,9.4651,6.4123,-4.5292,-11.3662,-16.8988,-24.0715,-20.0349,-20.1215,-15.6095,-11.1019,-8.2699,-5.1481,-4.055,1.3948,0.3006,1.3361,2.6976,0.8582,1.8065,2.1765,0.2379,0.2424,1.4851,1.9242,4.7002,7.0871,5.9613,6.3688,4.7746,8.2316,6.2171,5.1719,6.9469,4.6632,6.3231,11.41,12.5232,15.7327,21.0457,18.4234,12.9425,10.4679,4.4935,2.2666,3.497,1.2308,0.7487,0.2393,1.748,3.3642,4.0938,4.3716,4.0657,4.1367,7.8599,9.9301,10.5231,12.1514,13.8956,11.8158,9.8988,3.0638,-1.3868,-5.1169,-3.3805,0.2569,0.2489,5.6534,3.667,2.6841,1.7404,-1.0877,-0.4967
Q,Quarterly,AT,Austria,N,Nominal,628,"Index, 2010 = 100",,,,Q:AT:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2565,32.3709,35.0422,38.4207,34.0994,37.1636,35.4351,38.0279,45.492,42.3492,43.5278,45.492,50.442,51.1491,51.8562,58.3775,64.8203,65.4488,67.1774,71.3416,74.6415,76.7629,82.2628,86.2699,83.3628,84.3842,81.9485,85.2485,84.3056,86.0342,86.3485,84.7771,85.0913,82.6557,84.3056,82.9699,87.6841,80.77,85.5628,86.5842,82.8914,81.32,84.8556,83.2057,86.977,83.7556,82.5771,79.3557,81.7128,78.6486,78.9629,79.0414,78.57,77.7058,80.2986,78.9629,77.6272,77.3915,81.1628,77.6272,80.77,77.3915,79.9057,78.57,81.2414,79.0414,80.3771,79.5914,78.8057,80.8486,74.7987,78.7272,79.12,80.8486,81.1628,81.9485,82.0271,83.9914,84.9342,85.6413,86.1913,85.877,88.3913,90.1984,90.7484,89.3341,89.9627,89.3341,90.9841,92.2412,94.0483,94.4412,93.8912,94.284,99.3125,99.7054,99.7839,101.1982,103.8696,101.0411,105.7553,106.2267,115.0265,116.7551,118.3265,118.405,120.605,122.5692,123.9049,123.2764,125.5549,128.462,126.8906,126.262,130.0334,130.3477,131.9976,135.8476,140.5618,142.7617,141.6618,142.0546,143.7831,147.9474,147.8688,148.7331,154.3115,155.2544,159.6543,159.7329,161.9328,163.8971,163.2685,164.6042,167.4327,172.4612,178.7468,181.0253,188.0966,192.7323,197.3679,203.7321,211.3534,218.0318,218.6604,214.4176,213.5533,213.0819,212.2962,209.3891,208.0534,207.8177,207.5034,207.1106,208.8391,207.8177,210.5677,211.5105
Q,Quarterly,SI,Slovenia,N,Nominal,628,"Index, 2010 = 100",,,,Q:SI:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6818,100.7807,104.1594,108.8008,110.3366,110.1318,112.2136,108.6216,101.8472,99.7654,98.076,99.7995,100.1749,100.7466,99.4241,99.6545,104.2959,103.9973,101.54,101.0196,96.9242,98.0419,95.4737,92.1036,92.7605,93.5114,88.1362,88.0679,86.6089,84.3309,83.4179,84.2029,85.4144,87.3512,84.2711,84.2456,86.1226,87.7437,88.4689,90.0474,91.8732,94.9874,95.7041,98.9378,100.7124,102.325,104.6628,107.12,108.3401,109.9185,112.0515,112.299,113.4679,115.6606,115.7374,118.1093,121.7098,127.3069,130.6685,136.7348,142.4257,147.1183,150.5055,152.5788,155.2493,158.1758,158.9779,163.1244,166.7506,169.2163,171.9551,175.513,172.0575,178.5845,176.6392,185.632
Q,Quarterly,PL,Poland,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:PL:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2237,0.6612,-0.5754,-0.9721,-2.2479,-3.5188,-3.7947,-4.4129,-5.6039,-5.1547,-3.9247,-2.7919,-0.563,1.8253,1.2625,1.4361,1.966,1.138,1.9967,1.0011,0.949,0.4082,2.0869,3.9848,3.33,4.5616,3.6698,3.8513,5.9518,6.1741,6.5071,7.6487,8.0928,8.1733,8.9571,9.4308,11.2557,10.9084,10.899,8.9406,7.2156,8.3314,8.9158,12.0864,13.5591,12.3712,12.1248,9.3394,5.7517,7.0336,9.2603,13.0158,18.0038,17.6686,14.392,10.3954,6.5787,4.73,3.9866,4.3326
Q,Quarterly,CO,Colombia,R,Real,771,"Year-on-year changes, in per cent",,,,Q:CO:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0513,15.8689,-0.0121,5.1586,1.725,-5.5244,-0.747,-3.3694,-11.5671,-2.7397,-10.0333,-5.7493,-4.1586,-7.9387,-4.8514,-7.0962,-3.4862,-0.9529,3.8665,5.8306,8.9319,5.5621,7.4637,9.9955,5.2768,10.532,6.7114,4.4069,4.8182,0.3963,-3.7077,-8.0075,-8.9126,-8.3457,-6.6566,-2.9824,-1.9613,-5.098,-6.753,-10.4839,-12.7587,-10.739,-12.2281,-9.0165,-8.6828,-7.4303,-6.776,-9.8453,-2.6599,-5.555,-3.7263,2.1011,-7.6222,-3.3745,-4.1644,-8.9055,-7.0533,-6.5421,-5.5323,-0.1912,2.1798,2.1315,3.6147,5.2781,4.5118,4.1824,4.8618,0.2867,4.2603,7.8304,9.3446,9.5988,13.0521,9.9494,8.3382,9.3892,9.3157,8.5764,7.986,6.978,4.6242,5.3348,6.3755,6.5393,5.5607,4.8968,4.118,6.1821,3.0067,5.2099,6.3495,3.4619,7.4768,6.3965,5.6959,7.2339,6.9517,7.3346,7.8003,6.855,7.1573,4.7182,4.7281,3.6092,3.4181,5.3218,4.0934,1.5883,2.298,0.0903,0.6373,3.4108,0.5875,2.2608,2.8185,2.7055,2.9104,3.8996,1.6563,-0.2159,2.2999,-0.161,1.9166,2.5917,1.2852,-1.7452,-0.6905,0.1361,0.6519,4.2414,1.9785,1.3464,0.1657,-2.1629,-3.593,-6.3668,-4.8016,-5.7333,-2.7649,-4.6288,0.1207,0.5382,1.0652,4.6911,-0.9849,4.7037,3.1311,7.2007
Q,Quarterly,MA,Morocco,N,Nominal,628,"Index, 2010 = 100",,,,Q:MA:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3797,97.0939,97.475,96.808,95.2835,94.9023,94.5212,94.8071,95.9505,97.0939,97.9514,102.4297,98.5231,98.7137,99.7618,99.9524,100.4288,100.0476,99.8571,100.6193,99.8571,99.9524,100.1429,100.0476,100.2382,100.8099,100.8099,100.5241,101.0005,101.9533,101.191,101.5722,101.191,101.6675,101.4769,102.2392,101.858,102.2392,101.6675,102.0486,101.4769,101.9533,101.6675,102.4297,102.0486,102.8109,105.4788,107.0033,107.3845,107.1939,107.3845,107.0986,107.0986,107.1939,107.0986,107.9562,106.5269,106.5269,107.1939,106.9081,105.8599,100.7146,105.8599,108.5279,106.4316,103.0014,100.0476,100.8099,100.8099,101.0005,101.5722,101.858,101.4769,101.3816,101.6675,101.5722,100.9052,101.0958,101.3816,103.2873,101.3816,101.3816,103.3826,103.5731
Q,Quarterly,BR,Brazil,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:BR:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.427,2.35,3.945,6.2786,9.1392,12.0242,14.1669,14.9925,14.413,12.931,11.2367,9.7966,8.8475,8.4589,8.6412,9.3726,10.5675,12.0605,13.6562,15.2092,16.6666,18.0512,19.4282,20.7977,22.0346,23.0143,23.7253,24.2764,24.8287,25.4488,25.9952,26.1665,25.7727,24.8011,23.3989,21.8096,20.1488,18.3226,16.2766,14.1679,12.2824,10.8895,10.0776,9.6769,9.4085,9.0969,8.7113,8.4642,7.7145,6.5498,5.023,2.9776,1.1402,-0.3996,-1.5742,-2.3488,-2.7483,-2.8853,-2.8282,-2.606,-2.2361,-1.7222,-1.1049,-0.4351,0.226,0.8561,1.4763,2.143,2.9473,3.9052,4.9698,6.1103,7.2294,8.2331,8.9446,9.1223,8.6708,7.6254,6.1754,4.5898,3.1785,2.2029,1.8214,2.0687,2.7918,3.7724,4.7773,5.6097,6.1336,6.2697,6.0491,5.5935,5.0474,4.541,4.1507
Q,Quarterly,NL,Netherlands,R,Real,628,"Index, 2010 = 100",,,,Q:NL:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3897,32.4361,32.9525,33.0844,33.2671,33.626,33.5211,33.7705,34.2949,34.9183,34.9639,35.8458,36.4746,37.6349,38.056,39.2056,40.4109,41.5468,41.918,42.5834,42.5981,43.2334,43.9607,45.1529,46.5362,50.0399,52.9049,55.5065,61.2825,68.2979,68.4368,68.9423,70.4504,73.5088,67.3564,66.8118,65.4615,64.9775,62.6737,60.0249,58.303,56.6135,51.973,51.1352,50.4905,47.5681,44.5644,41.1546,39.4526,38.7071,38.6752,37.406,37.8628,39.0133,38.7019,37.165,37.0742,36.8267,36.9456,36.0535,35.9638,36.3066,35.8377,35.7912,36.8465,37.4075,38.3978,37.9732,39.2927,40.0558,39.786,39.7187,40.1883,41.5108,41.7005,41.5381,42.5248,43.6569,44.0385,43.7873,43.5777,44.6372,42.958,42.1424,42.5631,43.4081,42.9111,43.4063,45.0713,43.7834,46.1801,45.9171,46.5628,47.3468,48.1662,48.8589,50.3459,50.6412,52.1505,51.2416,51.7848,52.2239,53.374,53.8837,54.8274,55.9943,57.6829,58.856,60.18,61.4869,62.8475,63.7584,65.032,66.2003,68.2649,69.6305,71.7694,74.2779,77.9217,80.9223,84.0759,86.339,89.4398,90.6848,91.966,92.8529,94.6541,94.9562,95.3911,95.7928,97.2005,96.7853,97.0962,97.4103,97.9999,98.7768,99.8504,100.0612,101.3591,101.4041,102.0106,102.3204,103.4629,103.6307,105.0727,105.3394,106.4634,107.4426,108.3441,107.9332,110.4959,111.0265,110.1883,108.802,109.7196,107.8659,106.2747,102.0973,102.1052,101.7482,101.0205,99.7221,100.1248,99.1458,98.6844,95.9653,95.1071,93.3928,91.0997,88.5681,84.6906,84.5512,81.6936,79.2639,79.3424,79.562,79.7998,79.4832,79.6215,80.4589,81.6362,81.2001,82.3533,83.4322,84.7278,85.0854,86.9312,88.153,89.6685,90.557,92.6885,94.7414,96.6843,97.5739,99.6997,101.1537,102.1897,102.4188,103.3035,104.9487,107.4667,109.1406,110.7603,112.8903,116.5295,120.3924,125.9581,127.7308,129.0916,129.841,125.7396,121.3061,121.1682,117.9282,118.0294,120.5153,121.9622,123.3785,125.793,128.5809,130.487,130.7001,131.8578,132.5948
Q,Quarterly,CZ,Czechia,N,Nominal,628,"Index, 2010 = 100",,,,Q:CZ:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.074,106.2746,107.8498,107.2197,104.9094,101.549,100.7088,99.9737,99.9737,100.1838,99.8687,99.9737,100.1838,100.7088,100.0788,99.1336,98.6086,98.7136,98.5035,98.3985,98.2935,98.8186,98.7136,98.5035,99.7637,100.6038,101.4439,102.179,103.2292,104.3844,105.6445,106.7997,108.1649,110.3702,113.1006,118.4563,122.0268,125.0722,127.2775,128.4327,131.268,135.1536,138.514,141.1394,144.0798,147.6503,150.5907,153.7411,156.4715,159.0969,163.1924,167.498,177.3694,186.5056,199.3174,210.659,220.8454,228.0914,230.4017,225.256,222.4206,221.8955,222.3156,222.9457,225.0459,230.9268,235.9674,241.7432,247.414,255.1851,261.486,266.8417
Q,Quarterly,LU,Luxembourg,R,Real,771,"Year-on-year changes, in per cent",,,,Q:LU:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4138,1.9981,-2.6823,0.1427,-0.3832,-1.8354,-2.3157,-1.485,3.9158,1.6108,3.9565,2.809,-2.3631,1.2662,0.1558,1.9556,1.6104,1.4757,1.6465,1.2273,3.1962,2.7857,3.918,2.8993,1.3727,4.0099,4.3502,5.1571,7.0545,4.8834,4.9166,2.8718,4.6956,5.5502,5.5109,6.9976,5.1441,4.6267,2.9939,2.5672,5.2333,3.7465,5.7696,6.9764,4.88,9.1681,9.5273,9.258,12.4861,12.6762,13.0072,16.0592,15.7185,10.9268,10.4635,7.7139,4.5576,4.3079,3.9559,-0.5146,-5.6869,-9.0703,-17.2522,-17.1405,-13.9907,-10.5508,-3.4856,0.4857,-0.6452,2.4965,-1.5644,-2.8069
Q,Quarterly,FR,France,R,Real,771,"Year-on-year changes, in per cent",,,,Q:FR:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.123,-0.3581,1.0075,1.8648,2.6602,3.1655,2.9361,2.5873,2.989,2.8757,2.9085,3.1788,2.2747,1.1485,0.6051,0.1195,-1.1681,-0.3775,0.4705,1.7517,4.1367,5.8351,6.5793,6.2185,6.6524,5.0913,4.4719,4.7728,3.8449,2.8237,1.4307,0.916,0.7287,1.6467,2.6832,3.8306,4.8344,6.2363,6.6666,4.488,2.2357,-0.691,-3.7559,-5.4057,-6.5876,-7.0735,-5.1295,-4.0586,-3.9211,-3.5796,-4.1585,-4.2246,-3.6601,-3.366,-3.6756,-3.3385,-3.0951,-3.0432,-2.2026,-1.2703,0.5873,1.9929,2.5433,3.0804,2.3863,3.0709,4.259,5.0057,6.7356,7.5926,8.2791,8.8321,8.9983,8.6103,8.1568,7.3965,6.2309,5.8341,5.0255,3.9968,3.6627,2.8672,1.4897,-0.1854,-2.7625,-4.9639,-5.4789,-5.2835,-4.4414,-3.5938,-3.1124,-2.7183,-2.2293,-1.756,-1.6081,-1.6367,-2.5095,-2.5937,-2.7084,-2.8359,-1.2398,-2.2317,-1.1347,0.2816,-3.8359,1.5079,-1.2707,-1.143,1.7372,-0.9772,1.7634,2.1169,4.6078,4.3593,6.4226,5.9222,8.1218,8.8081,7.1752,6.7453,5.9542,5.3692,5.0134,6.2168,5.1595,6.0383,7.1327,7.4204,8.3454,9.1688,9.3661,9.8056,11.589,11.2331,11.9885,12.9853,13.2104,13.4726,13.0878,12.8341,11.7912,10.3872,8.9433,8.1512,6.6916,5.2749,4.3755,3.0346,1.0986,-0.5756,-2.5792,-4.986,-6.9539,-7.8172,-6.3303,-3.576,-0.0711,3.0075,4.2439,5.0422,4.738,4.4399,3.7081,1.2401,-0.5482,-2.1498,-3.4938,-3.554,-3.0352,-2.8782,-2.8031,-2.1708,-2.1681,-1.7888,-1.6528,-2.411,-1.6451,-2.183,-1.448,-0.1964,0.3384,0.7156,1.2013,1.0871,1.5654,2.3848,2.335,2.1753,1.5405,0.8866,0.4872,1.3103,1.6972,2.0515,2.3745,2.6678,3.6427,4.8834,4.5349,5.7666,4.7556,4.6142,5.3181,4.0458,3.2115,1.4092,0.5368,-1.2801,-2.9398,-4.2683,-5.9656,-7.0537,-7.3474,-6.6156,-5.1319,-3.0961,-0.667,-0.181,-0.3,0.15
