Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Denmark,DNK,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,287547600,282882350,255803820,470635320,645440720,587293840,597676340,535507200,471330200,446662400,487940280,732048348.249115,903602411.415166,1450865797.78642,1195732105.90787,1056989138.37468,1085798462.21782,1906323390.9386,3576473668.69511,4075276490.99919,4347048284.62994,3195167219.16503,3009958068.30173,4242152680.0648,3511129160.54667,5961248202.10896,5601249773.13738,10854481762.2211,11433249792.6922,7053627355.27111,11225840672.0633,7990191789.56643,11596802126.6517,10941474546.7797,9680246576.60019,11652290057.9194,14754070655.4947,19613799546.8514,15880864794.6196,22908487683.7656,15695951232.7906,17702199723.0595,27719142484.4471,37997724766.112,40020822397.2049,34028012496.5423,31083835098.4521,34318338718.0697,42326707926.7705,76617709422.3139,76510022325.9157,84955222078.4165,89697829678.4591,88676584007.3309,75391887669.079,65185093406.2789,64215805619.9462,75244445865.8039,70942078373.7473,66835547933.6664,72823350926.5649,82235844735.9223,96072552269.3927,109370841823.918,108405100882.539,127756364612.297
Denmark,DNK,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.21238075758281,-4.30054257218048,-3.46471817721577,-2.49034551247232,-4.34167552389374,-3.37365496068019,-3.05087858330796,-3.75955385046958,-2.29033959756587,-2.91850423378435,-4.43064275946124,-5.11696670702114,-2.74904752604441,-1.15966444750153,-0.995137848272322,0.992308259412132,1.42496597503467,2.74488364106854,3.37618768805071,2.04424373399313,1.00340778021557,1.64799093505224,0.531779842222929,-1.13530538852639,1.71298625187983,1.37879989622757,2.94033572239732,1.93547973055908,3.18790770063056,2.35760495195269,4.1513787487385,3.33878587946735,1.51196754347491,2.93344197648405,3.67030898793201,6.39689740721914,6.33895025513779,6.04077392997688,7.38438213074312,8.33724641683406,8.03310119340131,7.15352413797132,7.43235705188883,6.32147869586373,7.51157692205497,7.31174171634936,8.60686861056623,11.1530363234679,11.0099443611464,12.1952284849278,..
Djibouti,DJI,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.942971330412,..,54.8480931837742,52.7061022270465,52.94457128538,45.444480657609,43.1383476450468,41.177716834783,39.6068412804582,38.3092917999394,42.8472913086732,44.3476279970386,43.176323094833,46.0609959713861,28.8550655119462,32.0654354143763,26.4404220559006,24.3962198776258,22.5844501693345,21.1118901795143,20.0751157306315,20.1829119250613,22.5217826972719,24.3356079532783,29.3471303326915,33.1101651364158,30.9088339588642,28.9308988431593,22.1463874057357,22.1377018857024,21.7028460975101,20.4371265619881,21.1727542584921,21.6332373941692,22.3514833157846,21.153639250123,18.5968581486669,19.8343292529775,21.8231301046989,23.1025276600186,25.1647278808558
Djibouti,DJI,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.3967922219052,..,53.7766000046654,51.9313051802282,52.3354440271168,44.9879459920735,42.7161145796956,40.8563929332282,38.70374976155,38.2017200043487,42.7138916523469,44.2234751409534,43.0610280290141,46.0609959713861,28.8550655119462,32.0654354143763,26.4404220559006,24.3962198776258,22.5844501693345,21.1118901795143,20.0751157306315,20.1829119250613,22.5217826972719,24.3356079532783,29.3471303326915,33.1101651364158,30.9088339588642,28.9308988431593,22.1463874057357,22.1377018857024,21.7028460975101,20.4371265619881,21.1727542584921,21.6332373941692,22.3514833157846,21.153639250123,18.5968581486669,19.8343292529775,21.8231301046989,23.1025276600186,25.1647278808558
Djibouti,DJI,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21067133794.6481,25374941289.2757,28436128485.4959,32165329012.8054,35253097293.892,35549072763.6888,41308322601.7794,44706554362.5075,35069915685,36934054450.4507,35509586324.7379,33482996593.1506,27609029594.7328,25731233812.7362,23974635577.359,33429853925.5759,29705830215.5687,38145050065.5695,47077587763.0705,60836880355.0473,72233340909.5948,81952783521.5062,93139024940.0932,95727455150.2247,113126153990.091,126375081527.21,136148279437.852,124148047125.273,141023744973.599,163075169021.602,173907544408.144,210074930505.84,232506222472.869,295572360039.091,272668661798.513,274395048572.291,350742816581.837,339967136061.903,303108193292.622,301079403084.171,267906371946.412,281404167730.93
Djibouti,DJI,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60600999900,..,66355998700,70341001200,72727003100,80388200000,82182100000,84961000000,82826600000,87383500000,88456000000,87795000000,89336000000,91396200000,95272700000,97965300000,101730600000,105054800000,110550400000,118375000000,125939000000,136645000000,150693000000,177562000000,186449000000,200578000000,220222000000,240569000000,363340000000,394654000000,430865332500,462955248200,490968717300,517783852500,548953768600,558779029000,602971267300,633187028400,692835900600,737923528600,821876645700
Djibouti,DJI,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44933881.0436519,50941032.9199171,53615760.1430614,63525625.029499,64361014.9551915,59152645.843399,93639294.2803231,99996799.5051345,83401905.6752595,75101449.7334422,73758752.5894047,72155533.8264499,76970779.6592622,66567644.2079358,66454891.898932,70605911.8353095,67804571.8253999,70308696.5701331,73707750.587314,100129582.48695,93939056.7034005,89264770.3170111,120326699.173782,132137437.938871,175495410.942988,241831914.389104,248997896.289132,244112095.169796,248630000.267239,424961509.881339,393148391.657684,364857284.064063,407414266.733581,556097628.852465,454193909.718601,501857934.384136,686339280.94212,588417559.788355,589437241.827389,502033555.759362,348725427.269846,655743660.361958
Djibouti,DJI,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.072933156977,14.6514283023976,23.8256791900187,16.3154371248577,15.5987157456815,13.8618372344667,10.6026685770574,8.53208339077555,12.9648892075065,6.04193525666741,12.0278460954718,11.8252569135347,12.7055171216025,0.473072861668427,2.8410579725105,-2.15448790661934,-20.2086361012124,-22.5587851004156,-6.77718840004505,4.47357137871551,-13.8678242864019,-10.9311673573902,-30.7512096888003,23.8932174835351,29.4599511791353,-1.00034788975653,-4.79510874009854,14.711779905443,18.2584391861665,11.6521171854969,-6.63481531701171,18.418217152052,18.5034837806032,14.6941756648345,..
Dominica,DMA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.8773091294556,22.2143588776937,24.7441989252911,25.3239816315363,27.2908169100814,27.9218746988436,29.6821254651116,27.591229384774,27.5936805143508,23.6089878543735,22.8247764528708,27.8633564204123,34.307481795347,38.8208362446218,39.5087299447216,41.773213494525,43.6814396910638,43.7766352390692,46.4959997841367,45.4253202731984,47.2265209578642,47.0953808686862,46.8628523583589,50.4332663238446,43.1318255408919,42.7761983732133,41.7298305488313,42.0733437896781,45.2101842127672,47.2177383513182,46.5457044101112,46.7316610211341,46.398284692243,50.4433536142261,52.3689632609876,55.2126750939529,52.6516931770331,48.813726061265,47.5724320136163,44.1506480003869,47.2243698473433,41.653873816514,38.3560218453579,50.7542625074397,49.3802060716119,45.8489422030946,41.7730066174571,39.3862299594619,38.0930403904995
Dominica,DMA,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.8773091294556,22.2143588776937,24.7441989252911,25.3239816315363,27.2908169100814,27.9218746988436,29.6821254651116,27.591229384774,27.5936805143508,23.6089878543735,22.8247764528708,27.8633564204123,34.307481795347,38.8208362446218,39.5087299447216,41.773213494525,43.6814396910638,43.7766352390692,46.4959997841367,45.4253202731984,47.2265209578642,47.0953808686862,46.8628523583589,50.4332663238446,43.1318255408919,42.7761983732133,41.7298305488313,42.0733437896781,45.2101842127672,47.2177383513182,46.5457044101112,46.7316610211341,46.398284692243,50.4433536142261,52.3689632609876,55.2126750939529,52.6516931770331,48.813726061265,47.5724320136163,44.1506480003869,47.2243698473433,41.653873816514,38.3560218453579,50.7542625074397,49.3802060716119,45.8489422030946,41.7730066174571,39.3862299594619,38.0930403904995
Dominica,DMA,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4384000,-5007000,-3618000,-5454000,19003097.10513,-685951.545545001,-22607332.8225676,-21681276.794836,-25282708.97138,-17073938.55,-18968123.415268,-6077407.53,51525527.2989648,77328326.1,51381238.88,31118332.04,34344868.7,49746250,27415331.612,287724.5352,39014770.930489,69013683.6080029,63446576.8795,90501177.757792,124813788.056724,65721861.248598,95591937.7434462,191351552.87823,275765430.187003,334955802.831815,323767478.286854,388323883.857888,437315820.705922,450173455.781182,486018975.261947,472176611.410505,394832125.240458,480724003.087565,468125200.597602,559598530.888843,686164252.41221,1027797795.89818,1349996843.94078,1127394065.11911,824388829.625987,895819770.945606,882769012.589657,841868919.203042,863082713.591542,877642806.563342,1049774118.89477
Dominica,DMA,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123856958,154251582,148547949,196572564,221689956,241724457,266396017,294724091,322628219,364937288,410045637,461986697,499870556,543860000,593360000,631960000,662920000,713810000,741210000,789170000,818070000,870510000,895750000,900370000,1019150000,1013040000,1007960000,1071120000,1056930000,1125020000,1200650000,1296010000,1392170000,1403620000,1436620000,1404960000,1472380000,1545090000,1574580000,1654320000,1521060000,1696260000,1739500000,1428150000,1519860000,1682270000,1780140000,1859980000,1954420000
Dominica,DMA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,345257.868423461,1172592.59260178,2230370.37039185,1925185.18519592,9835555.55563354,5078148.14819336,3056990.47980608,4329400.53089847,1478782.39063894,5249802.09569767,3270984.1827768,9593021.29585459,18427249.3580559,14063589.6435252,11683674.1398796,14462984.5926221,17768608.6197771,20410000.4125016,19915109.143162,15414832.0518304,22123442.2827651,22894379.5511279,23892440.0932602,27665292.7100852,31574051.1669785,29372786.7374406,31224517.7425111,45497423.6565735,47735245.631936,42321834.5559941,49172196.72641,63047100.2578612,60522068.624978,55150083.3599292,75464032.6940291,76099741.2908616,81120934.2699267,94562315.3820093,87050886.0260666,101447737.686139,126225919.300594,221907763.515911,212292574.606832,191323608.30539,155172395.260191,165824163.308941,190843317.142588,204343039.949668,183530007.089389,155971242.017246,164687978.337178
Dominica,DMA,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-3.26990107410841,-2.27550340456152,11.4508481029247,-19.6416016631904,-15.5922715777006,-8.71848064593605,-1.77401301014309,-6.50615290221524,-5.27343827916429,-5.19829039777377,-4.61712021581637,-7.14836600587225,-24.5823240687135,-21.609347993969,-15.5554806525549,-11.5877587189063,-7.41115066674712,-9.89338899707205,-14.6584638631427,-17.5044667181976,-13.9450169300916,-7.15327796349266,-10.7831426179179,-19.9386602693652,-11.6177894763262,-8.85156806005728,-6.04714179505931,-8.40775392872237,-16.0912002305889,-6.98675382958055,-17.2068339558124,-24.5182774836174,-19.6705453623388,-16.9329365473543,-13.3467421657827,-16.518817887546,-17.0836404533407,-6.21279255214797,-6.56710220155756,-8.45275386663789,-10.2099529307271,-41.1963949394605,-36.195148663409,-35.2351867100795,-33.0604505678155,-26.5615606888312,-40.3731052052086,-37.8042228948698,-37.9871612550015
Dominican Republic,DOM,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.6407582982231,19.6494366342449,18.6926214053015,20.7082666024064,20.7401125439887,21.5664624818529,22.7350961859087,22.9374372388722,22.5374088267045,23.4371404845689,25.2661648516991,26.0392720542651,26.9063969746819,27.5827678514226,27.3911536580126,28.0978072005075,30.6276284346111,27.7700298032382,27.965795472561,30.842195690075,31.9220864876323,32.8494013968757
Dominican Republic,DOM,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,5.84473788432684,4.84635228669858,6.88023298143429,6.34566393980271,7.07878384153509,7.69057538565477,7.32798048582173,7.57441051410901,10.4791029561672,12.3315725314913,12.1272298889263,20.990699069907,21.0878534769045,22.9802115319004,26.7836757015415,26.2227717270505,28.370998355055,28.0966187787491,30.0599864819196,30.7734414781407,30.2390072914972,28.6142594527396,32.3331398021143,32.1040930091317,28.3174055545972,26.1540715077252,31.3624885409461,31.9129068542556,27.9431667706732,31.3257849173213,27.2920217977594,16.1500057206321,17.8497037843088,18.2288653081654,18.6334268586709,18.7746981888739,20.5300710338173,21.6603539496593,22.7650399324598,26.0330707427081,28.6107070225713,31.405564960629,32.403992004948,31.2052908529201,19.2904295058287,18.9248907846726,17.9707284870336,20.0047917218848,19.7712168763071,20.5446424207032,21.7612512617961,22.0005151913149,21.5674373699348,22.6105340080999,24.2217190222615,24.9261272141525,25.6794669403233,26.2023684498292,26.0275023970974,26.7995699989439,29.0806297763462,26.5507254787628,26.8800188385433,29.7859484921802,30.9049981384264,31.811202190684
Dominican Republic,DOM,Net foreign assets (current LCU),FM.AST.NFRG.CN,13300000,-21700000,-19900000,4100000,-38300000,-4380000,-32680000,-38389999.9667,-38369999.9814,-21799999.9708,-15229999.98694,-50321382.4775786,-23788299.3066117,-21824748.0386553,-56732436.5160376,-44535590.2141744,-102105128.366535,-93292570.0619674,-188562666.126817,-231192616.098137,-451411088.113489,-661644234.360746,-987780578.166389,-1274232063.53428,-1232121708.8,-3870321880.25752,-3923207166.86582,-7486996733.568,-8822582986.74,-9087790867.4768,-17200985717.3124,-14772494166.054,-10918753156.25,-10145400793.8473,-10751013117.5099,-6980730753.59616,-7165944405.68001,-5591545069.56956,-6484318104.6979,-3708640703.7494,-8185057775.18107,2712373338.83291,-9748114267.70602,-7607991630.30501,27604495333.4355,49144839214.8447,68444011547.0177,99413523114.1612,92111256531.8696,97846715201.4468,87196363497.327,83158097650.2164,70444782269.2239,123167231700.318,150813244561.794,156222061153.819,193772679075.27,249302101094.808,313457631818.786,366316987231.905,622706527887.28,662211644313.627,655070090911.83,721890824709.747,617893414047.647,793114769664.01
Dominican Republic,DOM,GDP (current LCU),NY.GDP.MKTP.CN,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485500000,1666500000,1987400000,2344800000,2925700000,3599200000,3951500000,4587100000,4734400000,5498800000,6761300000,7561300000,8267400000,9220600000,11594000000,15701800000,17780700000,22403600000,32850500000,42393000000,60305206122,123551906700,145067281300,163513030000,184769394600,214122962700,235250330700,280362823900,318648990800,350520116900,393302968400,427319066300,477430189800,628611039700,935984734500,1083445000900,1261399667600,1458416518100,1660566470200,1734699405300,1981024295400,2207109339900,2381301739100,2614472580800,2918452118600,3196734133400,3480302452500,3758554746800,4208088588800,4572738117800,4439813976500,5427464119000,6257295202700,6764533295900,7402888491000,7897551288600
Dominican Republic,DOM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,25973200,9022900,19716020,41966880,41420320,50820320,43626340,32427200,36203400,39827200,32333820,56552180,60894564.3314838,93988671.0249534,103166562.575086,124705900.748805,135082725.705516,197259158.396463,177553196.183003,296467138.055764,279024500,281642246.085501,170562546.951104,200663774.101438,259051285.923604,345987493.848858,383336200,190927986.610677,261424870.87376,171218000,68530000,448222017.239554,505794750.360939,658256133.767187,259100074.739565,372632170.279792,357007063.780119,396257894.564957,507121243.385005,699283161.340443,632133042.125822,1104534582.92325,474683747.711389,279543949.78349,826423250.968921,1929853894.76764,2275420935.30921,3044764601.31634,2694510025.16655,3580178695.74604,3874458746.77531,4114429337.35283,3558641726.41412,4700626508.01792,4861785571.88809,5266043354.25313,6134227406.75062,6872905749.30285,7717561574.1843,8870942286.35982,10844812012.4981,13124643488.9252,14522975012.3239,15546714438.2444,13471257812.8679,14779137046.966
Dominican Republic,DOM,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,-6.96877027152256,-6.88338073953677,-6.85964321777179,-7.76477647764777,-2.36489886283587,-4.11975435005118,-8.23734490891069,-2.02267170482329,-3.2696444388207,-2.80351420287328,-6.58795201081446,-6.02495089837783,-10.6473607146555,-5.14990808458863,-5.35355734571933,-4.53224302106154,-1.40934966361911,-2.13298233833064,-2.99569011456242,-6.24844394561588,-0.351673707553919,-4.89486943599179,-3.95268341373003,-1.6011020076795,-6.0997558654875,-4.07383436047879,-1.93243515666095,-1.09873129454882,-1.16601469767881,-0.814289530702647,-1.56144626408778,-1.93887227246899,-4.22327517754885,-2.89354387031244,-2.94021829945032,4.8412459657921,4.66562998909679,-1.32180615715461,-3.39866888826109,-4.92727717051081,-9.39813947302595,-4.77544466541589,-7.47847811387321,-7.52170967420317,-6.55624631595726,-4.10500018404707,-3.23841188766659,-1.8040834790462,-1.07831727382895,-0.168331272949704,-1.55480224260577,-1.33253119353172,-1.69224227999815,-2.83108026347322,-5.77106930088549,-3.66805408423949,-2.98151999182261,-1.16782797184784
Ecuador,ECU,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.0719396318142,18.0551202336506,20.5413980220229,21.9843010481258,22.3312165490477,23.3804598593846,23.9648755618427,24.8896332211154,27.0843336858919,27.5915486903939,28.44437278344,28.5522332055412,29.208430980274,29.9362613682185,31.5046558000332,34.2208461040213,38.3374947486699,42.6915820194147,49.0557050652741,49.7533981232754,52.3799487703168,54.654544984531,56.5769942262981,58.8742627097159
Ecuador,ECU,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,10.8949922385305,10.2887982762169,11.1771527292698,9.74028144888437,9.01046364397614,8.57816017199351,8.6189251465625,9.64475397786843,11.1308153647717,10.0151896292605,9.02405062052362,10.4991100294235,10.4206050633388,10.735522084172,9.20529355546068,10.3765917341046,11.29807475401,11.6792747994045,12.7057737962422,12.7730280354742,12.4436697414634,12.6960568270766,13.8556146242777,16.4606686750744,18.2199222829927,16.1989989541957,15.0263252228437,14.3037247178674,9.9138178838431,8.68953635687261,8.89438288788984,9.02141520152984,9.74642733936291,15.1682201004498,20.478189516568,22.0615177275249,22.1765241070557,23.9468761728198,21.9049142666798,22.4113020073388,27.1903237095413,25.3446882882408,18.9300126953452,17.4301751824176,19.4549234581885,20.9172312744091,21.6094010426003,22.5107663235118,22.7371733446421,23.0647892075108,24.9895346868437,25.3713387103096,26.1390750022727,26.096036905081,26.863846005104,27.7886974858995,29.4035513946028,32.2154780292119,35.9937978931523,40.0966840443538,46.2748147083153,47.4834083992926,50.3398006120924,52.8753851233237,55.0052310992033,57.6398751221146
Ecuador,ECU,Net foreign assets (current LCU),FM.AST.NFRG.CN,36133333.3333333,22722222.2222222,34888888.8888889,45611111.1111111,48005555.5555555,32472222.2188889,44943333.3333333,54905555.5555556,45776666.6666667,45137777.7777778,46588000.0020139,15696000.0007966,116720000.00496,215628000.008838,280390000.011473,219162000.008934,396173055.809162,548840622.021368,615867949.804043,654996598.19496,894970203.391281,602739895.566441,248991101.06212,-615101719.595403,-1567633611.1276,-3052108170.18087,-2572390990.30649,-2056078988.49074,-3392461235.08798,-2270711298.13025,-1654568709.30102,-1465914569.82901,-1004094989.15548,-2872200031.37173,-2756620389.48594,700862664.98841,1000464488.05337,1117013820.89066,728267533.091393,741063117.682446,1214556662.52418,293378318.74689,1958336766.0328,2738417860.35123,3661662782.98898,5121817942.71503,6187362245.47025,7902435606.8469,9373233517.34421,8752663137.94753,8237938886.53057,9007646491.67698,9953416961.88547,10645402101.0594,10341903695.9103,8290054891.35886,10241781046.9889,9151137269.32787,8708732932.68778,9242978669.7671,13096100592.5479,13805000959.6307,14298904750.6662,12423662278.3612,16288574834.2109,21191184418.3482
Ecuador,ECU,GDP (current LCU),NY.GDP.MKTP.CN,1723727708,1606925599,1517480482,1823470010,2243071157,2385904000,2428145000,2552372000,2580943000,3110675000,2861132000,2752900000,3184460000,3889890000,6596096000,7727971000,9087566000,11021061000,11916787000,14168371000,17872943000,21800312000,19920300000,17144261000,16904408000,17140874000,15306803000,13938747000,13045630000,13884170000,15231973000,16980041000,18085191000,18929248000,22697319000,24420668000,25213780000,28147972000,27967906000,19635450000,17530685000,23127055000,27054197000,30965208000,35194947000,40278849000,45690762000,49848725000,61139438000,60094978000,68151329000,78986648000,87735048000,96570334000,102717794000,97209558000,97671433000,104467486000,107478961000,107595830000,95865473000,107179074000,116133121000,120792801000,123802374000,130320560400
Ecuador,ECU,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,41077600,38397350,43348220,51632720,51638400,46038400,61158146.5108428,69213239.6675615,62499909.9779768,65130089.8612696,75607786.9050107,60390308.3641193,144133547.302228,253707163.629408,390629826.40383,307492486.230088,529391109.861578,689065038.327669,727782749.578572,934098834.291606,1257167793.9145,797068778.048442,493476335.46064,802512378.506105,738907098.049307,853631268.488961,806084056.626462,691666393.201317,567569792.212627,706539001.118633,1009075807.30826,1080977277.89412,1015827333.20143,1541717569.37448,2002942790.09083,1787782198.96368,2011360128.31461,2212962682.55717,1738909755.15919,1887630504.49257,1178958455.54319,1073533298.23222,1004402765.69838,1165340428.48352,1439913954.63566,2147944603.19674,2026480313.69129,3520672992.45779,4472854631.28031,3792122231.6349,2622493356.38252,2957999383.64451,2486036143.68357,4345840333.46757,3941357097.57337,2487276599.56405,4215553160.05677,2169697856.6482,2158694032.4143,2939049266.08469,7136589071.47075,7912190379.51528,8459270681.86545,4441563798.69096,6907743954.50087,9797930670.32856
Ecuador,ECU,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.105588246621813,-3.11435996407242,-5.89893164407487,-4.44651037370492,-3.58800830053562,-4.57572331074895,-5.93080336139516,-0.670457099317375,-1.61418981960208,0.443172244309129,-3.80040967405147,-8.51175092710987,-5.20997667418132,-5.1472829488547,-2.36231747522136,-4.16751643885901,-0.674247786490063,-4.48229932324834,-3.95584535777111,-4.09288556316314,-0.217391362976912,-1.62196981722165,-7.49949156007604,4.67349075269474,6.3435541480245,-2.38325088255005,-4.50586234491735,-1.24920361685129,-1.36219189560774,1.17661120468016,3.8080496541111,3.78442738247704,2.89405288656368,0.520924336749102,-2.32172616604528,-0.506587087684932,-0.166909556494228,-0.966037832420016,-0.651047970913704,-2.28484408591192,0.911358774426504,-0.389582136613769,-1.54867529374696,-0.539776584287139,2.12980050698282,2.84541289869901,1.97168538429875,2.06198915921791,5.68853936869322,5.90700735541175
"Egypt, Arab Rep.",EGY,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,17.4631348989623,16.7582417582418,17.8337315444465,17.4182916781104,16.0732600732601,14.8973736482013,13.5975135975136,12.7741833675241,14.1709334383616,14.7517256735694,12.2907296351824,12.3678051959594,11.8317533568708,10.2777082812109,13.2173169139332,16.6000829156145,17.1016913760702,18.7176457691324,18.3207435157322,18.9957508878742,13.9363765430743,25.8951082676564,24.7087638047738,25.8481203007519,26.2158227848101,27.1986595174263,29.2242630385488,28.895145631068,28.1332792207792,26.5301298701299,25.5256784968685,22.0586311111111,22.2704529115744,23.7657860824742,27.9036571428571,32.7338235294118,36.5343940714908,39.6936066190297,46.5550104384134,52.0018205461638,51.9532784475154,54.9311402286033,54.6553972024281,53.897628742515,54.0429142798269,51.1654340531105,49.2909797353084,45.5152215665951,42.7975137803462,36.0927133507004,33.0722952214189,31.1549232899382,27.388449729504,26.2224394958043,25.6066805392918,26.316393760305,34.1348626252639,27.0698246737254,24.2952790707642,22.8487308972762,25.7894742547866,28.2307543894278,30.847002116672,29.2578215393463,27.5692279729149,25.8412480093151
"Egypt, Arab Rep.",EGY,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,16.9306389950847,16.6304625606951,17.1108252159529,16.9184290030211,15.7802197802198,14.6766718163761,13.4053081421502,12.5966545684078,14.1591177628988,14.7405922957025,11.9096701649175,12.3559558017596,11.8206332879264,10.2677007755817,13.2173169139332,16.6000829156145,17.1016913760702,18.7176457691324,18.3207435157322,18.9957508878742,13.9363765430743,25.8951082676564,24.7087638047738,25.8481203007519,26.2158227848101,27.1986595174263,29.2242630385488,28.895145631068,28.1332792207792,26.5301298701299,25.5256784968685,22.0586311111111,22.2704529115744,23.7657860824742,27.9036571428571,32.7338235294118,36.5343940714908,39.6936066190297,46.5550104384134,52.0018205461638,51.9532784475154,54.9311402286033,54.6553972024281,53.897628742515,54.0429142798269,51.1654340531105,49.2909797353084,45.5152215665951,42.7975137803462,36.0927133507004,33.0722952214189,31.1549232899382,27.388449729504,26.2224394958043,25.6066805392918,26.316393760305,34.1348626252639,27.0698246737254,24.2952790707642,22.8487308972762,25.7894742547866,28.2307543894278,30.847002116672,29.2578215393463,27.5692279729149,25.8412480093151
"Egypt, Arab Rep.",EGY,Net foreign assets (current LCU),FM.AST.NFRG.CN,52900000,27200000,-29700000,-28800000,-53756564.2227435,-64186993.728613,-108265244.869435,-134178289.887722,-137178288.898822,-144726106.757974,-184824333.777178,-271959511.488865,-243852386.48279,-159853467.269219,-193277283.141899,-970631028.063669,-922738094.78947,-659662853.918459,-2119148676.00567,-2148261289.13584,-1233931144.36276,-1211390929.02207,-461137061.947906,667957235.450752,149681320.435695,641238265.593561,1385742881.88276,2475936559.36651,2220386579.43744,-1475990089.00941,-1352550408.00947,16748420411.842,33565521934.357,45645809979.9706,51111210888.423,48914272377.8929,53507940488.998,49194279077.0541,36111151758.1681,25092135516.2873,22859791393.2765,6780408690.55039,8649484804.47338,25940487292.0131,54107835656.6603,111639372813.33,187996719601.093,231586662604.25,247439614694.617,255846305782.41,305209225725.334,190209144572.978,132822009685.861,117591886610.903,84396956980.6943,-17215118025.9426,-204238315145.883,213712534873.347,127572717183.348,348503309479.795,270495229786.329,38182480769.9466,-515027110082.567,-875213899174.623,153725806375.884,1111883559166.99
