Country Name,Country Code,Series Name,Series Code,1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Angola,AGO,Broad money growth (annual %),FM.LBL.BMNY.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4105.57281775889,71.9443089642937,57.6481343857133,528.194325839382,303.735498573204,163.003103910838,156.340680459845,68.0983143555558,48.5519653338355,60.705994384453,59.8509252529627,49.4214363911471,104.56612415769,21.4756808800047,5.28780092808811,37.1469560291686,4.8981874452368,14.1465956464582,16.1891972472028,11.7763134275236,13.4682422090455,0.625449002375784,20.428059834929,30.1141180539418,24.3007654229535,-9.32234729744459,-1.41316825286512,37.764907420284,4.96340198499645,..
Angola,AGO,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.4871300806511,27.5775740909858,22.6154835724704,24.4370429180687,22.8493546482441,17.2805558862873,21.1357136613316,14.1716078329291,11.8286814245232,11.823711826558,11.8779284746281,14.53299734122,18.2712730929169,28.2495306190181,39.2457687887471,30.4992141555069,31.144789456155,28.1107170441561,29.6352671500319,31.610917621527,36.1345261001086,34.5078006959851,28.109929668,27.2014834675071,29.5877017574321,33.0224968288013,21.6192740789424,17.3139298862804,19.9737988740528,16.1125624315008,..
Argentina,ARG,Broad money (current LCU),FM.LBL.BMNY.CN,0.2284,0.276,0.3,0.63,1.1,1.7,4.3,19.5,63.8,173.9,499.8,958.4,1749.85,4642.1,23021.3,173802.9,917943.4,1955360.1,5145383.2,27929433.6,652203080,7913000000,19097000000,31030000000,45453000000,53471032000,51970875000,61752085000,77520318000,85650721000,89150058000,90514975371.93,72922287000,87294434000,113164011000,137412015000,166974724000,200808370000,249937394000,270094095000,316009865000,422751817000,531401310000,716870110000,910614093000,1182398044000,1648856767000,2334518369000,3037661976000,4484008469000,5644655829000,9388817978000,14203565491000,26658073798159.6,68924197828064.5,153766355470301,..
Argentina,ARG,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,12.1225955168009,10.6530970356959,19.7164426443158,13.7566659087032,7.65201441404252,9.99634520227319,13.7011111561638,4.91600893311087,3.31950869646452,3.68319724428181,1.54078779321729,2.06592634777499,3.67931279388645,3.97635291571012,7.69735006294716,9.91768776623998,3.24350911203203,4.68329109513342,6.42631150155542,6.18710122739516,4.78916413334526,2.60828138727005,2.68384584459822,2.73635332556354,2.93549471476213,3.34125753092157,3.25235618002825,3.131600520483,3.45693201508309,3.44591296771767,3.38328291762237,3.59870202942994,5.00992907685032,2.60106230029073,2.71301014684294,2.37240038969871,2.02853077465431,2.03706214277659,1.73606400058084,1.83125077635224,1.75638520012693,2.06432536115047,2.79451165025519,3.43273960321591,4.91683010274678,4.32668507298345,6.45327943059477,4.11783789347229,3.31565891298411,2.41011900009951,2.61217256223888,3.37787214424829,3.77080945224706,4.55614915545162,10.0798767037925,5.68704109390483,..
Argentina,ARG,Broad money growth (annual %),FM.LBL.BMNY.ZG,20.9105346744309,20.8406304728547,8.69565217391303,110,74.6031746031746,54.5454545454545,152.941176470588,353.488372093023,227.179487179487,172.570532915361,187.406555491662,91.7567026810724,82.5803422370618,165.285595908221,395.924258417526,654.965618796506,428.151946831727,113.015323166984,163.142487156202,442.805705899611,2235.18190644582,1113.27240588928,141.337040313408,62.4862543855056,46.4808250080567,17.6402701691858,-2.80555086350306,18.820560554349,25.5347378149256,10.4880929410016,4.0855896589592,1.53103363312449,-19.4362184816831,19.7088538926378,29.6348527788152,21.4273104900815,21.513918560906,20.2627350951633,24.4656256111237,8.06469999443141,16.9999162699207,33.7780442392202,25.7005383846759,34.9018334185138,27.0263720438839,29.8462271877007,39.4502278963513,41.5840608913242,30.1194291866375,47.6138064217584,25.8841473655566,66.3310972790224,51.2817217703227,87.6857878752439,158.54905478138,123.094878599647,..
Argentina,ARG,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,20.8780873604572,22.9961680392878,18.0216983735412,22.6729620530187,23.2609282241113,26.0763792583239,22.1623210978758,19.0543200466971,22.4723059735341,24.5409673809534,25.867690551581,24.9557344126068,23.4115575468308,21.2428783892003,21.0259384418668,21.9747762099833,17.3033628652215,19.5847407377731,22.0526189016942,25.1476054816229,20.1046563194961,11.4810946772859,10.5567775609245,13.6914371927742,19.2186233404674,20.7702889993785,20.1412713745498,22.6904801492561,26.4701846280975,28.650684859336,31.44367758524,31.8486210586349,27.1392515912455,27.9270695501951,30.1040572265399,28.3256464652642,28.6633102803828,28.0496119297007,27.8643164271472,23.4936731580619,25.3227384656624,25.4406025952303,24.3871239938128,27.1756452732208,27.1962424074471,25.8217018451822,27.6908850429799,28.3723031009504,28.4952801666658,30.4107564833182,26.1830389518599,34.5052631692152,30.730954428888,32.1918357210048,35.8218519913698,26.3339310387921,..
Armenia,ARM,Broad money (current LCU),FM.LBL.BMNY.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,247755114.01,2915502675.11,24500673436,40251072000,54370637558.1,70247105057.4,96037385737.4,109454299662.9,151653252368.9,158151295510.3,211886128567.2,233817917050.3,285943410249.6,365553511487.9,485736892760.2,691343266518.4,707787799577.1,814990216549.8,911386033727.5,1126978197618.9,1346364910702.83,1545372496268.68,1674195609870.52,1855676489934.15,2180097920166.39,2582783172064.58,2775095161566.41,3085464245016.52,3362038024575.73,3802606047897.7,4414972635824.15,5183001941915.38,5890936154325.2,..
Armenia,ARM,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,785.80849309273,61.1084716545256,4.7704481252199,1.01783734331382,0.780713734286333,0.598539199957909,0.649336780854337,0.673992005096913,0.894607860064801,0.864375461280224,0.857494435625133,0.804799880271452,0.97858139440001,1.19301132700283,1.08919105736495,1.21813974050887,1.64434318814923,1.11967216371611,1.3072374244946,1.56557904303554,1.86238838288465,1.67553194400211,2.70254303784991,2.18714933692664,2.05853979438815,2.31212419814768,2.54310025373196,2.25364722836075,2.62860962289114,2.33704428968704,2.46462003025125,3.66066158915335,4.07030358112223,..
Armenia,ARM,Broad money growth (annual %),FM.LBL.BMNY.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1076.76790921552,740.358461858575,64.2855740481696,35.0787317120399,29.200443865192,36.7136562551957,13.9705114029099,38.553947022607,4.28480302261725,33.9768529138608,10.3507429350875,22.2931988518598,27.8412085694888,32.8770966480726,42.3287538629898,2.37863502186324,15.1461238858247,11.8278496134327,23.655416685468,19.4668107641705,14.7811031009389,8.33605579967839,10.839885076372,17.4826502352117,18.4709708758154,7.44592080287185,11.1840879458318,8.96376550160701,13.1041951370424,16.1038661437201,17.3960150932591,13.6587680333418,..
Armenia,ARM,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.8720506818402,69.1137816170074,13.0974112608503,7.70715371562187,8.22291222713919,8.73356320859035,10.052218423345,11.0846117712931,14.7045108640783,13.4496484249285,15.5515985078589,14.3919593551431,14.9869807725944,16.29839156809,18.2869798220067,21.9523992829099,19.8358366931835,25.9414625160401,26.3390937683362,29.8304506454222,31.5569524364009,33.9221954954342,34.6722961325568,36.79245528668,43.0229257525026,46.4154242411359,46.1206403041553,47.1544016835076,54.3851665436419,54.3868263075766,51.9319992167941,54.6009389937435,57.7915838897018,..
Australia,AUS,Broad money (current LCU),FM.LBL.BMNY.CN,14934000000,15698000000,17065500000,20424200000,24775900000,27044900000,32605100000,36592300000,38758900000,42824800000,47796500000,54495100000,59881700000,66226300000,74991700000,83792100000,98803200000,108252000000,125603000000,148104000000,194040000000,218795000000,221381534000,237717357000,251330437000,276361078000,299902541900,331839020300,356098378600,386118746000,431311080600,447441725000,496349684400,531272436806.95,599081048679.34,667485892485.4,724227895075.61,833319752996.69,985258825231.474,1152799564528.8,1189775859355.71,1310309396138.14,1414711935846.84,1518663791174.9,1621130041674.28,1735142459087.75,1838974814198.07,1961564334926.97,2050266032025.33,2098935705144.84,2394036267182.5,2721258710700.45,2903577902569.58,3131247941418.95,3254406400558.85,3468352854701.84,..
Australia,AUS,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,13.2447860305124,10.2893760811911,5.6919271769198,3.76354925444764,5.10855680485008,7.47975028244543,11.159463586442,11.9428003632792,13.3939000611014,12.6363473996208,9.8971104685206,9.53728983581265,14.4115448765849,7.31069569771722,5.85451467449004,7.67553685177715,9.06434343144244,7.31871086188713,6.60498942477911,6.39402556696696,9.31529525938266,8.71521054353741,8.9842271165569,13.1975236495043,12.4463243698291,13.3574372334564,14.8929612021494,14.4680173883582,15.8446819300213,17.0312991836479,12.3101288223491,14.9296540942986,14.2717397179489,12.8888080006124,10.4910307903339,12.858541958395,12.585966839004,11.3279703967541,28.7477243013319,31.3481872907783,20.9858937074664,27.3047560948029,29.8586537504403,31.8696636381947,31.4770987325628,29.5480510271565,33.6963347969531,27.2075091689875,23.5517981317713,30.1789033658885,29.5236761478707,42.877430436676,37.4422003169113,40.0691188613394,35.4983813387035,37.6439876422696,..
