"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:MFS_DC(8.0.0)","NAM.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Namibia","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","5222.46","5930.351","5360.49","6729.704","7879.473","8359.29324741","10194.35815955","11214.64857473","27104.89349377945","29504.86028642","32390.20354968532","36192.75765945593","35077.71078213439","37650.29300136351","40995.4653356428","46395.208962954","53549.4508706452","52934.5926366677","58370.32309760617","63366.70536227051","62101.789397072","58578.0061768964","60496.1848","69014.6036","75471.1274"
"IMF.STA:MFS_DC(8.0.0)","NAM.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Namibia","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","5786.337","6692.695142291708","7488.395","9228.936","8881.984","13412.61211806","15193.48932203","17275.75335020521","19195.63556993521","21769.49364161521","24621.69432441521","23263.9079342997","31743.0599658533","34171.85812740509","37099.9388264793","36768.79890241228","41432.00202695468","48474.28136457887","54092.6504631064","58371.2581002151","64714.64036172995","68047.49464454924","79764.4635186","84828.2878749","88461.8751457"
"IMF.STA:MFS_DC(8.0.0)","MKD.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","North Macedonia, Republic of","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","49200","42096","46456","58921","71399","91294","118181","128606","128950.520293653","145240.7693140507","160014.1810278892","163923.6715710163","165298.0005005002","168527.7605255246","167040.9846881032","167617.835634768","167000.2271856666","170497.7687213123","168181.1200538278","156770.7922902107","157455.640265882","156560.488132596","155714.7030273676","175491.0238544345","186583.8423919678"
"IMF.STA:MFS_DC(8.0.0)","NAM.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Namibia","Assets, Claims on Private sector","Domestic currency","Annual","Millions","12614.226","14463.231","16514.726","19699.129","23424.143","26040.72659013","29702.34822988","32645.88576747","36089.86609833","40566.1688948","44414.77818616","51934.39887442","59446.5913753232","69239.4191014844","78821.100955706","85566.7959761591","89856.3032555817","96323.28494040746","103124.5188192729","105568.5434847238","106659.1331894161","111117.8157989434","114167.0089","118155.3512","124449.75439"
"IMF.STA:MFS_DC(8.0.0)","DZA.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Algeria","Assets, Claims on Private sector","Domestic currency","Annual","Millions","337218.856","550207.777","587779.914","674731.418","895871.102","1028444.585","1212952.897","1411041.015","1619315.9714107","1821611.513","1998366.806","2270768.34535237","2744222.28422739","3157601.751985823","3623647.927518371","4003084.840553914","4603100.86161598","5074803.171450211","5287200.978572077","5456116.152888806","5695854.802842023","5838913.756493846","6342929.814341854","6866081.527832672","7390521.647878456"
"IMF.STA:MFS_DC(8.0.0)","DZA.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Algeria","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","500745.181","566518.598","619677.671","971326.118","1095196.501","1633411.421","2394999.359","2777188.304","2621427.02658509","2870718.414","3550791.757","3495397.308401969","3613772.263897718","4495115.16823769","3969618.3622356","3798436.139378741","4624861.91457017","5025818.78092001","4515308.45084704","4350691.364412069","5431921.34304497","6421066.001470282","6251210.326015555","6733954.187622279","7181864.61196722"
"IMF.STA:MFS_DC(8.0.0)","DZA.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Algeria","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1215370.604","1486747.389","1755251.213","1635277.41","1762084.332","1809265.406","1926836.126","2160770.536","2229056.69956912","2524280.749","2732488.56","3194643.550197059","3615397.00871493","4023377.229848501","4365436.791347742","4343075.631568001","4582294.745580835","5087259.506864514","5329143.6294181","5565000.33968222","6247565.456881126","7380538.317849143","7895352.349916376","8655996.736645092","9212988.377926334"
"IMF.STA:MFS_DC(8.0.0)","KAZ.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Kazakhstan, Republic of","Assets, Claims on Private sector","Domestic currency","Annual","Millions","515734.784","699030.11","1010888.414","1560721.279","2708285.482","4879463.442","7573463.789","7969429.694","8549057.225","8571990.087","9923458.291","11126636.247","12550141.33061","13296616.668","13902772.439","13915197.326","14046626.889","13975187.998","14739623.013","15556663.598","19346337.56240169","23512872.50323293","28803902.36760181","34844474.03872398","41290751.0474047"
"IMF.STA:MFS_DC(8.0.0)","KAZ.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Kazakhstan, Republic of","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","137014.09","219423.358","238890.324","373288.293","523838.293","883537.279","924609.599","1149313.118","1812653.065","2067940.388","2761632.468","2600105.452","2635936.06078","2971136.782","3785524.074","4603090.849","4486997.567","5214090.18","5517235.209","6271887.828","7786366.67586399","8187665.40609288","7691928.97858738","8570021.56934812","9119583.62189999"
"IMF.STA:MFS_DC(8.0.0)","ARE.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","United Arab Emirates","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","108046","115541","127879","147524","193087","250684","346811","421537","458872","487077","480171","474636","560811","580723","608053","617166","651857","694720","764042","719349","654768","736362","933986","1118908","1398384.532"
"IMF.STA:MFS_DC(8.0.0)","ARE.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","United Arab Emirates","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","35811","43213","54822","79797","106573","118535","179797","215211","232020","248119","291228","329262","431422","485409","520014","545548","556013","542655","570279","664058","813504","864665","971666","1064437","1202512.471"
"IMF.STA:MFS_DC(8.0.0)","ARE.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","United Arab Emirates","Assets, Claims on Private sector","Domestic currency","Annual","Millions","130549","145592","165143","204727","290239","385730","530737","783327","786495","792028","819115","832534","859975","959015","1040002","1099997","1107683","1151783","1159061","1128392","1145777","1193607","1267988","1378627","1523955.034"
"IMF.STA:MFS_DC(8.0.0)","BRB.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Barbados","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1251.453","1934.874","2077.413","2363.188","2622.834","2604.644","3220.643","3015.878","3098.206","","","6728.48220394156","7209.94906305069","7872.77489565872","8420.77488291621","8955.78922980304","9072.45123234858","9165.05535278979","9592.42199736995","10575.8756142607","11245.3754965113","11950.8907527652","12103.8644229517","",""
"IMF.STA:MFS_DC(8.0.0)","BRB.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Barbados","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","3789.274","3909.551","4060.456","4463.511","5371.949","5829.312","7042.659","7380.403","7355.556","","","2297.82446885444","2207.12914464171","1832.41259426346","1882.01135397668","1780.36234996803","1798.63654705727","1761.06229678363","1753.31912219878","1665.88871586986","1698.17338503033","1639.38006719995","1599.87383949266","",""
"IMF.STA:MFS_DC(8.0.0)","BRB.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Barbados","Assets, Claims on Private sector","Domestic currency","Annual","Millions","3568.229","3707.753","3965.305","4605.935","5533.178","6193.872","6650.355","7220.314","7378.055","","","7869.1473224252","7775.17496261092","7679.83803949938","7803.73526227107","7922.71289586411","8179.63588746427","8210.51378803604","8286.28739934217","8190.04830960154","8132.55947045761","8393.72763421775","8612.4808061293","",""
"IMF.STA:MFS_DC(8.0.0)","SOM.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Somalia","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","314.83025516","399.36354613","635.39155936","897.73816228","1096.69229764","1335.51263856","1544.102221870685","1764.960068249946"
"IMF.STA:MFS_DC(8.0.0)","SOM.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Somalia","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","17.55755011","30.75417888","31.80168462","50.34208506","67.57431033","95.75725525000004","117.061429923863","134.4460189433186"
"IMF.STA:MFS_DC(8.0.0)","BTN.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Bhutan","Assets, Claims on Private sector","Domestic currency","Annual","Millions","2196.96921291","2898.95641491","3760.20577936","5035.7056337","6524.9612764","8698.17896033","11571.68540776","16385.25828283","19832.38546956","30029.4266323","39745.277630109","44535.333364647","48078.44825306","52364.1707123631","59649.595572064","69854.34820473","81492.70003529","96867.95438122","114352.1476185023","122996.0634401703","132785.5009882129","154604.9951541009","177785.143566136","191497.52801411","225415.27147637"
"IMF.STA:MFS_DC(8.0.0)","BTN.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Bhutan","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","3447.4327717683","6383.963739989996","5943.417203668974","6827.715118760001","7837.059532236133","9798.612523484679","14254.93997842958","12407.33830634893","17653.18124615308","23465.21115146151","26302.76696864055","28042.03187001175","28671.72338674998","37624.61882472239","37841.6549903343","43934.36202328703","53499.76950931749","58045.94447774234","54609.49126123058","74368.79074458472","86457.11202967813","95804.38372488897","99488.2688268696","110779.0246782055","146302.8819452634"
"IMF.STA:MFS_DC(8.0.0)","UKR.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Ukraine","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","12226.77078505","19801.99561704","35897.81482707","51365.97084271","84629.01026735","123097.97588634","189374.27844194","252396.87584008","209580.63906864","265381.67577431","318842.76700846","390927.99377936","470039.98542672","432163.53522908","419782.12657917","441270.5258875","450787.93760247","452969.27026986","456991.65042787","509866.00153949","470437.83187568","488327.59558118","714661.22225904","767808.96357981","849482.979932"
"IMF.STA:MFS_DC(8.0.0)","BHS.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Bahamas, The","Assets, Claims on Private sector","Domestic currency","Annual","Millions","","","","","","","","","","6624.024","6727.758","6889.308","6836.252","6764.718","6717.142","6494.174","6331.688","6256.931","6126.647","6017.819","5907.164","6003.166","6030.381","6399.367",""
"IMF.STA:MFS_DC(8.0.0)","BHS.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Bahamas, The","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","1379.888","1470.935","1716.968","1852.914","2149.84","2187.45","2669.759","2845.156","2959.022","3628.713","3646.202","3967.768","4610.817","4686.652","4874.041",""
"IMF.STA:MFS_DC(8.0.0)","BHS.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Bahamas, The","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","4731.45","4800.854","4720.033","4625.593","4400.34","4332.597","4417.946","4359.101","4249.502","4382.744","4304.785","4315.999","4432.774","4589.05","4671.864",""
"IMF.STA:MFS_DC(8.0.0)","NOR.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Norway","Assets, Claims on Private sector","Domestic currency","Annual","Millions","1402304","1494691.610206599","1598480.092506407","1727739.59285927","1967163.424982071","1981335","2336264","2668978","2651122","2853552","3012977","3135198","3287951","3461937","3675560","3829220","4095419","4329322","4555826","4789797","5025610","5356762","5520420","5702088",""
"IMF.STA:MFS_DC(8.0.0)","NOR.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Norway","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","128045","133593.8453369141","127908.6389160156","198547.6420898438","210101.1008300781","463545","551313","644257","678390","722428","768377","851723","919140","997664","0","174772","193966","155814","185774","167839","184199","258084","404829","430819",""
"IMF.STA:MFS_DC(8.0.0)","NOR.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Norway","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","616010","671789.4597167969","707935.3002929687","701509.6545410156","792373.2768554688","632270","717001","686567","692078","739742","780876","777425","828388","867959","1763436","1795991","1899792","2054884","2120980","2422678","2685984","2773329","2635703","2715374",""
"IMF.STA:MFS_DC(8.0.0)","VUT.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Vanuatu","Assets, Claims on Private sector","Domestic currency","Annual","Millions","12295.197","13264.899","14558.427","15952.968","18545.39","20350.629","22860.091","32768.281","40853.784","43695.298","47543.849","50853.061","51902.863","56576.312","57532.115","58268.056","61027.395","61787.703","63329.534","62972.182","63159.563","66533.146","70227.819","73977.705",""
"IMF.STA:MFS_DC(8.0.0)","VEN.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Venezuela, República Bolivariana de","Assets, Claims on Private sector","Domestic currency","Annual","Units","10933846591.4983","10825643028.619","11821953222.1545","23408961504.808","40014007670.5899","66885872564.8532","115833124810.627","145149830674.276","166564744875.19","191133727315.75","276572971309.39","411730969469.65","668276513935.71","1197783859849.91","2540812827662.91","","","","","","","","","",""
"IMF.STA:MFS_DC(8.0.0)","CPV.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Cabo Verde","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","22828.30000000004","27268.40000000005","30791.97257298997","35218.00000000001","40451.90000000005","44878.59999999995","49043.32015339002","55671.39077967998","60768.4071","62876.69274100998","70755.89790919996","75661.99892988997","82522.64007121869","86668.18947710504","92634.70640232656","97335.57088299984","95460.68202445084","93982.82807644307","98738.02167580603","99691.43069046348","102070.32742811","101437.4187049","103771.7934298","111459.9735751001","114492.1665841302"
"IMF.STA:MFS_DC(8.0.0)","CPV.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Cabo Verde","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","16048.69999999996","18333.89999999996","19231.99346206001","20518.99999999997","24302.36999999996","32828.50000000004","37177.42501120007","37398.83924898002","36173.5443","39830.95779752662","36950.95471596006","39837.75837946998","46956.99732808719","52295.05124449576","55318.00995663056","63437.13300348362","76277.29586100395","80059.09340690758","90368.07066903416","92161.23680616225","96098.59463262995","108353.10981289","119678.2297421","128743.9657536299","148824.4818432099"
"IMF.STA:MFS_DC(8.0.0)","CPV.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Cabo Verde","Assets, Claims on Private sector","Domestic currency","Annual","Millions","20289.53787912992","23472.64777787269","27081.82441004638","29825.6311517417","32475.3238538405","42466.796361177","54394.4185257701","69336.8920893269","77650.2155","84507.1107832808","96561.7283565738","95993.5809978739","97887.5169422725","96970.0365238038","97400.5103134829","100724.5457475445","107305.6212830379","109577.7203728495","113566.9855217962","119670.2276019328","127717.3847760415","134831.1687756536","141851.5166842215","149341.1636806753","159848.9093851384"
"IMF.STA:MFS_DC(8.0.0)","QAT.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Qatar","Assets, Claims on Private sector","Domestic currency","Annual","Millions","22254.973","20192.877","25668.356","33473.999","54653.157","79767.827","120629.335","171188.038","184162.144","203569.382","242745.218","252471.564","289325.855","345950.362","416823.411","440231.713","468927.63","535805.131","644529.903","727613.467","803926.71","863794.757","911844.089","948249.319","990519.165"
"IMF.STA:MFS_DC(8.0.0)","QAT.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Qatar","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","7669.719","10112.303","13647.934","17226.554","29556.613","39288.158","48013.453","61937.55","65739.846","81483.698","106304.651","110415.448","127951.272","144978.408","141285.254","139261.473","138451.871","134430.567","141585.384","164167.857","175042.451","199985.911","179571.03","180051.754","195869.339"
"IMF.STA:MFS_DC(8.0.0)","QAT.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Qatar","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","30403.92","31302.922","29933.324","35410.162","46479.084","66926.091","101234.703","116699.355","143688.922","177137.29","196647.867","262476.402","318559.068","348724.323","369065.052","346339.394","453289.92","418333.519","424818.635","421928.071","420749.782","501232.288","530357.384","524869.016","533747.573"
"IMF.STA:MFS_DC(8.0.0)","DOM.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Dominican Republic","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","57361.760348","68121.721306","112018.84353072","125310.41037778","154285.44080643","167422.86165584","200690.82454983","217335.20585843","243015.44322588","291980.06189813","342812.1101836","377739.63559336","426444.17545045","444746.52939103","504510.45304284","548003.739653","593798.14436923","659179.00999576","747984.21889643","977987.77551568","1109392.19012808","1490847.877052123","1753865.885151233","2015190.422244173","2272024.49278326"
"IMF.STA:MFS_DC(8.0.0)","DOM.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Dominican Republic","Assets, Claims on Private sector","Domestic currency","Annual","Millions","134201.966956","154706.440532","196159.90327195","180555.47539404","205040.78313232","226682.7094007401","291753.18688347","328314.19819848","356387.78989295","431095.67447922","485575.42561363","513585.76116956","591146.21201423","706899.27196653","796822.01678952","893723.117713","984830.36314508","1095260.3583219","1225474.1527482","1291125.86526444","1441031.09869404","1681962.129269024","2014880.403253151","2287862.550333331","2512306.008529515"
"IMF.STA:MFS_DC(8.0.0)","DOM.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Dominican Republic","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","17311.029216","18904.367979","37703.04504905","38754.95255973","48147.68208128","68093.54466754","90670.42374749","78344.55638211","97431.63890618","107627.12035369","114177.65183635","126143.00002077","149461.62787841","161064.56417784","183945.6492657","208860.040304","237835.19399638","245670.66793441","304073.27181154","377429.98916708","472083.4216792","539410.316469163","585948.643508932","611222.166039199","664852.239975566"
"IMF.STA:MFS_DC(8.0.0)","KWT.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Kuwait","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1383.001","1723.343","2283.281","2703.738","3234.737","3128.513","3788.231","4192.77","4383.516","5285.1","5838.964","6889.185","7911.552","8813.558","8674.463","8935.47","9310.734","9327.203","8786.0172","10775.2968","11155.7763","10601.9976","9612.8473","9295.5002","9632.8194"
"IMF.STA:MFS_DC(8.0.0)","KWT.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Kuwait","Assets, Claims on Private sector","Domestic currency","Annual","Millions","6059.468","6761.266","8483.929","9873.208","12016.646","14721.236","19411.322","22688.25","24113.933","24690.039","25849.709","27159.399","29512.749","31307.472","33959.914","34770.347","36134.301","37941.521","39325.9425","2030.3631","2083.3574","1990.3754","2330.8435","2160.9206","2371.3832"
"IMF.STA:MFS_DC(8.0.0)","FJI.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Fiji, Republic of","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","431.76010901","466.96791913","634.15952295","737.2179585","925.2332607699999","856.04160111","1331.80001868","1043.11873786195","907.1977329114938","1027.074726690486","1592.81920016896","1660.85369145393","3068.007301083577","3213.603638033578","3653.156077942194","3809.292515825466","4362.605593138174","4381.419662679584","4401.289908911103","4879.142154857715","6123.368789145013","6809.975280452638","7569.653298311186","8283.947224356869","9238.265897850041"
"IMF.STA:MFS_DC(8.0.0)","FJI.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Fiji, Republic of","Assets, Claims on Private sector","Domestic currency","Annual","Millions","1070.80208168","1593.47026134","1810.85423547","2224.13782813","2761.85256043","3328.71085471","3368.71224185","3618.51851281134","3647.557410008255","3773.884218179783","3921.837119570001","4172.841484938111","4556.722848446792","5262.068694100292","6010.192117784345","6784.98869638012","7414.946943318737","7956.611225535907","8321.606105221898","8060.849490146292","8053.15999286414","8593.499444518103","9242.371798131279","10288.40389415664","11154.95165140642"
"IMF.STA:MFS_DC(8.0.0)","FJI.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Fiji, Republic of","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1034.22845353","1058.38499895","1303.50266943","1407.65610846","1522.52788941","2125.65372599","1956.06314162","2025.56313433286","2371.24999026112","2375.089536966614","2347.136073663727","2529.090626303573","2094.198787622501","2493.652592212801","2872.412134050394","3058.305918980502","3072.576777645304","3258.3728751421","3473.2309989014","3052.1440146698","2763.484081249","2577.175368731901","2735.4301486744","2859.889667018952","3034.637925879016"
"IMF.STA:MFS_DC(8.0.0)","TTO.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Trinidad and Tobago","Assets, Claims on Private sector","Domestic currency","Annual","Millions","26052.698","26517.034","27975.965","31737.444","33676.0140666","37866.522","43867.798","46789.449725","43575.45106274","43552.02778939","45823.91207633","47059.46771312","48982.99084216","52272.338181","55691.881","57644.734","60447.78","62771.511","65592.171","65398.35804","66656.703","70955.946","76825.21075608","83583.50099632","88055.5776"
"IMF.STA:MFS_DC(8.0.0)","PRY.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Paraguay","Assets, Claims on Private sector","Domestic currency","Annual","Millions","7582577.414","7563229.916","6221463.499","7017376.72184237","8093264.3562243","8775769.80383494","12244126.79817458","20019466.9953154","23870937.9984859","32732871.83114083","40858340.62603171","46389250.11365329","57107898.96340068","68621382.95408412","81652743.63459187","84580321.14673187","89954148.09775125","102580748.8274317","112729234.8339688","121456876.988435","133684010.3372322","149222784.5401264","164090234.6253453","192834712.6500381","207060654.4533498"
"IMF.STA:MFS_DC(8.0.0)","PRY.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Paraguay","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","4064666.858","3879089.935","4077609.786","4219176.09584152","4019003.8178968","3926961.61603295","4451772.50260895","7919068.3015228","9012271.20789691","10415624.13316368","11811155.82977735","12839902.75935061","15692881.39383758","18525276.68229155","20872677.14511021","23705064.96452802","26281138.6005627","30110483.95645381","31956273.43686437","39916817.59499107","41984487.9479372","43217380.25934321","50337649.18037428","54135158.83529817","58742629.1938822"
"IMF.STA:MFS_DC(8.0.0)","AGO.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Angola","Assets, Claims on Private sector","Domestic currency","Annual","Millions","7132.20649159","22856.735738798","52840.448043593","86554.56696785","135453.1917184","270502.38743506","489357.27114855","797896.44547841","1282555.486441693","1505898.54122695","1972613.30011746","2445440.17497702","2815967.78735147","2848551.48590251","3349573.07458046","3300120.76189012","3225762.07632177","3544908.62741111","4324190.6059554","3939175.34431414","4132814.16976284","3932788.04347194","5115333.62419961","6454797.74188471","7364914.72929555"
"IMF.STA:MFS_DC(8.0.0)","GUY.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Guyana","Assets, Claims on Private sector","Domestic currency","Annual","Millions","70414.391","73557.483","64665.423","64118.243","68794.743","79224.791","92162.886","108951.23526666","117486.7396","136479.67617185","161769.91900267","193881.9360677","222924.24953567","244557.44376422","259083.80243453","264082.71836591","269641.77837372","280587.78823445","302679.68289708","310137.8704358","338117.06647873","386360.29365954","449886.94141384","537203.13316753","638424.97614903"
"IMF.STA:MFS_DC(8.0.0)","BWA.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Botswana","Assets, Claims on Private sector","Domestic currency","Annual","Millions","5294.793","6607.122","7427.899","9182.448","9985.5","12050.8","15157.1","19195.1","21173.9","23543","28709.6","34907.6","39736.6","45196.313","49278.726","53690.0433111686","56514.14794259875","60244.23721515656","64511.84229412485","67928.2607568184","71594.14062170376","74932.06879449367","79121.08327566776","86435.6550468366","89110.29468014899"
"IMF.STA:MFS_DC(8.0.0)","BWA.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Botswana","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1869.266","2054.267","2289.651","2989.084","3206.1","4386.5","5236.5","6471.4","5564.1","6628.7","7035.2","8847.2","10268.3","10984.164","11969.992","13985.90107603489","15328.41471549342","15317.37106282158","18052.64517029058","21028.25902860272","21952.98317591225","22596.04612217733","28717.35189494163","30693.39296397523","32821.95385578676"
"IMF.STA:MFS_DC(8.0.0)","GUY.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Guyana","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","87278.252","94150.247","100580.033","108894.427","114968.465","129421.834","144920.194","162921.54121908","183740.5839","207719.97235704","232072.30979244","258173.43858342","275913.58266153","272536.51404377","278339.68335424","280464.08606697","281370.48405192","290383.0719058","277081.23997068","303821.91337164","334716.1247996","379192.76524601","434048.35729426","514667.38634226","629327.7295978"
"IMF.STA:MFS_DC(8.0.0)","BWA.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Botswana","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","7594.608","7317.966","8763.03","9036.65","10675.8","19410.8","26058.2","31459.4","31609","33596.2","36088.2","38681.9","40876.5","42635.42178112","53204.45399557","54676.34545361355","55137.44220288399","61185.23707648149","64743.277719492","66246.60460717567","69869.09947856512","75774.11678103721","78975.98321971545","81752.9864539804","83132.93095161842"
"IMF.STA:MFS_DC(8.0.0)","AGO.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Angola","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","11493.59556824","38167.53070018","53299.89653729799","68056.143400648","109711.79183352","174542.21390045","263641.20113886","590200.07215175","736249.65139788","964611.73922465","1409777.71185511","1620181.2952675","1809216.72078579","2006708.06092746","2284003.24855254","2665578.11065692","2785597.10133381","3757762.94803849","5275045.77783405","6353875.12748955","5792831.97287211","5578898.61149984","6958184.85571175","7325913.08956553","7891603.71710924"
"IMF.STA:MFS_DC(8.0.0)","GUY.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Guyana","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","14699.707","17118.57","20129.388","23709.933","24652.48","33232.225","38028.345","41232.63368899","41471.5498","51479.54343073","57121.5298203","71946.84878628","77181.78383628","82523.31754743","89158.92426283","103873.51864421","90666.94405857","98716.37583183","168641.10620327","187920.72796669","226398.07344636","268408.85488556","339080.3506697","419588.02928465","543497.78457495"
"IMF.STA:MFS_DC(8.0.0)","AGO.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Angola","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","21974.24718525","48398.564520478","91298.16872517299","141318.6458342551","252288.56563894","401341.33373355","620430.83408832","1106896.80323816","1463617.07685457","1491813.44748175","1947400.90009182","1983536.3216366","2310733.43147236","2757193.7105994","3039119.54599024","3416124.36449324","3313426.82664106","3713810.23447712","4520366.78287122","5939266.30612516","5318626.39358885","5282123.02968342","8021479.27279595","8416307.92429931","9147316.04316784"
"IMF.STA:MFS_DC(8.0.0)","IDN.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Indonesia","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","606602337","634849105","671192156","717477758.797","848539256.37","952936964.981","1107590526.745","1322871345.3","1497600654.311","1717540607.4","1222813064.604843","1367011110.667675","1576394059.971087","1857489167.277777","1998263862.802852","2161250138.574923","3762622199.981973","4003080249.938123","2539837743.484624","2776291563.182414","2920852663.508475","3006865804.263915","3131979292.821431","3213729419.624525","3417119785.641783"
