"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:MFS_DC(8.0.0)","EST.ODCORP_L_F29_IBM.EUR.A","OBS_VALUE","Estonia, Republic of","Liabilities, Other Deposits, Included In Broad Money","Euro","Annual","Millions","","","","1003.64","1595.86","2105.5","2809.38","3855","4098","3493","3781","3392","3131","2945","2554","2611","2186","2395","2439","2096","1964","2701","7281","8209",""
"IMF.STA:MFS_DC(8.0.0)","BEL.ODCORP_L_F29_IBM.EUR.A","OBS_VALUE","Belgium","Liabilities, Other Deposits, Included In Broad Money","Euro","Annual","Millions","157855","168422.78","183699","198117","210197","224585","232565","240467","235582","254911","266866","276919","285873","293936","308611","304011","306072","321537","330834","338925","340744","356781","384012","408577",""
"IMF.STA:MFS_DC(8.0.0)","BEL.ODCORP_A_ACO_PS.EUR.A","OBS_VALUE","Belgium","Assets, Claims on Private sector","Euro","Annual","Millions","175250","175245","175835","183559","197175","214057","235184","220746","203304","206267","208363","211384","221610","233298","252657","270033","283605","304821","324859","343877","369235","397755","407984","414050",""
"IMF.STA:MFS_DC(8.0.0)","SVN.ODCORP_L_F29_IBM.EUR.A","OBS_VALUE","Slovenia, Republic of","Liabilities, Other Deposits, Included In Broad Money","Euro","Annual","Millions","","","","7798.05","7560.91","8117.65","9989.35","11339.71","10904.55","10514.29","10863.06","10197.99","10049.25","9779.31","8208.04","7425.94","6655.29","6296.55","6293.39","5700.33","4378.87","4402.18","6788.29","6626.02",""
"IMF.STA:MFS_DC(8.0.0)","SVN.ODCORP_L_F22_IBM.EUR.A","OBS_VALUE","Slovenia, Republic of","Liabilities, Transferable Deposits, Included In Broad Money","Euro","Annual","Millions","","","","4982.04","6223.56","7071.24","7057.18","6798.73","7337.92","8350.73","8466.96","8829.32","8832.15","10441.63","13058","15469","17728","19878","21699","25621","29554.23","32269","31597","32465",""
"IMF.STA:MFS_DC(8.0.0)","SVN.ODCORP_A_ACO_PS.EUR.A","OBS_VALUE","Slovenia, Republic of","Assets, Claims on Private sector","Euro","Annual","Millions","","","","12324.8","15221.96","18884.49","24922.75","28975.52","30117.1","30928.59","30329.71","28737.11","23819.72","20509.29","19377.3","18861.13","19380.03","19866.5","20568.29","20362.32","21383.93","23425","23276","23876.13",""
"IMF.STA:MFS_DC(8.0.0)","FIN.ODCORP_L_F22_IBM.EUR.A","OBS_VALUE","Finland","Liabilities, Transferable Deposits, Included In Broad Money","Euro","Annual","Millions","38866","40807.01","44381","46040","49216","51362","53430","54893","65434","69957","73335","80985","89648","97111","110799","117031","126591","138830","145888","170626","185557","169114","139334","135372",""
"IMF.STA:MFS_DC(8.0.0)","GRC.ODCORP_L_F29_IBM.EUR.A","OBS_VALUE","Greece","Liabilities, Other Deposits, Included In Broad Money","Euro","Annual","Millions","64255","60620","60123","59414","63457","79194","107718","140829","137894","120467","102469","100353","100368","96388","50784.34","46508","48228","50708","50283","46078","34323","34511","50193","51033",""
"IMF.STA:MFS_DC(8.0.0)","GRC.ODCORP_L_F22_IBM.EUR.A","OBS_VALUE","Greece","Liabilities, Transferable Deposits, Included In Broad Money","Euro","Annual","Millions","70185","71177","78964","90895","98710","99403","98123","89837","102081","90185","73829","64108","67709","68494","76792","78846","82057","88372","97482","120459","147380","155488","145360","153870",""
"IMF.STA:MFS_DC(8.0.0)","GRC.ODCORP_A_ACO_PS.EUR.A","OBS_VALUE","Greece","Assets, Claims on Private sector","Euro","Annual","Millions","76059.794122558","87002.5812322591","102035","120429","143200","165885","196404","215735","208717","251870","242156","222962","212961","207177","198507","189087","178121","164329","148136","135754","103322","108187","110178","114502",""
"IMF.STA:MFS_DC(8.0.0)","FIN.ODCORP_L_F29_IBM.EUR.A","OBS_VALUE","Finland","Liabilities, Other Deposits, Included In Broad Money","Euro","Annual","Millions","25645.01","28853.99","30951","34034","37009","42734","55697","58820","48745","49583","52241","42487","37428","34060","31198","29179","27375","17945","15026","13599","9916","13728","20918","24113",""
"IMF.STA:MFS_DC(8.0.0)","FIN.ODCORP_A_ACO_PS.EUR.A","OBS_VALUE","Finland","Assets, Claims on Private sector","Euro","Annual","Millions","76039.3477949086","82255.7598780925","91453","101163","114032","126897","142687","155604","156633","165451","176783","184367","189735","192048","199531","204252","210664","219097","227831","237735","245241","252019","250762","250850",""
"IMF.STA:MFS_DC(8.0.0)","FRA.ODCORP_L_F22_IBM.EUR.A","OBS_VALUE","France","Liabilities, Transferable Deposits, Included In Broad Money","Euro","Annual","Millions","300270.99","290917","344061","357103","395266","419076","445771","434367","463103","502062","532456","542700","568758","621659","713190","789271","885802","961582","1072234","1324799","1434339","1406977","1228789","1191331",""
"IMF.STA:MFS_DC(8.0.0)","FRA.ODCORP_L_F29_IBM.EUR.A","OBS_VALUE","France","Liabilities, Other Deposits, Included In Broad Money","Euro","Annual","Millions","606678","645863","687123","741945","776837","842775","931495","1088940","1046468","1029234","1034999","1082785","1054567","1033449","1006355","1018956","1045861","1056360","1072141","1216367","1218569","1358756","1597159","1679198",""
"IMF.STA:MFS_DC(8.0.0)","CYP.ODCORP_A_ACO_PS.EUR.A","OBS_VALUE","Cyprus","Assets, Claims on Private sector","Euro","Annual","Millions","9650.11","10391.74","11066.16","11948.88","23202","26049","31619","40318","42251","45564","48141","48562","45922","44006","43659","41096","38937","29493","24948","23806","22427","20976","19632","19681",""
"IMF.STA:MFS_DC(8.0.0)","CYP.ODCORP_L_F29_IBM.EUR.A","OBS_VALUE","Cyprus","Liabilities, Other Deposits, Included In Broad Money","Euro","Annual","Millions","9571.96","10656.94","11145.74","11773.6","16996","18621","22575","29036","29432","32586","31334","30043","22364","21160","20941","21795","21367","19239","17382","14692","13441","11940","13706","16186",""
"IMF.STA:MFS_DC(8.0.0)","FRA.ODCORP_A_ACO_PS.EUR.A","OBS_VALUE","France","Assets, Claims on Private sector","Euro","Annual","Millions","1183756.17644015","1207548.62222634","1232035","1305311","1415123","1556559","1723533","1842831","1840298","1912513","1992366","2016549","2032641","2022405","2089851","2159885","2286184","2406360","2539596","2806469","2915633","3042799","3064075","3033882",""
"IMF.STA:MFS_DC(8.0.0)","PRT.ODCORP_L_F22_IBM.EUR.A","OBS_VALUE","Portugal","Liabilities, Transferable Deposits, Included In Broad Money","Euro","Annual","Millions","46586","45704","48438","49138","55120","56589","54525","52090","53294","51706","47982","45575","48648","53197","63940","73626","83213","95745","108945","128125","148712","164382","132851","133834",""
"IMF.STA:MFS_DC(8.0.0)","PRT.ODCORP_L_F29_IBM.EUR.A","OBS_VALUE","Portugal","Liabilities, Other Deposits, Included In Broad Money","Euro","Annual","Millions","69155","68147","68224","70355","73797","77665","86973","105474","93733","100386","103432","91874","91270","88287.5","82677.34","85895.75","86721.31","86327.3","86999.8","89540.14","93450.46","95350.51","123154.68","143788.95",""
"IMF.STA:MFS_DC(8.0.0)","PRT.ODCORP_A_ACO_PS.EUR.A","OBS_VALUE","Portugal","Assets, Claims on Private sector","Euro","Annual","Millions","155958","169522","176064","184383","197700","221682","249467","271189","280303","279360","275038","257275","243818","224396.54","215171.72","207304.5","200894.64","198843.72","200036.7","209017.56","213793.2","218024.01","216686.08","223257.37",""
"IMF.STA:MFS_DC(8.0.0)","CYP.ODCORP_L_F22_IBM.EUR.A","OBS_VALUE","Cyprus","Liabilities, Transferable Deposits, Included In Broad Money","Euro","Annual","Millions","653.37","613.28","865.67","910.78","4547","5583","6618","7718","8947","9295","9666","10069","8648","9376","10395","12706","14163","16483","19698","23023","27134","30157","28725","29422",""
"IMF.STA:MFS_DC(8.0.0)","ESP.ODCORP_L_F22_IBM.EUR.A","OBS_VALUE","Spain","Liabilities, Transferable Deposits, Included In Broad Money","Euro","Annual","Millions","157226","173082","187924","211561","428800","488500","481229","460513","504842","504352","497185","491432","518152","584510","678206","787021","897064","980703","1069492","1223757","1335282","1356153","1258932","1298418",""
"IMF.STA:MFS_DC(8.0.0)","SVK.ODCORP_L_F29_IBM.EUR.A","OBS_VALUE","Slovak Republic","Liabilities, Other Deposits, Included In Broad Money","Euro","Annual","Millions","","","","","","13197.73","14736.65","17904.44","14593.94","13353.98","13515.26","14580.96","14473.68","13651.97","13629.35","12750.25","12242.87","11749.95","11547.83","9677.87","8378.19","11214.16","14790.26","16458.66",""
"IMF.STA:MFS_DC(8.0.0)","ESP.ODCORP_A_ACO_PS.EUR.A","OBS_VALUE","Spain","Assets, Claims on Private sector","Euro","Annual","Millions","665485.606685633","744443.012866934","855211","997052","1261051","1573594","1806346","1899400","1860375","1845233","1784816","1630774","1494809","1343795","1284974","1242041","1221664","1186232","1171441","1192729","1188769","1183641","1145548","1154330",""
"IMF.STA:MFS_DC(8.0.0)","HRV.ODCORP_L_F29_IBM.EUR.A","OBS_VALUE","Croatia, Republic of","Liabilities, Other Deposits, Included In Broad Money","Euro","Annual","Millions","","","","","","","","","","","","18844","18651","17734","17358","15507","13287","11391","9238","8306","7568","7305","12926","15364",""
"IMF.STA:MFS_DC(8.0.0)","DNK.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Denmark","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","373200","391630","427713","492513","595756","648456","702844","702243","742167","741076","721147","785114","815232","876445","962691","1045572","1118445","1160802","1244915","1396471","1394078","1471467","1428706","1469106.12",""
"IMF.STA:MFS_DC(8.0.0)","DNK.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Denmark","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","116517","127790","134054","142197","148564","171588","229303","310212","234004","220739","211198","178599","174367","179843","140866","136134","136927","114519","111558.47","95779.76","104617.52","161281.92","269615.9","286934.48",""
"IMF.STA:MFS_DC(8.0.0)","DNK.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Denmark","Assets, Claims on Private sector","Domestic currency","Annual","Millions","1902163","1996759","2012503","2193432","2498618","2843766","3208036","3444202","3465959","3495803","3458065","3450726","3415778","3433855","3461111","3510786","3548363","3633646","3729557.36","3804833.51","3963408.96","4060210.49","4111697.53","4216525.64",""
"IMF.STA:MFS_DC(8.0.0)","SWE.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Sweden","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","355041","380692","279750","264732","343627","389487","477605","591536","510244","565670","701459","665791","646602","611805","525454","565451","641875","581253","440147","471310","450541","679119","985050","972519",""
"IMF.STA:MFS_DC(8.0.0)","BGR.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Bulgaria","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","5655.312","6302.373","7149.485","9226.16","11983.59","15479.83","20636.7","25296.82","28877.28","31860.15","35034.75","37652.17","39116.81","36854.63","37975.44","38319.29","37332.95","38780.93","40439.28","28962.88","26552.53","25919.14","28946.85","31923.75",""
"IMF.STA:MFS_DC(8.0.0)","SWE.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Sweden","Assets, Claims on Private sector","Domestic currency","Annual","Millions","2242626.81232358","2333151.52364888","2428821","2589593","2905690","3202364","3684826","4016562","4140653","4378310","4622406","4794970","4985061","5165048","5394885","5674034","6071708","6367104","6619165","6940630","7411273","7914746","7933033","8007934",""
"IMF.STA:MFS_DC(8.0.0)","BGR.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Bulgaria","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","2681.334","3196.871","4027.297","5163.87","6898.32","9718.54","13185.39","11680.5","10426.66","10972.5","13095.13","14279.71","17438.83","20143.45","23967","27675","33496","37828","44132","64266","75011","90355","97562","106276",""
"IMF.STA:MFS_DC(8.0.0)","SWE.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Sweden","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","619269","635678","788180","832637","957618","1078037","1174528","1236043","1361057","1464831","1485928","1586312","1746362","1933775","2210775","2427556","2638610","2840874","3233298","3883639","4361358","4260674","3905357","3933993",""
"IMF.STA:MFS_DC(8.0.0)","BGR.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Bulgaria","Assets, Claims on Private sector","Domestic currency","Annual","Millions","4440.577","6324.045","9413.215","13584.2871548458","18294.82","22685.29","37045.69","48677.22","50392.65","51004.38","52888.22","54294.97","54370.75","49767.57","49010.08","49530.34","51069.92","55284.86","59572.26","61995.89","67121.53","75232.69","83714.49","96365.36",""
"IMF.STA:MFS_DC(8.0.0)","HUN.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Hungary","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1699609","2063637","2675936","2823116","3588493.92","3994973","4280400.81","4024771.01","4082292.06","4416629.3","4787217.2","4739100","5893235","7184663.4","9109800","11930256","14479459","16261043","18287482","23284670","27394381","25946055","24430979","25858831.54",""
"IMF.STA:MFS_DC(8.0.0)","HUN.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Hungary","Assets, Claims on Private sector","Domestic currency","Annual","Millions","5025849.79162826","5989210.52999117","6963604.34625038","8201124.189016","9751033.48","11487536.74","13676499.53","16155593.79","15845460.86","16535061.7","16643258.5","14570589.7","13977409.6","13946690.9","12265741.3","12083749","12724388.8","14031880.7","15855949.8","18214638.2","21158969.4","23566098.55","24489955.2","26159988.69",""
"IMF.STA:MFS_DC(8.0.0)","CZE.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Czech Republic","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","402498.8","641013","741803","787235","897305","1028371","1200056","1306879","1415054","1660832","1768583","1945408","2108070","2370554","2633543","2907734","3224133","3385558","3529186","4127130","4363733","4100131","4297880","4806538",""
"IMF.STA:MFS_DC(8.0.0)","POL.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Poland, Republic of","Assets, Claims on Private sector","Domestic currency","Annual","Millions","184110.71583","104504.223","112934.72","245147","268542","333783","440742","607835","645358","704538","805145","816369","846115","899936.055555556","964745","1014047","1043811","1114510","1162210","1164098","1217032","1219104","1185333","1227008",""
"IMF.STA:MFS_DC(8.0.0)","POL.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Poland, Republic of","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","233740.07891","204291.035","200285.506","192259","204283","216547","222602","314490","330044","332406","405595","428571","416786","448621","460398","447147","412952","427118","404585","285872","255530","498250","579472","616339",""
"IMF.STA:MFS_DC(8.0.0)","POL.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Poland, Republic of","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","70449.90684","92992.481","107997.648","124109","162234","204985","254253","252622","297082","354775","365358","381277","440345","474997","540624","639641","717621","806222","926716","1206349","1375642","1225865","1315972","1449055",""
"IMF.STA:MFS_DC(8.0.0)","CZE.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Czech Republic","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1022982.8","586595","558121","607781.1","651311","722094.4","851650","1027006","934849","736521","682862","631876","627574","526925","493839","405260","453044","529659","648189","456530","554963","1153808","1544205","1501008",""
"IMF.STA:MFS_DC(8.0.0)","CZE.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Czech Republic","Assets, Claims on Private sector","Domestic currency","Annual","Millions","916365.4","636150","686474","790142","959654","1194368","1492428","1747091","1777994","1849384","1962633","2019888","2096428","2149114.733446","2291325","2449087","2601560","2777045","2911233","3029470","3281919","3428245","3654689","3869045",""
"IMF.STA:MFS_DC(8.0.0)","HUN.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Hungary","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","4099928","4489475","4748647.4","5574714.15","5997642.56","6926912.44","7660247.81","8969535.4","9392259.5","9088575.3","9363597.5","9086047.4","8377994.3","7902237","6525443.5","4895090.9","3533142.3","3621650.5","3194751.3","3273152.2","4011646.2","7516928.95","9187967.67","9991408.39",""
"IMF.STA:MFS_DC(8.0.0)","SVK.ODCORP_A_ACO_PS.EUR.A","OBS_VALUE","Slovak Republic","Assets, Claims on Private sector","Euro","Annual","Millions","","","","","","19012.92","23594.37","27887.16","28759.06","30460.95","32939.29","34017.36","35580.04","37886.54","42051.66","46244.65","50861.22","55462.24","59054.62","61916.19","66340.13","73375.96","75917.68","77653.82",""
"IMF.STA:MFS_DC(8.0.0)","ESP.ODCORP_L_F29_IBM.EUR.A","OBS_VALUE","Spain","Liabilities, Other Deposits, Included In Broad Money","Euro","Annual","Millions","392673","413768","433285","453493","326568","344938","456755","623697","564831","541761","493485","503570","460655","420384","387316","341593","247259","208342","174066","141211","108247","108645","221099","286356",""
"IMF.STA:MFS_DC(8.0.0)","SVK.ODCORP_L_F22_IBM.EUR.A","OBS_VALUE","Slovak Republic","Liabilities, Transferable Deposits, Included In Broad Money","Euro","Annual","Millions","","","","","","13196.42","15155.07","16510.72","16694.65","18360.99","18162.01","19628.25","21742.33","23644.92","27724","30790","34224","37728","42423","47987","52524","52816","52372","54652",""
"IMF.STA:MFS_DC(8.0.0)","KEN.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Kenya","Assets, Claims on Private sector","Domestic currency","Annual","Millions","255778.626","266109.006","282885.671","345747.952","369947.637","423933.784","493372.968","627759.792307726","713907.771862655","859954.0598767954","1133477.818576999","1256372.218440037","1501018.241577775","2068997.068147942","2522947.589641096","2697816.785029917","2808839.11043826","2910690.241048766","3153018.272443955","3441559.793345934","3740075.483811751","4212905.328481131","4776612.19561498","4815366.595429582",""
"IMF.STA:MFS_DC(8.0.0)","KEN.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Kenya","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","211188.818","224603.718","221914.34","247676.882","275545.507","299065.032","330932.362","372592.7254369176","514412.2583162522","585411.9574239783","750699.8838069838","872305.9704924556","966289.8331267476","1396547.11128971","1699894.28564898","1534670.908044711","1665526.425195938","1898356.437898905","2074006.420587025","2303009.073597654","2400574.050199176","2573248.400567783","3143089.339931309","3275586.600664829",""
"IMF.STA:MFS_DC(8.0.0)","KEN.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Kenya","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","102908.038","116431.271","164028.629","190647.246","208615.261","268563.253","348677.126","430096.7502332474","427531.5858913278","557123.6616149368","621195.8089007208","706678.6103937118","808161.3882151532","917176.9243786725","999991.8434763307","1267116.470066817","1410679.876059462","1481430.498964344","1557780.221476646","1782965.999563301","1944863.756633756","2125949.161461126","2527524.526416242","2429652.275843661",""
"IMF.STA:MFS_DC(8.0.0)","HRV.ODCORP_A_ACO_PS.EUR.A","OBS_VALUE","Croatia, Republic of","Assets, Claims on Private sector","Euro","Annual","Millions","","","","","","","","","","","","31008","30600","29945","29038","28057","27839","28337","29056","30009","30840","34165","36764","40242",""
"IMF.STA:MFS_DC(8.0.0)","HRV.ODCORP_L_F22_IBM.EUR.A","OBS_VALUE","Croatia, Republic of","Liabilities, Transferable Deposits, Included In Broad Money","Euro","Annual","Millions","","","","","","","","","","","","8242","9240","10280","11830","14797","17889","22314","25549","30501","36581","44721","42555","43959",""
"IMF.STA:MFS_DC(8.0.0)","GTM.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Guatemala","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","13601.61791175","15500.49986815445","21616.13110036722","24509.03189060284","27580.06716647885","32128.33444029413","36402.58972003433","39699.98193856822","42563.4275556003","48111.53096057885","52147.46073129856","56665.58789271939","60713.51480333829","65362.24259791726","69143.4640493792","72693.63610228363","77435.55000454161","82906.36241112095","88042.35386613942","110183.0884026076","119707.6965443186","127728.9124891275","132547.9922971766","139199.5947022013","154421.3402773114"
"IMF.STA:MFS_DC(8.0.0)","IRQ.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Iraq","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","5972767.46263","3628586.849969","5768355","9680118","13055784","18614322","30035540","37979634","37028526","43322669","41512437","34623616","33447823","36642387","37330799","39132279","43366313","48417818","64456183","65697248","59460276",""
"IMF.STA:MFS_DC(8.0.0)","IRQ.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Iraq","Assets, Claims on Private sector","Domestic currency","Annual","Millions","","","","673978.207309","1141120.071993","2159371","2754292","4208730","4935451","8739865","11707673","15018522","17333546","18148694","19226347","19843423","21168720","23073286","24326637","28715024","34040602","39757438","44406140","50863618",""
"IMF.STA:MFS_DC(8.0.0)","IRQ.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Iraq","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","1333999.715407","1835369.898702","2189762","3268479","5118871","6343316","6957373","7755904","9435092","11041035","15234717","14757341","14802278","15723710","17414231","16520150","16421298","19793047","21639870","20489174","21000490",""
"IMF.STA:MFS_DC(8.0.0)","SSD.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","South Sudan, Republic of","Assets, Claims on Private sector","Domestic currency","Annual","Millions","","","","","","","","","","","221.7213","395.1097","573.74693","704.64152","955.9584086300831","2765.343350332211","4890.9548","6772.69312715103","12068.64385670437","15136.1270963367","25519.93566814175","66380.0300261524","160574.9901128849","530173.3208533744","696050.2038822033"
"IMF.STA:MFS_DC(8.0.0)","SSD.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","South Sudan, Republic of","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","453.9357","585.5026","948.86721","1016.7398","2762.968375605458","7182.123383843576","7497.4289","6728.532800441113","9334.016531268788","10100.26811913584","21745.66187728458","36786.76951899258","77772.77720779297","196185.4812019936","261160.2419262562"
"IMF.STA:MFS_DC(8.0.0)","SSD.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","South Sudan, Republic of","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","1950.5058","2976.0499","3163.35353","4092.18774","9784.166736753566","22161.68280971007","37867.2058","59047.43512877786","70613.34380836977","106417.888259417","203026.3368662312","404226.3052865942","617874.2917390855","2256192.558506177","3008276.088566297"
"IMF.STA:MFS_DC(8.0.0)","SYC.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Seychelles","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1552.478683","1660.493473","1597.291658","1996.26446347","1927.51136132","2003.0974984","1279.53249821","1206.47549179","1617.03668438415","1920.5011","1264.41404243","1204.37673777","1398.38674725","1574.49964186","1143.39821853","1359.07792199","1575.72966886","1932.6012556","2720.69093631","6776.01030776","6700.25189983","7291.86473686","8776.82522434","9851.80444245001","11948.061029025"
"IMF.STA:MFS_DC(8.0.0)","BIH.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Bosnia and Herzegovina","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1589.845","1725.581","2064.799","2876.829","3468.27","4470.75815705","5387.53880286","5640.87175","6085.292","6517.38592","7131.803","7714.088","8208.697","8657.341","9105.861","9361.02","9727.646","10084.569","10591.186","10291.289","10288.111","9777.482","10201.527","10938.744035","11696.905"
"IMF.STA:MFS_DC(8.0.0)","BIH.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Bosnia and Herzegovina","Assets, Claims on Private sector","Domestic currency","Annual","Millions","3286.131339","4192.705","5035.744","5821.366","7426.205","8534.95269673","11107.32959616","13554.3974","13092.235","13388.43759","13935.787","14346.394","14688.258","14953.73","15327.347","15899.217","17043.382","17960.533","19095.395","18555.723","19288.573","20224.873","21675.09","23645.928133","26090.132115"
"IMF.STA:MFS_DC(8.0.0)","BIH.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Bosnia and Herzegovina","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1334.521693","1553.403","1752.93","2175.038","2772.713","3442.23534122","4368.17758283","4488.6384567","4608.333","4890.28005","4908.05497","4767.753","5326.731","5759.329","6434.315","7383.362","8664.438","10002.37264753","11234.757","12682.502","15378.905","17063.599","19021.884","21305.15","23742.612"
"IMF.STA:MFS_DC(8.0.0)","SYC.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Seychelles","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1671.395","1942.237","2216.414","1930.694","2140.155","2260.125","2858.786","4294.52684628","4283.608177401181","4774.5795","5707.779508642614","5585.958888454535","7185.238954480711","9377.34326511319","10097.12467372507","11262.22839621","13195.58613182","14012.93410779","15508.69305397001","16516.74729008","15292.59949123","14953.50070893999","14837.98412738","15636.04298652","16395.14338536"
"IMF.STA:MFS_DC(8.0.0)","PRY.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Paraguay","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","2139865.089","2319650.22","3107247.647","4042850.12891449","4813763.792","5297583.61896409","7611054.15466939","8981347.32568664","12055310.92325612","14236172.83457462","15363427.45353444","16988148.40550947","20717114.55213885","23244124.90474348","26077832.24962603","27406345.04283112","30901824.38941451","31532243.39658983","34440761.29720645","43839934.58592168","51656553.66627468","49755944.60703488","49898377.37728362","52793628.30753762","50757962.81845247"
"IMF.STA:MFS_DC(8.0.0)","MNE.ODCORP_L_F22_IBM.EUR.A","OBS_VALUE","Montenegro","Liabilities, Transferable Deposits, Included In Broad Money","Euro","Annual","Millions","","","","","","","","","","","","","696.2267964041593","769.417420636908","980.816303858779","1198.78092112","1473.07477846","1605.267","1770.821","1719.138","2138.72","2861.166","3250.151","3590.398","3901.387"
"IMF.STA:MFS_DC(8.0.0)","MNE.ODCORP_L_F29_IBM.EUR.A","OBS_VALUE","Montenegro","Liabilities, Other Deposits, Included In Broad Money","Euro","Annual","Millions","","","","","","","","","","","","","965.89000365","1037.96817857","1023.3134506","982.75988561","985.50700365","901.852","751.985","694.988","644.086","564.487","579.015","573.189","642.114"
"IMF.STA:MFS_DC(8.0.0)","MNE.ODCORP_A_ACO_PS.EUR.A","OBS_VALUE","Montenegro","Assets, Claims on Private sector","Euro","Annual","Millions","","","","","","","","","","","","","1806.6","1797.778","1840.61900278","1948.41821391","2102.89547625","2311.161","2426.831","2510.058","2590.085","2803.096","2996.024","3460.959","4162.057"
"IMF.STA:MFS_DC(8.0.0)","LBY.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Libya","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","2081.1","1373.8","1356.4","1324.003537","1245.070293","1766.762525","1750.144374","1671.882088","1641.841036","1651.983939","716.170074","850.518235456"
"IMF.STA:MFS_DC(8.0.0)","LBY.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Libya","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","48701.7","52531.4","66133","77591.731749","73145.4040395","68713.381693","82638.286971","65616.408403332","75157.562665332","95610.436902802","107504.278422","142195.544261223"
