"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:MFS_DC(8.0.0)","PRT.DCORP_NETAL_NFRA.EUR.A","OBS_VALUE","Portugal","Net (assets less liabilities), Net foreign assets","Euro","Annual","Millions","-21892.5779683722","-28637.1558609048","-28437.2942751798","-33121.2019958103","-38355.832226328","-50357.562594712","-53170.261975884","-49329.489946894","-34692.422641086","-42091.755647118","-32307.092555631","-30670.8035178139","-27287.9421795814","-13197.1863805936","-18583.3344208938","-26571.8429782973","-26474.1424472855","-32353.9757785841","-26067.0226116872","-21310.3382303041","-22927.2637236109","-12846.6935213868","-7756.68138374092","17913.5711615708",""
"IMF.STA:MFS_DC(8.0.0)","DNK.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Denmark","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","82959.1090228881","75350.570418938","66319.658167285","76401.64587803","63681.84957901","56289.81270004","73389.6692113201","-38885.89771853","65205.0461496001","202732.39996707","294047.48988044","283286.059866974","347078.738036729","539197.324201117","637196.221206112","678342.044012553","763192.723706922","643374.104696892","836908.91697388","960859.757267926","964236.579394261","978022.160792964","1141488.80474668","1195936.51222126",""
"IMF.STA:MFS_DC(8.0.0)","SWE.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Sweden","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","-262741.601319066","-221611.060661271","-142061.328917049","-164840.3239506","-57013.7627019099","-15622.91242179","161685.5173795","17585.6797360498","442516.67073348","607040.99308737","772899.54160986","924810.827727064","1158590.26065809","1213446.21994567","1344142.89973947","1359626.19438273","1190631.92917232","723226.118570602","836535.468471206","494107.06449631","346671.422984552","175436.372497148","381509.828854328","586569.922348053",""
"IMF.STA:MFS_DC(8.0.0)","BGR.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Bulgaria","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","9393.95432640823","9726.70488535109","9874.25265983634","9320.69832646127","13261.9094078103","18276.741484137","19288.5261155194","13620.8414139898","14624.6775476022","17069.0316129754","21086.2162446775","25440.4985922785","28626.2936212018","35213.7112133846","40913.4798427355","49993.9837880264","51975.9623892449","56314.0307309914","58042.659908981","66816.9639238061","71857.2332707935","83389.5054478208","88537.1940789707","90339.1604275431",""
"IMF.STA:MFS_DC(8.0.0)","HUN.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Hungary","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","1064571.79326421","575298.487286032","1268335.35941472","1130116.05190411","1305350.60278212","1451635.99755013","938847.63416281","-423556.5929994","43409.9286535","153982.5148294","2400715.9149041","4074036.63132497","6968572.60202065","7974663.59035928","8341153.94248937","8766122.77605885","8422633.67190015","10510827.9263565","10800858.3618802","12506427.9059253","12213001.4326141","11334270.5234834","14027721.1364662","16552503.9006793",""
"IMF.STA:MFS_DC(8.0.0)","CZE.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Czech Republic","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","808137.71042949","925849.1472346","821341.43688048","863141.99427752","1076182.87265389","972460.7432545","970197.1434552","974907.19365294","980383.900698406","992189.3412328","969395.256198563","1124652.75331324","1290720.09521681","1318781.51186086","1541446.82947855","1808059.98827405","1968080.17622769","2023266.84542131","2251147.79219632","2504960.77557981","2545374.56774967","2202400.11532316","2477279.0671072","2731643.31471198",""
"IMF.STA:MFS_DC(8.0.0)","POL.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Poland, Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","138901.081315107","136424.204222262","135870.82003568","143529.780162855","174724.706024965","160965.524070382","115743.202690277","58730.502234353","70789.026812237","96200.940979519","142628.917221016","171825.411402672","144574.255500455","177223.790942247","192973.415552987","226305.371595856","217696.335580575","277764.392955082","329471.601537286","415712.745989999","512072.841965254","620547.971320148","697893.568296529","829956.165010277",""
"IMF.STA:MFS_DC(8.0.0)","KOR.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Korea, Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","137325463.8005693","125032790.1534211","158647674.8965904","187225826.760506","187629774.0572236","175902351.2097086","214455819.944771","134515263.6577619","225800186.6249099","254496482.3863395","215267796.1363027","224243355.0772654","259595359.9653773","284302453.853214","354508196.1722624","399040830.5174616","399267167.2831312","417931059.5010852","441334749.74168","451170847.1167775","467500684.3314229","485120745.660203","530279652.657402","627847907.4648844",""
"IMF.STA:MFS_DC(8.0.0)","NGA.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Nigeria","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","1325342.274469874","1255210.993881062","1356362.876765961","2612377.487798934","3865390.527278965","6188682.752642733","7310443.611774294","8597230.056660666","7287924.931711256","6195140.940515858","6643739.390318712","8715631.856716681","8262158.068561793","6744364.483462494","5324502.075402533","7852067.56438942","10977201.24497161","11838398.28115513","5943983.31442604","8958596.63373607","9310435.52310533","3785140.6493422","","",""
"IMF.STA:MFS_DC(8.0.0)","ESP.DCORP_NETAL_NFRA.EUR.A","OBS_VALUE","Spain","Net (assets less liabilities), Net foreign assets","Euro","Annual","Millions","-3806.42743042599","-10170.47997881","-40480.792297605","-10395.2859802661","19193.459882013","49382.990590654","31605.7488401","-48728.913712945","-64484.812594071","-122356.87724162","-192325.932591174","-189487.402351515","-106268.835790733","-87700.7826436854","-88629.934208767","-121196.995116178","-151895.108876707","-116655.590194883","-35959.1822902604","-79909.7030786281","-37041.4567982217","-37405.4027700647","57477.2722514685","162965.803259982",""
"IMF.STA:MFS_DC(8.0.0)","SVK.DCORP_NETAL_NFRA.EUR.A","OBS_VALUE","Slovak Republic","Net (assets less liabilities), Net foreign assets","Euro","Annual","Millions","","","","","","8420.0746297254","8621.8928942511","5669.2566531764","2175.1853416115","3783.0906990102","4356.8322690801","9576.71799059177","12066.7815556718","10864.1779444472","6750.97916510734","5292.0679397952","6266.13603581017","6027.76374187218","8003.94831193568","7524.66007070306","7696.08598690221","5264.1767119258","13496.223233403","20235.311974913",""
"IMF.STA:MFS_DC(8.0.0)","VUT.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Vanuatu","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","26480.46535350301","24968.99811516249","24993.54055520008","27852.71342786592","29790.48694252923","32889.08888212109","37961.47421961656","41098.92382725107","32019.28513230114","22267.20484004561","20366.76209421246","19091.04289598906","16271.94204982277","13907.84331756961","23867.48804073544","34975.70436282055","38817.75007059509","53975.41673974386","69009.46099531368","78326.52999098645","84942.30706136505","84873.36539783386","85448.8987197393","95782.75165115942",""
"IMF.STA:MFS_DC(8.0.0)","KEN.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Kenya","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","90307.4758209464","103316.2481011359","123019.0857853895","140580.4308229194","182836.4889787706","206968.2703391426","255264.5452883919","258390.9830161031","243449.5494560385","269411.9817811217","294295.1244598181","328307.1046160685","390135.5442267582","483262.2255476593","485484.871764346","487601.0191064168","511179.3781802656","711461.0427247732","800595.5799730027","742349.2248954285","588978.3002042847","284519.264851712","796059.581926798","",""
"IMF.STA:MFS_DC(8.0.0)","HRV.DCORP_NETAL_NFRA.EUR.A","OBS_VALUE","Croatia, Republic of","Net (assets less liabilities), Net foreign assets","Euro","Annual","Millions","","","","","","","","","","","","5887.95017583887","7859.8819437963","9563.61447170584","12011.2591330969","13105.1373132542","16065.6406767486","17053.0565780084","18503.8282071384","16643.5159306219","21337.1150446531","27781.2223783157","24601.8643567204","21733.5741820192",""
"IMF.STA:MFS_DC(8.0.0)","IRQ.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Iraq","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","3560093.95076445","-96801.08584973","11836721.74758091","36162892.73465263","60408800.72107104","57298695.94055787","61324741.69175281","71629879.66115762","91801945.62090434","108975949.5827322","102125930.8665659","78455350.85584839","65243973.03691124","69819639.51148747","91899531.49683599","102542820.3456434","105419911.8032472","121793750.0421474","183200352.6296559","178640519.365192","167404696.7275289",""
"IMF.STA:MFS_DC(8.0.0)","PER.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Peru","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","","","56996.62468540158","70108.15331880017","84132.76439955788","84020.44712105163","105132.5580980405","108631.3842836707","129208.4170786138","149366.4946029457","148526.0721565188","168809.1574872457","172612.3807757436","174694.4982343184","169514.2360279235","191527.5812649318","244643.1703106622","275185.518611775","241618.7069010496","228443.746078883","269918.0766719737",""
"IMF.STA:MFS_DC(8.0.0)","SLB.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Solomon Islands","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","100.2143527502275","141.8647225784173","278.4679983342274","588.6504818546634","778.2405702484064","861.1583387701108","969.9223876612947","844.5702801887098","1232.929081907841","1993.526089394721","2865.870574055959","3424.772336173002","3783.839692272471","3826.942466624718","4128.810922711889","4173.177164405293","4583.196840955035","5052.530016041346","4781.150487435284","5312.312585671791","5218.770756918826","5189.191562373193","5481.455480596709","5654.03931148915",""
"IMF.STA:MFS_DC(8.0.0)","BGD.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Bangladesh","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","57534.2255938017","83501.21374048796","133383.1607750268","164732.8515505908","148144.9857201354","211924.2050003009","293042.1762595653","300461.1482319091","562843.5437645454","642202.8337155187","601693.3958817081","927002.7646578936","1272572.075354085","1511903.856521935","1913166.536888992","2197619.159213634","2252031.194102375","2181294.47447661","2258194.813329055","3117197.510226795","3145605.862215026","2671351.676253622","1875850.71390238","1775695.822335131","2383480.926945938"
"IMF.STA:MFS_DC(8.0.0)","ZWE.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Zimbabwe","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","","","","","","-94.626947040242","-86.042980397992","-239.223921229883","-374.368802319842","-728.596556985968","-691.267507341729","-643.6652762097659","-556.150301489056","-1327.513880232352","-0.5856580601082543","-7804.319882702654","-39810.67540858256","-81818.84968544044","-921.1771389420792","-7548.586243719074","-47799.0574931943","-14516.48345847045"
"IMF.STA:MFS_DC(8.0.0)","SWZ.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Eswatini, Kingdom of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","1698.984421301068","1340.10460532498","1122.624089623322","1358.443776638963","1897.425049721039","3296.461723038565","5759.66182444435","8064.962957804311","7810.79171723992","5743.85527421986","4024.347626532629","6269.476832956599","7866.60561913307","7713.742763151656","8898.440145619242","8948.614069783479","7954.683134996076","7134.905719231955","6752.336586533686","7890.747253408236","7354.265405996089","5791.391445755187","6612.425443401926","8200.719980502585","10787.02353573505"
"IMF.STA:MFS_DC(8.0.0)","AZE.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Azerbaijan, Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","657.6064648423196","525.5440540764511","638.4403175234021","951.0431699700728","1028.123988735135","1943.922892161591","2856.634428090535","4032.13243301568","3132.139195278576","3613.796427506","7248.6338225074","7890.650250036544","9968.211136583014","10043.12925095652","10705.10292534671","7858.780014505087","15298.76583287602","15242.74791598137","17248.40224303286","18760.9165737823","20541.52415592657","25363.81728393428","25423.60802331874","26740.88973657167","25431.69284794537"
"IMF.STA:MFS_DC(8.0.0)","BFA.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Burkina Faso","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","230551.3818100108","248716.8196978061","414783.2519599462","287955.3765224448","181655.81418371","247643.4558674201","411416.5933249932","396248.4721324096","576852.8980958607","675843.5667949448","717355.2626346692","773934.5506123514","559062.7021732876","452668.4804161458","737107.375121178","1050689.905411897","1334395.985194193","1441940.250810749","1508092.203124052","1989273.664283073","2633776.019989432","1974172.249169179","1627659.759866984","2073526.309306409","3102110.946490442"
"IMF.STA:MFS_DC(8.0.0)","BLZ.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Belize","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","310.4723764508946","299.2564470329766","253.8603876197878","191.7472593025134","251.398120515679","274.2093152030747","361.7580499319057","488.4562661652591","513.451869794822","570.5246683394658","678.0977976405938","840.8379903306955","1028.16493372485","1191.627898906138","1043.92340224102","900.7117732003018","774.2645564425491","759.1121684387454","594.2098780942048","823.274440480108","1279.907745602816","1395.909403045448","1575.677219176129","1844.992110771862","1636.425994580224"
"IMF.STA:MFS_DC(8.0.0)","MNG.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Mongolia","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","219918.6695752064","309256.4420523601","270997.5716408535","325637.2017462658","594120.4516551812","1190350.009759945","1377668.707275583","680767.9390521156","1515862.382706159","2721793.504679546","3046058.446567838","4353438.541738415","767685.470049476","-2022406.04284132","-4185828.530763182","-4603164.731511594","-1235051.579405723","265581.32792368","3005995.06238428","5542009.42526209","3541073.65316778","2196257.26224947","8749215.12068747","8604349.33739468",""
"IMF.STA:MFS_DC(8.0.0)","NPL.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Nepal","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","17055.3481850308","17233.577413567","9527.73583493694","118862.37747986","132030.0191364925","162126.6287961186","155901.9794528083","227509.510726185","240877.4280076528","241508.1096339148","338477.1192328797","393900.9992702979","570764.7737422469","664645.5817521549","945131.8778524556","1020887.150050744","1038710.461590446","1035162.022552642","1049516.220030051","1417816.641060084","1144069.610147374","1177399.29576696","1630866.560120257","2184355.866763193","3153829.371171485"
"IMF.STA:MFS_DC(8.0.0)","UKR.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Ukraine","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","7325.86445915429","13451.84754508675","25438.97736170425","43876.57379765345","82798.79870876397","67041.24292591902","51443.4503703088","-16120.8601522778","-666.9606674914","98909.2952077431","97929.9204538763","98006.240215055","62850.3259840553","-52034.8882795518","45774.1807314825","129246.8478777406","240341.4378216973","354006.2062031418","546573.900666734","789941.9623736818","855296.9254434002","1254710.748834356","1928411.11899237","2406159.896513166","3047140.009324974"
"IMF.STA:MFS_DC(8.0.0)","BTN.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Bhutan","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","14641.9663549594","16952.45062592322","16736.83573476438","17270.92295090113","20955.21616744407","23939.4018753275","25145.22258045353","32790.04674150726","35392.80918521888","38496.04803416005","35248.40083599004","31919.65055157138","47095.89587695572","64618.14205708256","61738.90543648082","68486.0072413667","62140.96548630039","60261.05383966537","71729.72289014098","100912.8501798647","94666.15563974621","83674.9176306792","66377.31688453457","89237.38535465044","116484.4418460174"
"IMF.STA:MFS_DC(8.0.0)","SLV.DCORP_NETAL_NFRA.USD.A","OBS_VALUE","El Salvador","Net (assets less liabilities), Net foreign assets","US dollar","Annual","Millions","1463.733648345749","1306.962653064291","1073.831486146411","1042.159663529181","1137.577532780216","1427.659611481962","2209.312867354243","2149.808998943061","2928.187579981188","3201.916775576652","2434.425392380569","2738.727598929938","1848.374216019526","1581.10704655794","1402.995190169207","1608.602208636383","2328.675055382524","2402.811147465826","3097.008057403249","2750.831046074297","2195.998923829978","980.628798699373","1454.455880513428","2271.061015133788","3900.694706557661"
"IMF.STA:MFS_DC(8.0.0)","ISL.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Iceland","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","-198455.7731023722","-161441.8894147466","-46785.3247045318","14956.4589581532","267755.291798368","816995.8603389403","-1341435.656402843","190047.5419656048","353777.1844113181","553955.0927953527","936964.7757039827","689393.3430878157","722095.2251578812","690063.2062250793","695345.7228813361","529010.1782795265","374630.3506256485","423724.760855075","489562.1670936498","458548.0263857137","432982.1347783431","295463.052342469","339664.8162892","370613.315499725","397385.598688407"
"IMF.STA:MFS_DC(8.0.0)","SRB.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Serbia, Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","-110911.953989559","145182.9923970283","219036.82","214593.3","276676.3","400763.4587804475","556421.4851884568","474680.6555807818","564064.0076654227","500628.8358580692","663244.7397680715","665644.7944887155","839459.5922031102","1028492.991620237","1077871.611756543","1154144.22173824","984740.4654639236","1114043.520174862","1285791.08787265","1345638.018837369","1651430.405084174","1843146.145021339","2555528.5030623","3143479.030809031","3012933.668381866"
"IMF.STA:MFS_DC(8.0.0)","AUS.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Australia","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","-90804.0014267192","-84302.77167448536","-106072.6021277085","-137966.5651175388","-177536.4239175325","-228616.333424734","-323617.8324059695","-331552.8912281291","-379310.5505541365","-337297.0433868981","-317099.7476311454","-331361.8330431128","-334137.7344633958","-332856.0053819084","-325531.8134322853","-316301.851292464","-322215.7796998858","-359600.1373471827","-137752.7277248274","-461655.6658336639","-719772.6882297674","-712363.7806334534","-517307.2945996839","-212692.9009348919","-136133.6652828738"
"IMF.STA:MFS_DC(8.0.0)","SSD.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","South Sudan, Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","","","","","","","","6302.96532453","4812.33138893173","3346.177326036386","1236.431539605692","-10698.72946660273","-48944.95991561445","-73817.61563524576","-82272.56337611698","-53150.1755246048","-91212.1079092382","-325091.7876173164","-593235.5941453957","-1078293.66653733","-5416027.138013974","-6332740.853995199"
"IMF.STA:MFS_DC(8.0.0)","GIN.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Guinea","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","","","","","","","","","4656459.833348891","4752012.286039035","3462151.406025516","1511557.526627332","2815901.106511099","4680646.014013556","6554123.621817728","9732380.236930418","12139704.71025478","13656981.92372682","17989111.5171259","12732378.39931177","9957769.816686678","34685141.83235567"
"IMF.STA:MFS_DC(8.0.0)","EGY.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Egypt, Arab Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","6780.40869055039","8649.48480447338","25940.48729201306","54107.8356566603","111639.3728133302","187996.7196010934","231586.6626042502","247439.6146946173","255846.3057824098","305209.2257253338","190209.1445729775","132822.0096858613","117591.8866109033","84396.9569806943","-17215.1180259426","-204238.315145883","213712.534873347","127572.7171833476","348503.3094797952","270495.2297863293","38182.4807699466","-515027.110082567","-875213.899174623","153725.806375884","1111883.559166986"
"IMF.STA:MFS_DC(8.0.0)","MDG.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Madagascar, Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","","","1601741.952169798","2000731.282181841","2302486.82044847","2133010.297564007","2514349.815749076","2801247.034860711","2674213.871946089","1884734.117399765","2128930.674368982","2659477.115485423","3641582.97654339","4425536.059608869","4926691.90747024","4641965.314572558","4922453.715579537","4957936.827823881","5047088.075395306","8366274.494620479","10296876.95910148",""
"IMF.STA:MFS_DC(8.0.0)","GMB.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Gambia, The","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","1085.048595722091","1706.729507151211","1493.149863328743","2855.736799674568","2911.550545192048","3777.565622390982","3715.317660284481","3086.63079621434","3024.142752391119","3570.504665048604","4308.631860990891","4553.275632485569","4049.994305534296","3534.905202224205","","","4955.786396291187","8285.660427140904","14013.81563904062","21415.38252165319","26487.11216743497","24032.00964544682","26154.76017551371","32073.33142133761",""
"IMF.STA:MFS_DC(8.0.0)","UZB.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Uzbekistan, Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","","","","","","","","","","49380207.06896973","57605218.82434531","65710351.47371509","82925680.10733713","218431362.4692265","206161750.5633019","232008650.2195932","285284142.5712656","275805820.5408391","276352921.9390024","274439305.8861441","361649847.2671335","616227918.198201"
"IMF.STA:MFS_DC(8.0.0)","DZA.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Algeria","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","1292722.840067993","1725160.996565293","2308849.29112393","3073048.034327659","4157115.346477557","5501569.584488893","7397799.734725866","10246822.51166427","10758043.22880386","11871426.30205642","13795215.80033028","14810905.72445719","15099127.13930803","15601795.09457222","15221756.80292862","12442768.02626212","11057963.73906817","9315754.50234863","7428696.50619252","6321299.615983461","5993967.399655938","8119486.863303649","8904967.882115452","10757332.95386703","9108971.998916308"
"IMF.STA:MFS_DC(8.0.0)","ARE.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","United Arab Emirates","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","120577.7993571733","138447.4710272829","136610.9181418648","151989.7089343924","166816.34865877","155657.6796050419","160498.9384213163","14270.5684369036","43525.7588880528","78603.6012438399","89865.3351781139","159154.6928146997","243466.5059070826","282744.8361361964","246536.5845791328","260870.698319545","330459.4551301872","420225.187421361","487444.738023375","516712.996865645","622982.499868816","862995.834469346","1148839.714309017","1448486.262458506","1799680.613328633"
"IMF.STA:MFS_DC(8.0.0)","PAN.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Panama","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","134.888398940001","1880.432756844068","2359.620231400925","2546.086796684008","2535.06382457803","3536.43246574735","5181.53709154641","5652.82879061159","7849.55404953754","7965.48229025056","6519.96370202257","5864.21669820982","4752.9905718434","6347.21024610461","4903.90052796385","3831.770940461","2066.94066198711","1062.63104514312","3528.68683931408","9334.25900718885","","","","",""
"IMF.STA:MFS_DC(8.0.0)","KWT.DCORP_NETAL_NFRA.USD.A","OBS_VALUE","Kuwait","Net (assets less liabilities), Net foreign assets","US dollar","Annual","Millions","1691.38833680746","1610.27390060371","1962.52381692183","4883.82861117763","5381.97461136608","7465.74454782165","5255.18937021621","11351.2242979295","15625.5404121018","15427.3763441117","18123.0273437094","23380.6669893793","25568.1094038939","25488.0563799569","26132.9776801187","27220.4464649299","","","","","","","","",""
"IMF.STA:MFS_DC(8.0.0)","IDN.DCORP_NETAL_NFRA.USD.A","OBS_VALUE","Indonesia","Net (assets less liabilities), Net foreign assets","US dollar","Annual","Millions","-95831757.323326","-80187710.8042006","-88121946.0562475","-91308934.9367341","-77981023.2039079","-1100803.8359751","-1306092.96387042","-1204074.64599155","-1056240.93456516","-1003307.40732832","-1027364.26750296","-1102739.52481711","-1396109.41736391","-1350393.59153757","-1431217.85031367","-1354614.95347695","","","","","","","","",""
"IMF.STA:MFS_DC(8.0.0)","TTO.DCORP_NETAL_NFRA.USD.A","OBS_VALUE","Trinidad and Tobago","Net (assets less liabilities), Net foreign assets","US dollar","Annual","Millions","-35.5140538454787","450.720111831925","857.99398833015","1161.50944996314","964.044848182401","1798.63596985575","1550.89887817653","1939.64068477064","2572.94064645514","2098.5288533208","2759.55264940827","3370.35983156003","3292.3268279305","3207.82987604808","3406.56969221213","3147.48627482915","","","","","","","","",""
"IMF.STA:MFS_DC(8.0.0)","SYC.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Seychelles","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","-401.8401142532675","-724.1215912414843","-519.7750680502154","-415.9649224382455","-276.8874169958831","530.20358842241","421.377957866239","2094.457367818765","2750.740090756932","3489.000303451592","4273.447917054787","5082.433924548423","7081.3143723833","9487.421466754375","9197.417298840725","9666.782720717434","10590.61906525408","11786.59720159046","12485.98548396587","18596.26374302055","18814.52063223897","18537.5365668864","18960.21836943391","21640.5573533154","25297.40472974114"
"IMF.STA:MFS_DC(8.0.0)","BRB.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Barbados","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","1545.178626409422","1763.039323631776","2031.267917001134","1708.407957696083","1906.260845267701","1821.632241306875","3065.56910431791","1920.403454750665","1773.433266430165","","","1352.213189177973","1582.927475764116","1795.958205037272","2047.896166950343","1877.370057435182","1753.395233346227","1338.891471323963","1679.338318035966","2028.985775016355","2399.407645553215","2222.766704484923","2260.071740638621","",""
"IMF.STA:MFS_DC(8.0.0)","BHS.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Bahamas, The","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","","","","","","","-2813.46728617818","-1938.43000071699","1257.52203712364","-31.07474030045","223.95660192658","558.16458000645","402.466348109829","990.88669691994","1291.536125399975","2304.117951552315","2276.138113415936","2122.341662250652","2585.025706380319","2595.781876257587","2971.054208221361",""
"IMF.STA:MFS_DC(8.0.0)","ZAF.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","South Africa","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","32042.6405600755","86332.5463766641","126840.0816763334","141678.910666734","195309.021946917","273770.2834652122","304950.6788862576","390599.6469525069","354166.5196161549","356014.5362703015","526222.1237635854","527418.5464601317","670244.613962597","630195.039139513","823980.668746752","736455.159495673","729839.610470589","795711.029069866","875929.028192218","1192626.264016097","1336407.26192862","1327522.221528201","1435701.598133019","1491566.572090573","1427036.482276583"
"IMF.STA:MFS_DC(8.0.0)","DOM.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Dominican Republic","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","2712.37333883291","-9748.11426770602","-7607.99163030501","27604.49533343554","49144.83921484475","68444.01154701767","99413.52311416121","92111.25653186958","97846.71520144682","87196.363497327","83158.0976502164","70444.7822692239","123167.2317003178","150813.2445617939","156222.0611538191","193772.6790752702","249302.1010948079","313457.6318187859","366316.9872319052","622706.5278872799","662211.6443136267","655070.0909118304","721890.824709747","617893.4140476472","793114.7696640097"
"IMF.STA:MFS_DC(8.0.0)","KWT.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Kuwait","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","3511.906783403363","3172.636713978352","2730.601659801077","3780.612996176289","4033.669755166075","5646.636452082591","5827.36191658225","7734.387683692478","9612.078614650129","9630.267392382146","11617.29476662145","14075.05075720123","15654.69262835889","16243.5213948545","15872.68062642262","17087.03307453548","16561.11777337031","18245.33109207889","22323.22937302053","22468.08826574803","19842.50691899146","24861.64826751654","26798.29210091655","29078.58538197688","28581.13502889711"
