"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:MFS_DC(8.0.0)","JPN.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Japan","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","40842000","37963800","33508300","41760000","69659300","80095000","106846400","74406600","70784400","76920600","80975000","85662600","101440800","83362400","74251200","76729400","78619000","77378800","74771100","85258200","89576800","84122200","79743000","57715100","70705400"
"IMF.STA:MFS_DC(8.0.0)","USA.DCORP_NETAL_NFRA.USD.A","OBS_VALUE","United States","Net (assets less liabilities), Net foreign assets","US dollar","Annual","Millions","96171.3704020775","65067.6885572594","2803.810000687","-65390.132171693","-37598.28009164","-83854.528275669","216100.838691005","293687.809529498","234810.890514188","313098.312698392","6790.172853612","94286.806076381","-233083.823019997","-210597.040486805","-203108.465571909","-103244.697212523","-97043.960880317","-88646.531520331","238941.753376571","310583.715092903","262963.739165194","62835.174950478","225895.514598733","498786.709612001","1258604.951933999"
"IMF.STA:MFS_DC(8.0.0)","NZL.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","New Zealand","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","","","","","","","","","","-81777.6436952645","-78750.4905951232","-73198.2785867565","-79793.509","-76163.951","-79954.319","-90844.997","-99988.755","-106026.161","-104906.88","-91270.961","-81891.41","-85351.1"
"IMF.STA:MFS_DC(8.0.0)","MAR.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Morocco","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","90939.14943212294","100529.1717198743","124790.8920613268","143163.46589875","165996.5193999993","191536.9384784357","208069.0228363637","197099.1664362066","192713.5231588765","194292.7107927748","169795.4911412609","141430.9049432494","142265.9133131791","173808.7676138695","223778.0460035783","241385.7598868244","262299.5784941254","250204.33765234","263851.6235807217","318142.5562607532","316707.8275691968","313643.9649063421","351882.146045965","398166.8564504033","463019.6572350255"
"IMF.STA:MFS_DC(8.0.0)","LBY.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Libya","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","106653.4092859333","119139.3340174056","117913.4812451034","101825.9389188516","343128.4262768975","385277.4439545162","402939.3811177568","437550.8824882398","501952.9520744361"
"IMF.STA:MFS_DC(8.0.0)","HTI.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Haiti","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","6728.517408966638","5818.221196715936","9002.067230085249","10394.7097151237","10473.88064088204","14733.71648634029","25905.23549680255","33614.65323613431","44576.64906110067","82585.65209524408","92102.2547156953","99669.56313290091","84223.23788467006","84288.72607251233","105320.4531027314","136642.344404974","137024.7250637149","151673.4866701443","184737.2480812051","159877.6048646897","208202.2517174155","250491.1367254635","290412.3896543956","370662.2054535784","467390.5593002376"
"IMF.STA:MFS_DC(8.0.0)","BDI.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Burundi","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","6292.43574516536","16795.81247350288","45112.71940986178","37423.28781308626","73873.9130423063","80799.584753263","130568.361786439","256060.0374543966","264042.7325987135","254047.8836483731","205011.5036520905","197171.5669891125","230520.4993377848","180495.3825203122","-68762.4097296855","-170769.999431603","-150523.8124634532","-199572.5113054388","-200234.6717757002","-204383.0335255612","-461365.7683900335","-697742.2054154691","-1379178.974083895","-1742920.094802489","-2257865.085258246"
"IMF.STA:MFS_DC(8.0.0)","BRA.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Brazil","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","-11271.2080842612","-55125.612064962","-11465.6388857211","7414.2766865128","78694.4694458833","132220.6884398522","235267.9147675108","343073.6120141638","349590.9294940318","376382.7922545149","486299.9576619329","551275.3770848097","667191.9298805717","730653.1816894269","1089322.644095949","968152.3266536983","971238.6771776976","1171326.182865718","1070671.65239303","1297344.686556395","1334026.229781107","1087569.409206387","1097230.283761296","1359521.392208118","1259503.425593127"
"IMF.STA:MFS_DC(8.0.0)","ECU.DCORP_NETAL_NFRA.USD.A","OBS_VALUE","Ecuador","Net (assets less liabilities), Net foreign assets","US dollar","Annual","Millions","293.37831874689","1958.336766032798","2738.41786035123","3661.662782988981","5121.817942715033","6187.362245470246","7902.435606846899","9373.233517344206","8752.663137947535","8237.938886530573","9007.646491676975","9953.416961885466","10645.40210105944","10341.90369591031","8290.054891358858","10241.78104698894","9151.137269327871","8708.732932687785","9242.978669767098","13096.1005925479","13805.00095963074","14298.90475066622","12423.66227836119","16288.57483421093","21191.18441834819"
"IMF.STA:MFS_DC(8.0.0)","JOR.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Jordan","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","","","","","","","","","","","9079.789555003978","9727.447398207935","10151.92087287773","10095.80375530381","8035.351145153251","8042.271084733267","8374.09446715559","8617.09352170977","8301.86051316375","9054.24238206294","11147.68500591426","15236.96930610995"
"IMF.STA:MFS_DC(8.0.0)","MDV.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Maldives","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","1142.47407804631","1646.034598248761","2628.46718549551","3344.601647994286","1786.47515588085","952.063374835509","-510.437947152477","-1732.120893029588","-1338.70560781013","684.635438558779","2872.373353870123","5258.259429246695","8837.788224050206","12542.55503028808","12297.1434381236","7869.262713568108","10353.37892171808","9819.195428442316","13041.79569520741","6617.92879291617","14163.27204557719","12217.65938851696","9485.512096025104","6868.90679943361","8073.4854691078"
"IMF.STA:MFS_DC(8.0.0)","TLS.DCORP_NETAL_NFRA.USD.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Net (assets less liabilities), Net foreign assets","US dollar","Annual","Millions","","70.15098083318799","108.0529357902122","183.7397361072432","159.0659371756433","113.1792536918799","318.1381241081622","392.640436879578","442.7287676905253","621.7815568525544","688.867759556431","1179.315373140836","1071.845150119361","756.7794834960201","1015.513043445898","1095.796082763716","1250.576002941451","1411.990935098584","1542.256263005101","1573.844305845799","1928.419158988063","2242.471833320786","2069.167340243881","2059.027187029951","2161.15181338642"
"IMF.STA:MFS_DC(8.0.0)","AGO.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Angola","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","40408.96100976","78884.64119601","106807.128023831","151393.646631899","386768.02204112","891272.10996581","1022718.83054656","1509121.58006886","1181781.57062078","1813676.66936324","3042999.76995089","3296015.59617743","3223900.34144162","3156956.00347934","3599546.498114267","3846414.87779266","2626426.78051891","4497158.82504226","7712501.35561224","8973082.03460283","8423022.60547307","8332138.50173646","14370378.72998738","16422278.36667054","16783091.15364355"
"IMF.STA:MFS_DC(8.0.0)","ROU.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Romania","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","13100.87453459614","17892.89911020621","17814.61022442669","27557.04950537077","33623.85188566132","38795.97974991364","25080.90417434388","8604.4369116697","-15137.0977653971","-34399.2174222278","-43647.2848810019","-24760.3058906663","29332.5022881955","81681.2441233858","102176.738405835","129188.8964289585","140639.2553806173","156328.6242022593","171118.4563508972","226112.0045575","229475.9876492184","239312.818681877","316283.0785443716","340706.8176871639","381235.290102788"
"IMF.STA:MFS_DC(8.0.0)","ISR.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Israel","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","74220.3171769147","78583.8297039572","97127.5518950326","117395.6320444386","148383.0005941915","165824.257721232","148925.0589250255","167975.265103927","212898.677596145","194404.9929896504","239660.6534017997","270057.7420736876","282746.9420074874","354336.2023843049","389622.0231024397","429658.849633506","457469.985369893","497720.90588438","504663.4855059727","609689.888073428","691152.1607054658","719246.2197219613","851068.5672235324","910476.4771237637","883573.2319967549"
"IMF.STA:MFS_DC(8.0.0)","BIH.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Bosnia and Herzegovina","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","2569.266538463771","2121.236752568786","1928.415986296756","2749.250809423853","2781.341222914847","4140.407046314125","5467.08206573314","3429.757887928927","4043.830609435494","4904.289153320263","5398.94481941117","5485.313123524514","6403.344367628931","7519.20333800153","8493.90192761701","9724.79679910706","10783.73228404585","12466.13135996634","13950.55325033781","16014.51847519944","19113.43846119545","19273.41386172852","20500.01298425511","22287.16072703648","23029.0047219451"
"IMF.STA:MFS_DC(8.0.0)","MDA.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Moldova, Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","1307.69503470112","1942.617253468111","2793.418901149491","4891.717788354248","7340.009774545208","9469.528220798939","11704.99243294208","12534.00846041727","16218.77252008926","18122.44020604702","16444.77360801285","23153.01994040502","32078.72438534868","44188.37637720053","49281.85834604682","61509.09961140159","67857.32218056702","71722.41541486334","74150.75973174113","86611.22700305604","92771.4520442843","95954.13438766651","109187.9529988229","119399.9270755933","119804.5199612457"
"IMF.STA:MFS_DC(8.0.0)","WSM.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Samoa","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","115.56","126.82","152.01","174.46","178.64","174.28","186.851","168.39","260.788","321.949","215.2692814065491","190.5907713800926","216.3802625729382","139.1571453209393","194.8436674856335","143.4692539859437","293.2538053037607","421.7671175357955","466.7057879988993","654.1666077356819","673.6247105955131","802.3793096072183","1198.339473745468","1431.401422822111","1628.564969953783"
"IMF.STA:MFS_DC(8.0.0)","MAC.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","85222.4192479","97960.3578544","114717.2910645","130674.9675265","149142.33966126","192088.72895996","216465.55088815","233256.5778","275171.67401738","333837.52448114","425290.43509068","482693.81563405","561495.40212465","579930.17087067","506935.70786951","525900.04120955","591795.526333","696118.87264387","725252.36623467","673680.18015867","594731.7152318","597432.14510064","613755.91062402","739979.49071454","882555.18263859"
"IMF.STA:MFS_DC(8.0.0)","BRN.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Brunei Darussalam","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","5462.479190886888","5112.082381605049","6124.576608613663","7889.86487041879","8623.391070712398","7630.199897497615","8141.903970322766","10547.55244707699","8577.447662635436","10932.20534240358","15592.98483687944","14859.70417317486","14047.52246227051","13070.61221295291","11211.93241886421","13404.82894842465","13250.40792550774","13599.63147478283","14324.8790566969","13317.28842715195","15026.47211501479","16047.34038450146","14592.5212407636","15204.21346588512","15894.66770499182"
"IMF.STA:MFS_DC(8.0.0)","HND.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Honduras","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","25080.44947796347","30366.39570560167","31012.17181545186","42010.83593333682","49690.81575013564","55347.40482659086","51742.94995604375","49998.8039705383","42952.06810545434","52822.02717903949","54314.28116816606","45204.32259039563","52659.07963905362","61217.81989834051","67413.12700280125","81902.9993586139","101754.9080005026","98753.67370723105","118426.592194372","154931.4113352439","148034.7078477751","143687.3669726821","118717.1900179193","119746.0977880189","181978.700041962"
"IMF.STA:MFS_DC(8.0.0)","PRY.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Paraguay","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","4173822.0554947","4544202.19","6741003.55071","7995126.40386866","8327277.018164011","9044440.44674783","12205574.06395609","15169034.50059125","18028412.77644849","18760973.41097518","20901886.149297","18802294.18983773","22434447.29907315","25694780.30436382","29096944.79145831","35477459.32160474","40272190.78236732","40383995.72015392","44353920.45683931","67638736.57523715","66239066.82155393","63347794.0527438","63991716.97157283","63732439.6442997","55150363.13682455"
"IMF.STA:MFS_DC(8.0.0)","MLT.DCORP_NETAL_NFRA.EUR.A","OBS_VALUE","Malta","Net (assets less liabilities), Net foreign assets","Euro","Annual","Millions","","","","","4017.4880462869","4551.5752113858","5428.487018281","5438.434922388","4989.9093250723","10933.7202267993","11120.9067265076","12058.6062908334","9504.67644321821","9168.46621823596","8991.91815542823","9395.84066397752","10861.7050560422","11359.2899299706","12064.7775831369","12475.761453157","13249.3921674246","12856.6957844577","13485.0450468388","",""
"IMF.STA:MFS_DC(8.0.0)","IRL.DCORP_NETAL_NFRA.EUR.A","OBS_VALUE","Ireland","Net (assets less liabilities), Net foreign assets","Euro","Annual","Millions","15602.128327864","13541.295172891","32764.555887079","48727.632884592","59092.5113913411","93653.9494171161","53289.843825084","22666.27756703","30675.7549040139","39084.060553434","53150.237010004","66978.7551790164","66931.3988886246","101252.248836785","115619.242226045","121778.674089948","137913.509766612","163186.77257236","208391.369448779","231423.394434967","271544.602128549","276680.816503616","299483.06028947","",""
"IMF.STA:MFS_DC(8.0.0)","ITA.DCORP_NETAL_NFRA.EUR.A","OBS_VALUE","Italy","Net (assets less liabilities), Net foreign assets","Euro","Annual","Millions","-33653.273463246","4511.21510926401","7818.29772540302","25970.162781505","26663.160549552","28243.639426473","6048.9534275","26554.735631447","89761.486039283","85266.094429952","-19098.711998765","-57061.1585126904","-83696.8706510313","-32389.3088012087","-56466.5729844401","-124188.068463414","-178865.614396226","-219888.424852631","-136841.319463763","-155887.584509639","-161406.085837878","-265443.164446365","-136263.423478028","",""
"IMF.STA:MFS_DC(8.0.0)","LUX.DCORP_NETAL_NFRA.EUR.A","OBS_VALUE","Luxembourg","Net (assets less liabilities), Net foreign assets","Euro","Annual","Millions","143014.523444104","159449.525562233","174118.294288844","199898.101609839","241059.546744886","258943.746791493","276313.591489769","301722.028293208","253226.999277578","251855.398759252","264616.613352448","260635.383856995","287777.074385961","313368.290608145","322778.916441853","333218.738927485","335581.832479747","354729.157923047","362096.786118112","377140.440867251","423301.520600448","389376.528554172","379934.358071818","",""
"IMF.STA:MFS_DC(8.0.0)","NLD.DCORP_NETAL_NFRA.EUR.A","OBS_VALUE","Netherlands, The","Net (assets less liabilities), Net foreign assets","Euro","Annual","Millions","39755.628992799","27302.333039198","64443.592966361","64213.987428039","97104.5371171769","114394.881362064","80763.8927004601","67800.709352386","56952.4001180551","101372.330620477","139432.347960776","146068.858573833","144717.43560249","198507.901261886","210408.415935186","207765.9350923","183365.960554721","218283.623314557","267097.348653872","284240.911742233","283888.974088628","331652.37227903","350712.729807821","",""
"IMF.STA:MFS_DC(8.0.0)","ZMB.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Zambia","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","-3077.9622877664","-3001.025702582317","-3016.476647913956","-2108.750932215421","-352.665082006409","3498.340672554364","4552.022398008855","4984.695154186975","4913.220412795976","6690.048705001899","9392.873333048543","12013.70315400749","11662.82473044215","15306.41050189639","29574.72815626034","21880.6821914193","","","","","","","","",""
"IMF.STA:MFS_DC(8.0.0)","G759.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","West African Economic and Monetary Union (WAEMU)","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:MFS_DC(8.0.0)","GHA.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Ghana","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","81.8202555169756","352.2944652202048","933.4731535420434","1250.541000161516","1480.092909668392","2088.422022519437","2433.953234594575","2516.625835260373","3517.244451489258","5410.41213553566","7307.690859121049","6930.099628085949","5378.767397717401","8787.38911029874","11391.20841170571","15492.09520205034","20140.71405418956","13668.94970267512","20991.98906011805","16356.95871533941","6733.27539822357","-11346.85566726388","14891.19571555882","60008.0831086206","66952.12871761299"
"IMF.STA:MFS_DC(8.0.0)","CIV.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Côte d'Ivoire","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","298006.3009955448","909769.9294242568","470624.2324001838","700789.423307522","723514.664408427","854495.0898341606","1023379.107200526","1000248.851479379","1111897.007264934","1345336.769829055","1688305.955190196","1522569.532293356","1454851.169128132","1697083.35811076","1802697.719799588","1701387.456214562","1795356.970203802","2703046.81093","3200609.787881428","3893579.838159666","4874852.132435","5140162.078219","4477579.52485","6220918.123846002","8725703.850985"
"IMF.STA:MFS_DC(8.0.0)","MLI.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Mali","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","344333.9","443275.4","593697.2","444548.359959","478754.873592","530192.212434","474839.067354","476337.158409","721930.706368","740899.065679","733051.237351","744166.394039","830653.872882","701123.377691","662431.1332","348196.054886","313140.810288428","369099.916322","323687.009586","354848.843193","1041583.683106","799590.086029","235078.990238","579170.819188","1000804.894965"
"IMF.STA:MFS_DC(8.0.0)","BEN.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Benin","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:MFS_DC(8.0.0)","MUS.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Mauritius","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","35210.51772810777","43433.57555989678","91996.8757128353","116051.9520937651","145835.4745897355","238552.9371957863","265990.1413947738","285142.3279667689","336656.3401333728","396025.763800679","370755.1031605826","401320.9065204165","396299.8564696974","457823.2251355784","529025.5520294868","549150.6842148023","","","","","","","","",""
"IMF.STA:MFS_DC(8.0.0)","TZA.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Tanzania, United Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","1238659.795506709","1620143.20853977","2272048.70068185","2497433.936756077","2666315.71696676","3613809.406602494","3674845.078355677","4076151.812661258","4930808.901981033","6086778.467906656","6296385.613451856","6371084.348072193","6572437.418876124","6562048.202052508","8206590.690284391","8252156.905835597","11572443.15953139","10635064.45338256","12040855.61491984","10699388.68676482","13985839.07619465","9422376.186501588","11203088.40704392","13680880.39823338","10880193.23249793"
"IMF.STA:MFS_DC(8.0.0)","RWA.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Rwanda","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","114139.89","142273.59","140214.77","208493.447","251660.218","275795.702","344358.76","393399.944","432289.343","509222.19","656660.22177734","535030.490024","729681.90822463","667692.4777647697","622394.2020194404","805786.1806610094","930662.3758159117","1167106.853052911","1270333.511357717","1640775.298150145","1595144.78420789","1851643.217422764","2616070.298814628","3979149.44221024","4175470.055089572"
"IMF.STA:MFS_DC(8.0.0)","LSO.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Lesotho, Kingdom of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","5338.25671019","4034.4830829855","3631.9791235162","4192.013597448","4493.043411248","6419.0936","8679.9782","11463.341","10995.555","10241.138","10072.85665639","10576.24767432","13372.03291572","14520.3443346947","16846.95115927349","13626.21892532723","13199.43132877694","14995.70197984838","14979.43826329983","18741.14983717395","18921.64829412958","17077.67567030743","22808.2410159","25292.44210988253",""
"IMF.STA:MFS_DC(8.0.0)","ALB.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Albania","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","157270","164323.8987022898","161812.6410787386","188807.2454509117","210787.0082851976","233227.4560873215","232443.3253452525","206635.8542644674","244388.3366622458","339374.7291263691","389025.9368388876","451173.8989147808","478910.2565323223","524487.1262411623","614841.1566458946","655908.3947781719","653746.7547793232","680624.7164796006","691446.5380214807","746995.2858503705","886437.9675724467","850603.4914768773","947969.0310575842","1005015.285875465","1121995.069809063"
"IMF.STA:MFS_DC(8.0.0)","TGO.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Togo","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","65070.05604132023","86234.93315296461","93220.30972787848","-243506.3738095558","-233660.576433112","215537.9101624034","232326.7305916238","252766.4161126144","24658.3600327884","287307.8346003604","336664.0213827518","342428.4584891084","136888.6878917278","67867.0215164991","37637.356932243","109396.89545295","","","","","","","","",""
"IMF.STA:MFS_DC(8.0.0)","NAM.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Namibia","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","1176.219209154397","3339.771061417674","824.126506737504","1015.610096950431","419.227518912281","4295.63313191487","8177.173505916543","15879.0125120563","24730.50347077249","19962.98019314917","23506.49349048026","20716.90660522378","23122.62033808328","19511.87905553236","29792.16291577088","27047.25068779706","34125.6232160654","38339.56634356246","38201.08666113778","41986.5209928901","46373.1075251816","52203.97433711467","67020.69211795813","77775.19095143209","74341.77823958434"
"IMF.STA:MFS_DC(8.0.0)","WBG.DCORP_NETAL_NFRA.USD.A","OBS_VALUE","West Bank and Gaza","Net (assets less liabilities), Net foreign assets","US dollar","Annual","Millions","2328.65248517806","2567.59939497727","2794.92228001148","2889.54681350994","2863.11105574563","","","","","","","","","","","","","","","","","","","",""
