"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","PRICE_TYPE","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:ANEA(6.0.1)","ISL.B1GQ.V.XDC.A","OBS_VALUE","Iceland","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","476948626373","511156646095","547153012339","612918816646","658804211317","718563519965","810904093230","863104872156","887115632457","980152914556","1079910085786","1240196385946","1406654848092","1604866363477","1633577780427","1701937480384","1784997169353","1869206876922","1984716739126","2107905676401","2335025377501","2547156043724","2677408914709","2889194474237","3063414472247","2983972054549","3331536544246","3946957241278","4373066985947","4578360840430","4955597372257"
"IMF.STA:ANEA(6.0.1)","LVA.B1GQ.Q.XDC.A","OBS_VALUE","Latvia, Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9319528744.6245","9533874274.6784","10408271298.135","11090013343.728","11402574785.451","12068602191.633","12848303681.99","13833188831.424","14999206656.765","16307908949.022","18202124409.076","20536550113.056","22675336780.456","21906933865.606","18393057394.853","17719640000","18257669372.448","19591436042.947","20002090229.862","20421125973.548","21193732139.338","21734529639.399","22473275157.731","23441808787.929","23600128381.72","22781386236.024","24362993482.275","24827969542.664","24594187874.685","24585074334.859","25110670908.856"
"IMF.STA:ANEA(6.0.1)","ROU.B1GQ.V.XDC.A","OBS_VALUE","Romania","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7610600000","11387700000","25500100000","37007700000","55126400000","80873100000","117391400000","152271500000","191917600000","244688300000","286861900000","342762600000","425691100000","539831400000","530919600000","540447500000","587235000000","621214700000","631634000000","668905000000","712548600000","752129100000","851620600000","953049200000","1059822100000","1063650700000","1186015400000","1384597800000","1590749400000","1759183300000","1916404900000"
"IMF.STA:ANEA(6.0.1)","AUT.B1GQ.V.XDC.A","OBS_VALUE","Austria","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175916997595","181541915567","187778736409","195274449966","203064920394","212406814720","219373301812","225087920890","230541872427","240541726909","252354932544","265933650836","282208227164","291846202650","286274125545","294050605898","308167045226","316589410495","321191708900","330113483091","342083540201","355665600396","367294903024","383234316658","395706770030","380317878860","406231493997","449382185634","477837326059","494087556132","514328140155"
"IMF.STA:ANEA(6.0.1)","CZE.B1GQ.V.XDC.A","OBS_VALUE","Czech Republic","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1607591000000","1840556000000","1982423000000","2168884000000","2267275000000","2399700000000","2591574000000","2704466000000","2833197000000","3087777000000","3288493000000","3530252000000","3856629000000","4037564000000","3945505000000","4032952000000","4095355000000","4118386000000","4169011000000","4377991000000","4651813000000","4843030000000","5179344000000","5475773000000","5888869000000","5828318000000","6307755000000","7049872000000","7659655000000","8058158000000","8556452000000"
"IMF.STA:ANEA(6.0.1)","PRT.B1GQ.V.XDC.A","OBS_VALUE","Portugal","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89028557000","94351591000","102330960000","111353381000","119603305000","128414445000","135775009000","142554263000","146067858000","152248388000","158552704000","166260469000","175483401000","179102781000","175416437000","179860351000","176318001000","168538750000","170675649000","173186662000","179392709000","186380749000","195509136000","204997646000","214489895000","201032705000","216493745000","243957086000","270352615000","289784318000","306741698000"
"IMF.STA:ANEA(6.0.1)","AUT.B1GQ.Q.XDC.A","OBS_VALUE","Austria","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218207520144.81","223042490511.97","227828614543.53","235786394772.64","244656500750.27","252459875784.4","255784740967.68","259581529803.46","262544821948.71","269279766807.41","275528040632.03","284535978479.85","295277850366.05","299569140509.5","288825797774.1","294050605898","302658843171.62","304560285914.47","303796672751.7","306092764677.33","310082755082.62","316647888043.26","323842919597.74","331887893723.85","337712447491.82","316374913326.52","331950340617.16","349646493104.31","346897417864.33","344611052551.57","347537458508.56"
"IMF.STA:ANEA(6.0.1)","IRL.B1GQ.V.XDC.A","OBS_VALUE","Ireland","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54758739952","60147567601","69400729054","80430814246","92790526740","108495288886","122089173824","135997893650","145576854345","156259950820","170306765270","184916242783","197069396004","187282982788","169519713259","167255062831","173120414878","176621908874","182908625796","200594870431","272282900840","275933140873","308365952635","335135957497","363752627058","381728693305","448445123211","520718392555","524728751844","562794208639","638683300000"
"IMF.STA:ANEA(6.0.1)","CHE.B1GQ.Q.XDC.A","OBS_VALUE","Switzerland","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","473850770794.6","476505125672.57","486500377479.17","500006181460.52","508406663269.94","526878179884.03","535267122244.02","537303333033.85","535776196312.46","549636345840.02","565862077377.33","589256641089.91","612727874709.67","628239670851.87","616083801809.1","636172019983","645127162942.14","652379268921.09","664357760637.66","681255191914.86","691164070816.05","704376301422.27","714380882935.83","738151424667.32","746384189154.98","729551300117.61","774610054603","801987120340.06","808608012210.53","819850361516.59","830509054941.18"
"IMF.STA:ANEA(6.0.1)","PRT.B1GQ.Q.XDC.A","OBS_VALUE","Portugal","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136902144369.21","141699533054.96","147935542009.55","155048227917.53","161105307509.84","167253371782.02","170504229293.43","171818688176.74","170219879336.7","173264662752.55","174619328496.43","177456953879.68","181905053289.26","182485780273.06","176788431426.32","179860351000","176778393860.67","169617273804.21","167948058794.59","169193210881.15","171883041792.85","175327820270.37","181139447295.12","186476328765.03","191596379950.91","175876602840.84","185653154909.33","198622590151.28","204779849022.25","209314905222.26","213210514893.81"
"IMF.STA:ANEA(6.0.1)","CYP.B1GQ.Q.XDC.A","OBS_VALUE","Cyprus","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11386809356.008","11528978393.528","11833450719.112","12556579041.441","13184151173.152","13970625930.43","14522823663.429","15063504744.83","15458665608.034","16235660230.286","17023574811.572","17826029286.78","18734840573.126","19418098189.407","19026807580.897","19461127000","19542223825.935","18868528814.385","17625568722.046","17312528279.337","17904429838.512","19081393792.824","20178732762.859","21444275000.603","22704253929.141","21973033873.507","24477422420.71","26616394501.343","27580028736.178","28666894053.812","29748568631.256"
"IMF.STA:ANEA(6.0.1)","IRL.B1GQ.Q.XDC.A","OBS_VALUE","Ireland","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80690636282.3","86645302323.712","96195143364.623","104627727530.87","115644908115.45","126519605506.46","133232509632.94","141092382211.75","145344678571.93","155210878865.27","164119645134","172305692636.68","181455328579.52","173318743247.48","164486796637.91","167255062831","169945973923.06","169257642428.94","172969356890.48","189203903318.76","235793445170.11","238676530718.53","262804001322.14","283010106191.26","297083859377.88","318336332835.72","370092052539.88","397890180480.15","387798197043.24","397878884278.99","446967585108.14"
"IMF.STA:ANEA(6.0.1)","HRV.B1GQ.V.XDC.A","OBS_VALUE","Croatia, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15716117594.156","17315647712.939","19650400105.162","21736348394.357","22309080731.612","23965369772.418","25755790487.339","28297094236.879","31157459371.203","33633157502.856","36181275159.254","39489921758.914","43262054082.864","46554830759.893","44677391478.235","44486058958.896","45178897140.305","44791482595.387","45061544588.919","44867868179.759","45965659592.109","47565918792.582","49732493509.638","52216699010.855","54905517472.73","50744016902.989","58343086758.152","67613036545.36","79186330742.268","85905231846.586","92975107463.249"
"IMF.STA:ANEA(6.0.1)","MNE.B1GQ.Q.XDC.A","OBS_VALUE","Montenegro","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2820141288","3021430270","3229866727","3036253994","3120528184","3226931565","3146667208","3253217252","3330328563","3414354851","3531785049","3645391399","3817924874","3985681301","3388123277","3830146712","4126582711","4393917666","4532945630","4657354719"
"IMF.STA:ANEA(6.0.1)","ALB.B1GQ.V.XDC.A","OBS_VALUE","Albania","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","269295246410","338000308300","336480806570","393069963960","453512322560","516206780280","583125138970","633932624590","700711634560","760444767590","824594556650","897697711080","1005281279300","1112317142040","1171606460710","1256235269460","1308997906060","1324877373880","1352246838730","1402496106630","1444801964150","1488303314610","1579055793240","1660820293450","1712036781040","1655984492630","1866671730940","2149741803640","2364276124294","2517819719284","2650990132378"
"IMF.STA:ANEA(6.0.1)","HUN.B1GQ.Q.XDC.A","OBS_VALUE","Hungary","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19337613615167","19357189898778","19933623604564","20700690997895","21339526352068","22280466096290","23185504460550","24282193963063","25238615583049","26491239713981","27630438041049","28717400581799","28812844108159","29099081587176","27137755158494","27427573000000","27953279805516","27578849965181","28139299054853","29358955787863","30433439594936","31175602055951","32461341214907","34281168845207","36021687190365","34458805098715","36947735579233","38481946175948","38167507357323","38438141930491","38634000526669"
"IMF.STA:ANEA(6.0.1)","MKD.B1GQ.V.XDC.A","OBS_VALUE","North Macedonia, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248646449773","252393466584","258580680967","268693551126","280786041273","308447204641","334840147956","372889236713","414890113000","414621901000","437295506000","464186331868","466702704500","501891000000","527631000000","558953615457","594794862820","618105482000","660878198249","692682874032","669280177788","729444530815","816083767004","902905187173","964086727666","1043880567782"
"IMF.STA:ANEA(6.0.1)","SVN.B1GQ.Q.XDC.A","OBS_VALUE","Slovenia, Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22744414401","23407099571","24617560499","25371799512","26708387749","27642624906","28424548119","29357607743","30295592435","31672836788","32893547905","34837155913","37324261428","38582924384","35654254121","36050778497","36287069344","35229105835","34938896434","35904199863","36763497462","37879054871","39839069737","41583655743","43041267696","41283031996","44757768239","45952132354","47043877662","47858394016","48365659996"
"IMF.STA:ANEA(6.0.1)","MNE.B1GQ.V.XDC.A","OBS_VALUE","Montenegro","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2166280953","2687081654","3100046317","2981872480","3120528184","3237983072","3169259619","3329596431","3447220684","3614995457","3936629348","4252495986","4600913276","4898389893","4144815915","4923235408","5944380527","7068843051","7644530497","8170742696"
"IMF.STA:ANEA(6.0.1)","HUN.B1GQ.V.XDC.A","OBS_VALUE","Hungary","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5855584000000","7149020000000","8853540000000","10459461000000","11658136000000","13340291000000","15413047000000","17440963000000","19108793000000","21088678000000","22572429000000","24321949000000","25730258000000","27233189000000","26467800000000","27427573000000","28492068000000","28919193000000","30343344000000","32826770000000","34984755000000","36311882000000","39335929000000","43553984000000","47940496000000","48807766000000","55560466000000","65950424000000","75218235000000","81493548000000","87045554000000"
"IMF.STA:ANEA(6.0.1)","CHE.B1GQ.V.XDC.A","OBS_VALUE","Switzerland","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","423515355498","426881828002","433747492069","444954842818","453531107137","476794431832","489674255649","489292797185","493651675297","508607552802","528601157102","562159638451","598992212166","622461843395","613317965338","636172019983","645812258035","654393623955","666210444137","679021949212","679632739686","688404189285","695842649828","724383244891","731800768503","709854597900","768279352474","819703686720","834189811289","853956984779","867544669452"
"IMF.STA:ANEA(6.0.1)","SVN.B1GQ.V.XDC.A","OBS_VALUE","Slovenia, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10568327204","12126650989","13812391573","15291046474","17149434413","18731919986","20937564315","23272630445","25376344621","27420881307","28905735829","31294440412","34936909343","37742053566","35830349198","36050778497","36782213207","35933578282","36041266795","37270934917","38493890577","40013155346","42625477901","45462435468","48156453885","46738699276","52032396543","56881625110","64050008429","67418081508","70486189378"
"IMF.STA:ANEA(6.0.1)","MLT.B1GQ.Q.XDC.A","OBS_VALUE","Malta","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5345996004.5484","5305515958.7024","5450947320.8558","5652267728.4781","5675292494.1779","5838811021.637","5975216708.3199","6276152623.2203","6552968397.9076","6461538123.6155","6861982283","6930067002.0427","7214315753.2837","7668264579.224","8253457731.4521","9047498399.8335","9416455706.8442","10637896427.86","11402677651.32","11868483399.055","11458156368.137","12986669964.435","13324626357.424","14743289540.734","15658105468.911","16278265194.23"
"IMF.STA:ANEA(6.0.1)","BEL.B1GQ.Q.XDC.A","OBS_VALUE","Belgium","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266261464406.54","269779928985.16","280014493683.07","285507908757.59","295622648798.99","306610070883.54","309981566335.13","315272624032.79","318545012570.18","329920913463.47","337580812447.45","346197025503.71","358926429186.02","360530489813.58","353657188539.43","363242400000","370257173857.31","371056202212.52","372189758684.26","378760919169.64","384344477563.74","388931639396.36","394666310465.96","402078019353.36","411900343260.54","392158026089.61","416685380672.71","433455336039.69","440222680860.35","445055242236.5","449430660286.57"
"IMF.STA:ANEA(6.0.1)","SVK.B1GQ.Q.XDC.A","OBS_VALUE","Slovak Republic","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36318424961.704","38540959590.912","40655255040.013","42210768898.029","42011001702.552","42342562811.41","43581150848.834","45506240752.512","47716341671.787","50288013223.828","53549156797.558","58328786949.992","64639162306.325","68106004407.696","64356538728.242","68726722000","70487792522.128","71593866554.074","72097403074.501","74049765792.969","77883232639.846","79400256587.594","81682802183.785","85000855479.978","86935389185.004","84687663902.57","89477478599.47","89964765460.57","91865393781.823","93646364704.511","94402482955.776"
"IMF.STA:ANEA(6.0.1)","SVK.B1GQ.V.XDC.A","OBS_VALUE","Slovak Republic","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20027717000","22248057000","24578454000","26795732000","28614136000","31632015000","34307332000","37272248000","41210910000","45996759000","50275896000","56349060000","63180691000","68556645000","64055141000","68726722000","71629533000","73727607000","74642671000","76562300000","80376307000","81621573000","84960370000","90275851000","94547484000","94320583000","101891569000","109959757000","123538698000","130207520000","136754312000"
"IMF.STA:ANEA(6.0.1)","LVA.B1GQ.V.XDC.A","OBS_VALUE","Latvia, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3932476000","4544461000","5248481000","5853373000","6098123000","6697961000","7317740000","8135447000","9142771000","10628869000","13102623000","16294807000","21509327000","23351891000","18482487000","17719640000","19117260000","21104326000","21956193000","22790505000","23744263000","24498174000","26017128000","28153443000","29567001000","29224340000","32283779000","36088740000","39564221000","40652318000","43026190000"
"IMF.STA:ANEA(6.0.1)","FRA.B1GQ.V.XDC.A","OBS_VALUE","France","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","15406300000","19403400000","22626500000","23445100000","24920700000","26802700000","29550000000","33391000000","38537400000","42103700000","46633500000","50546500000","56597000000","63393900000","70315700000","75963200000","82269700000","88879400000","96874000000","111382400000","124729800000","139117200000","155137200000","177825600000","207304400000","233582900000","269715500000","303907200000","345186400000","394490600000","447415700000","504709600000","579250800000","642944700000","699501900000","749583300000","807707100000","848787800000","917932600000","988883500000","1043974800000","1082833000000","1121458100000","1134838600000","1172960400000","1213802400000","1246973700000","1289669200000","1346317600000","1395148000000","1473517300000","1530070900000","1578330400000","1622312800000","1696107700000","1762047700000","1846020800000","1937876300000","1989999700000","1935840200000","1996075100000","2062141400000","2088286700000","2120351900000","2153733100000","2201401600000","2231819200000","2291680500000","2355362800000","2432206800000","2318276200000","2508102300000","2653997200000","2833826400000","2935236200000","2991055900000"
"IMF.STA:ANEA(6.0.1)","ISL.B1GQ.Q.XDC.A","OBS_VALUE","Iceland","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1040598791102","1087401317795.2","1132429197613.8","1211817956824.9","1259054471046.5","1320813385663.4","1371545026850","1378982733393.5","1410442428231.5","1517954885907.9","1624657105277.9","1716801360437","1866872622592.3","1898602190312","1740610689888.9","1701937480384","1725424161299","1745599748853.3","1808388220930.2","1842997445891.6","1912452467409.9","2031370438110.5","2102165059815","2200142145381.9","2225184433706.4","2077301388146.5","2184917480575.8","2378442154508","2498131541266.2","2466083599969.5","2497636204824.8"
"IMF.STA:ANEA(6.0.1)","ITA.B1GQ.Q.XDC.A","OBS_VALUE","Italy","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416118153667.8","1435173223896.1","1462810659299.8","1489205224000.4","1514193962259.6","1572976468664.8","1604537192307.7","1608868314156.3","1609939077299.1","1633669928759.5","1646125202728.3","1675746895248","1700251208923.8","1682855284008.5","1593577219387","1617944700000","1629196909247.7","1578280615754.2","1549587077893","1549565575554.5","1563289576344.1","1582615291708.3","1607995692396.6","1621288135922.4","1628246097166.5","1483849631233.5","1616373163388.3","1694301369712.7","1709936324191.8","1723325794798.5","1732624578795.6"
"IMF.STA:ANEA(6.0.1)","NOR.B1GQ.V.XDC.A","OBS_VALUE","Norway","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","91097000000","102475000000","113870000000","129348000000","149757000000","171142000000","195427000000","220194000000","243012000000","268072000000","316982000000","363843000000","403074000000","448128000000","504920000000","560636000000","580027000000","632741000000","661460000000","705825000000","747060000000","785399000000","807878000000","850169000000","891547000000","957145000000","1047625000000","1131840000000","1154068000000","1258047000000","1501766000000","1560878000000","1559715000000","1622730000000","1790781000000","2006306000000","2243201000000","2390482000000","2662420000000","2488057000000","2660232000000","2874427000000","3054670000000","3173277000000","3250586000000","3231063000000","3219586000000","3438310000000","3696944000000","3733355000000","3599226000000","4480477000000","5935035000000","5304881000000","5382441000000","5511334000000"
"IMF.STA:ANEA(6.0.1)","MLT.B1GQ.V.XDC.A","OBS_VALUE","Malta","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3050629564","3209548239","3404757747","3628617733","3820668375","4120028650","4267551079","4499963817","4761165699","4900703915","5140928122","5380573255","5778186550","6236522483","6287645547","6861982283","7032814499","7479463987","8129383502","8948455209","10221413208","10864344754","12535726792","13678584338","14594158854","14362381083","16680308642","17985282551","20929170049","23142259777","24577912167"
"IMF.STA:ANEA(6.0.1)","NLD.B1GQ.Q.XDC.A","OBS_VALUE","Netherlands, The","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","454355644339.31","469897494664.65","489860967473.39","512628251162.32","538481847705.17","561204168617.51","574244222184.7","575655883698.96","576219190937.83","587837402739.44","599794107896.95","621010599970.45","645139492271.4","658795451042.53","634648743301.79","643022000000","654424729815.66","648025593516.32","647829623678.7","658276258225.98","672235927827.71","688532813458.16","707684411225.34","723669102482.44","740314661720.08","711679311508.2","756350254233.71","794222485796.16","789472550208.19","797950154482.27","812190629349.15"
"IMF.STA:ANEA(6.0.1)","POL.B1GQ.V.XDC.A","OBS_VALUE","Poland, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","346381000000","433568000000","524339000000","609176000000","677203000000","751669000000","785305000000","814760000000","850001000000","937339000000","993293000000","1073375000000","1189430000000","1290419000000","1375644000000","1441650000000","1563935000000","1622242000000","1637768000000","1710185000000","1809564000000","1865960000000","1996836000000","2147587000000","2313929000000","2362909000000","2661518000000","3100850000000","3415274000000","3669531000000","3912673000000"
"IMF.STA:ANEA(6.0.1)","NLD.B1GQ.V.XDC.A","OBS_VALUE","Netherlands, The","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330032000000","345300000000","369660000000","394839000000","420143000000","452191000000","482941000000","502901000000","514901000000","531573000000","553122000000","587444000000","622775000000","651299000000","630173000000","643022000000","656013000000","658232000000","665567000000","678627000000","699175000000","720175000000","750861000000","787273000000","829767000000","816463000000","891550000000","993820000000","1050133000000","1121543000000","1179458000000"
"IMF.STA:ANEA(6.0.1)","NOR.B1GQ.Q.XDC.A","OBS_VALUE","Norway","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","755763168648.78","798953730714.53","841171887909.28","878942239966.81","913787800230.52","959002101005.08","1015099759154","1057245301699.3","1098009903041.4","1145786553794.2","1197653619322.6","1217705365480.7","1220657308839.1","1268762935525.5","1345846227367.8","1420689830848","1478195581764.7","1503978833776.1","1499015780343.6","1514448603364.4","1544116423405.9","1588257921663.7","1644865776654.1","1692124653384.7","1777396351958.8","1851210090280.2","1943205273962.4","2042155046767.5","2097822068473.5","2143609709262.9","2217424079016.1","2265395210743.1","2298414038999.1","2323612585224.5","2424228706376.6","2496221395576","2567295983033.5","2655104774316.6","2676951049463.9","2633764907420.2","2660232000000","2697077304566.6","2773241863235.3","2808542685779.5","2867387703404.9","2926005405605.9","2963797226342.4","3042920042686.8","3076707954795.3","3121927307023.8","3079450894249.6","3207037990505.6","3337897797441.1","3349670210697.5","3397360355302.7","3433298292467"
"IMF.STA:ANEA(6.0.1)","LUX.B1GQ.V.XDC.A","OBS_VALUE","Luxembourg","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15239441000","16037154000","17349210000","18131020000","20547759000","22986046000","23879908000","25011093000","26227287000","28189387000","30281011000","34175051000","37641903000","40009559000","39050743000","42402715000","44323466000","46526238000","49094489000","51791324000","54142304000","56208068000","58168784000","60193363000","62415030000","64499241000","73039499000","76731195000","82115470000","86180280000","89521539000"
"IMF.STA:ANEA(6.0.1)","DEU.B1GQ.V.XDC.A","OBS_VALUE","Germany","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1591610000000","1709890000000","1757340000000","1838020000000","1899930000000","1928560000000","1967180000000","2022310000000","2077240000000","2129660000000","2195530000000","2223360000000","2240810000000","2293040000000","2325710000000","2426180000000","2542220000000","2589280000000","2493970000000","2615260000000","2746910000000","2799280000000","2866480000000","2984470000000","3087030000000","3195210000000","3333110000000","3434030000000","3537280000000","3450720000000","3682340000000","3989390000000","4219310000000","4328970000000","4469810000000"
"IMF.STA:ANEA(6.0.1)","BGR.B1GQ.V.XDC.A","OBS_VALUE","Bulgaria","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","652241000","1118266000","9731090000","13528801000","12804248000","14380025000","15843241000","17419054000","18732666000","21065887000","24039531000","27409559000","32464211000","37246101000","37417089000","38289423000","41479228000","42254605000","42055507000","43024031000","45797121000","48751392000","52500966000","55999694000","61194422000","61855554000","71343943000","86078189000","94525106000","104767222000","116018269000"
"IMF.STA:ANEA(6.0.1)","EST.B1GQ.V.XDC.A","OBS_VALUE","Estonia, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2861637695","3679970003","4573002417","5100431126","5406891652","6171644884","6982119009","7824855848","8746712621","9779619467","11345441598","13571162561","16402163357","16618921824","14132542306","14741765551","16741856680","18086559318","19163231261","20365580340","21010884760","22188959235","24316119230","26438472138","28472063191","27859288512","31453312670","36300927339","38353415031","39847744155","41620828467"
"IMF.STA:ANEA(6.0.1)","ROU.B1GQ.Q.XDC.A","OBS_VALUE","Romania","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","361395118636.62","375517399634.4","357308238212.45","350055604397.45","348737037113.67","357320294311.05","375965941302.75","397407164657.82","406711047748.77","449123375114.07","470089067580.05","507831643254.23","544567192192.52","595252674719.06","562414259653.12","540447500000","564743826705.27","575494373127.62","577098587747.54","600851979012.46","619821085649.55","637547660624.7","689797627446.23","727008981275.86","755800520244.8","728606688342.56","769316571284.58","801533206765.36","819629753266.29","827137551668.13","832744117020.91"
