"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","PRICE_TYPE","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:ANEA(6.0.1)","YEM.B1GQ.Q.XDC.A","OBS_VALUE","Yemen, Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147959000000","157271000000","170179000000","176990000000","188887000000","199596000000","208847000000","219772000000","232973000000","241769000000","256715000000","266480000000","276966000000","287345000000","298760000000","315466000000","325468000000","336334000000","348602000000","362079000000","389968000000","340384000000","348529000000","365340000000","364651000000","262569000000","237953000000","225884000000","227584000000","232363000000","212612000000","210486000000","213643000000","209370000000","222085477606.396",""
"IMF.STA:ANEA(6.0.1)","IRN.B1GQ.V.XDC.A","OBS_VALUE","Iran, Islamic Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15023342438235800","17457347713391300","22333173887641000","28551162109114700","43708246278030200","70939153209926700","111838256633643000","161734588980561000","215225038464213000",""
"IMF.STA:ANEA(6.0.1)","IRN.B1GQ.Q.XDC.A","OBS_VALUE","Iran, Islamic Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67367469956454500","69406585378304500","66805254211912800","65227691298105900","68124980534720000","70939153209926700","74027000385632700","77974380008413900","80830675560512100",""
"IMF.STA:ANEA(6.0.1)","BHR.B1GQ.Q.XDC.A","OBS_VALUE","Bahrain, Kingdom of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","1118940810.70146","1157189170.19389","1184612504.9077","1199045894.89153","1219252286.68397","1248119066.65164","1278789922.96644","1305852343.23904","1331110120.46863","1351317078.95695","1501062216.11887","1711066960.11963","1857203802.91333","1691942674.11793","2101487272.57518","2402060927.7555","2587785586.60075","2578514725.28437","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9037000000","9266000000","9668000000","9860000000","10228000000","10782000000","11251000000","11530000000","11941000000","12453000000","12716000000","12991000000","12350000000","13376000000","14176000000","14599000000","14978965839.7723",""
"IMF.STA:ANEA(6.0.1)","AGO.B1GQ.V.XDC.A","OBS_VALUE","Angola","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","753573719667.664","1517650932902.59","2255447871725.2","3608095308860.73","4713881568312.93","5602449613116.55","7412577530307.44","6481521799561","8781308453843.74","11793661418056","13706611875100","14840760473745.5","16165667821145.9","15807317332586.6","18781815985150","23200798623986.4","28873391111132.3","34538508018021.2","38466148275131.2","53277982458701.4","65586149318801.3","78322351898136.3","101910674907423",""
"IMF.STA:ANEA(6.0.1)","AFG.B1GQ.Q.XDC.A","OBS_VALUE","Afghanistan, Islamic Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418881742685.85","1389639360913.5","1101443835169.04","1032711515764.91","1056123442671.34","1074604000000",""
"IMF.STA:ANEA(6.0.1)","BHR.B1GQ.V.XDC.A","OBS_VALUE","Bahrain, Kingdom of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","125176690.087166","134689630.122769","143456360.511257","151075065.333682","156900028.133571","167495842.639561","177114364.569813","180511370.755922","187045737.234203","200969320.183055","234542898.808151","305550082.028051","412559846.11094","436594178.540495","665042657.215243","899344783.644671","1059012352.24927","1190795914.13331","","","","","","","","","","","","","","","2410200000","2551900000","2654200000","2750600000","2631200000","2851000000","3407653009.5895","3375054119.48311","3607159423.66083","4164133125.23218","4944462746.25723","6004241278.93644","6957789235.85413","8170484675.12088","9667288776.60727","8624770847.38049","9668190000","10820000000","11561700000","12234900000","12553800000","11675000000","12120400000","13338100000","14213500000","14533700000","13017968724.3617","15356000000","17552000000","17326000000","17670165707.0474",""
"IMF.STA:ANEA(6.0.1)","AGO.B1GQ.Q.XDC.A","OBS_VALUE","Angola","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","753573719667.664","779853189444.124","868911358324.777","991903828066.743","1109363272888.55","1253610328541.16","1388832712161.82","1416548106353.65","1491535427983.15","1545139266338.49","1676524356183.73","1758390068153.37","1840255848888.57","1854300271351.1","1822767332217.21","1820044186621.91","1809225639640.59","1805522512155.3","1732535217079.61","1768966145003.37","1843545803400.09","1866835467602.78","1949422525887.89",""
"IMF.STA:ANEA(6.0.1)","CAF.B1GQ.Q.XDC.A","OBS_VALUE","Central African Republic","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","487744000000","550928000000","531250000000","499232000000","548715000000","569198000000","610140000000","610140000000","620620000000","644139000000","652926000000","647710000000","615823000000","608447000000","684942000000","706630000000","663119000000","690339000000","713398000000","733994000000","707712000000","726177000000","741364000000","724689000000","723990000000","745210000000","780637000000","812103000000","833326000000","856758000000","896435000000","934038000000","981241000000","624148000000","624650000000","651750000000","682705000000","713615000000","736451000000","766649000000","774550000000","772347000000","778637000000","777930000000","792873000000",""
"IMF.STA:ANEA(6.0.1)","BFA.B1GQ.Q.XDC.A","OBS_VALUE","Burkina Faso","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","807.483373280389","1021.41156292603","1082.23094955708","1146.67195368165","1214.95019206997","1228.27463578614","1252.62265684059","1356.61148354552","1488.97427496895","1503.98901676441","1180.12955070146","1117.14505109882","1207.75418810463","1195.599499359","1187.864417687","1167.97457570722","1279.05242095714","1285.68379952682","","","","","","","","","","","","","","","","","","","","2963836493820.42","3019807772100.91","3219519912844.68","3359664450072.72","3621802063534.13","3784002735407.5","4111768255293.92","4368883895917.37","4548505271662.61","4812318201792.85","4954856702120.79","5373357850933.77","5729211839014.42","6098899108904.76","6452183014363.34","6731359012174.59","6995311000000","7412090000000","7871898218285.23","8401774234222.58","8880627889952.26","9052050000000","9662957900753.41","10438872232190.8","10912095878837.1","11435640501495.8",""
"IMF.STA:ANEA(6.0.1)","CAF.B1GQ.V.XDC.A","OBS_VALUE","Central African Republic","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168400000000","218100000000","240400000000","253900000000","278700000000","379900000000","386042000000","362243000000","380169000000","402884000000","404996000000","396168000000","377857000000","366245000000","473619000000","560037000000","516647000000","566036000000","606400000000","638667000000","616016000000","659237000000","684959000000","690665000000","691968000000","745210000000","803945000000","841079000000","910457000000","972276000000","1060142000000","1148896000000","1281561000000","835454000000","1012235000000","1102809000000","1182500000000","1276810000000","1322900000000","1432049000000","1425213000000","1481137000000","1565548000000","1650425000000","1716310000000",""
"IMF.STA:ANEA(6.0.1)","KNA.B1GQ.Q.XDC.A","OBS_VALUE","St. Kitts and Nevis","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","502000000","515000000","547000000","535000000","587000000","625000000","680000000","736000000","812000000","861000000","908000000","929000000","958000000","1009000000","1064000000","1101000000","1166000000","1251000000","1264000000","1314000000","1441000000","1518000000","1539000000","1478000000","1537000000","1687000000","1740000000","1750000000","1946000000","1880000000","1881000000","1912000000","1902000000","2010000000","2163000000","2178000000","2263000000","2264000000","2310000000","2404000000","2054000000","2019000000","2232000000","2283000000","2328014144.87784",""
"IMF.STA:ANEA(6.0.1)","MUS.B1GQ.V.XDC.A","OBS_VALUE","Mauritius","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","1269693882.48614","1205529313.67632","1272137896.43089","1260726074.91619","1335682126.10233","1334223505.19767","1433894117.49376","1444833641.38682","1513277061.86282","1722749163.46352","2186523633.65285","3049543881.56289","3543746332.00883","4888196927.9117","5686882239.66501","6539600844.54409","7634019950.01374","9413572556.06573","10396769319.5981","12133663123.2385","13833544265.3077","15090887467.0468","17101265490.094","20063668691.7367","24383208783.5881","29503146403.4997","34404266093.7753","40221732965.9924","46598260801.4014","52174935713.4003","60981110107.2649","68881759062.1162","76153385945.1139","81279421834.3285","89552763622.3286","103065760469.59","114231012021.966","127815855659.754","140326692057.888","151461108737.294","169457471244.454","188897427304.399","199845585707.909","226323000000","259197000000","288164000000","296092000000","312299000000","335220000000","355561000000","381759000000","405139000000","426367000000","453432000000","479186000000","507575000000","519518000000","455091000000","484548000000","571568000000","637010000000","693336000000",""
"IMF.STA:ANEA(6.0.1)","TLS.B1GQ.Q.XDC.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","968800000","903900000","884200000","887700000","914300000","876600000","966600000","1076600000","1185900000","1296500000","1373700000","1440500000","1485200000","1551600000","1590000000","1638000000","1586000000","1579000000","1961000000","2583000000","2721000000","2163000000","1771000000","1610000000",""
"IMF.STA:ANEA(6.0.1)","TLS.B1GQ.V.XDC.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477400000","469500000","490400000","440800000","462300000","453800000","542800000","648500000","726900000","881900000","1042500000","1160600000","1395700000","1447500000","1590000000","1640000000","1585000000","1556000000","2033000000","2163000000","3625000000","3209000000","2080000000","1866000000",""
"IMF.STA:ANEA(6.0.1)","LCA.B1GQ.V.XDC.A","OBS_VALUE","St. Lucia","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","459000000","524000000","494000000","532000000","679000000","767000000","917000000","1013000000","1159000000","1313000000","1564000000","1655000000","1818000000","1848000000","1926000000","2058000000","2128000000","2175000000","2367000000","2487000000","2516000000","2408000000","2428000000","2664000000","2878000000","3064000000","3422000000","3593000000","3852000000","3779000000","4003300000","4234500000","4314800000","4483400000","4723700000","4879900000","5036600000","5393900000","5557800000","5658400000","3836100000","5047000000","6300400000","6470600000","6951000000",""
"IMF.STA:ANEA(6.0.1)","LAO.B1GQ.Q.XDC.A","OBS_VALUE","Lao People's Democratic Republic","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","5721161041067.5","5888145567939.04","6060004578904.95","6236879616263.92","6418917554387.52","6609266255219.79","7180386522003.2","7881567680323.89","8274739224160.72","8560347346208.5","9307668385496.54","9646731023056.59","10290308343684.4","10594471109941.1","10383175603105.4","10486493725401.8","10276957802621.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81610000000000","88160000000000","94871000000000","101768000000000","108915000000000","116422000000000","123696000000000","130447000000000","134720000000000","139408000000000","145574000000000","151698000000000","158293000000000",""
"IMF.STA:ANEA(6.0.1)","MUS.B1GQ.Q.XDC.A","OBS_VALUE","Mauritius","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","312364857348.692","330368949750.948","348417192188.012","360136277312.766","375970484682.267","391556538986.84","405302604674.824","419072966841.782","435239708326.4","451420456587.98","468961577565.204","487506275446.075","507575415519.505","522112118522.638","447985585602.275","462939751423.228","501560240039.763","525129468015.448","551115197034.785",""
"IMF.STA:ANEA(6.0.1)","LAO.B1GQ.V.XDC.A","OBS_VALUE","Lao People's Democratic Republic","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","152449213.88239","310778248.770597","360218022.255395","421866894.841814","468716898.242296","508017106.852187","568473315.499594","626005431.62625","665714226.758296","861960454.328714","1225764809.33336","1905624423.02792","2636519341.17206","3010323699.3823","5605276124.03812","6165803450.46711","6233823037.70898","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81610000000000","93868000000000","106797000000000","117252000000000","129279000000000","140695750000000","152414200000000","163080400000000","167668970000000","184982000000000","215619000000000","265475000000000","325287000000000",""
"IMF.STA:ANEA(6.0.1)","LCA.B1GQ.Q.XDC.A","OBS_VALUE","St. Lucia","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1454000000","1528000000","1560000000","1624000000","1754000000","1975000000","2259000000","2348000000","2674000000","2914000000","3202000000","3214000000","3470000000","3490000000","3546000000","3608000000","3713000000","3688000000","3919000000","4024000000","4026000000","3889000000","3905000000","4071000000","4367000000","4349000000","4617400000","4706100000","4937800000","4861100000","4883100000","5094400000","5088900000","4986900000","5053100000","5058200000","5231600000","5408500000","5564600000","5525600000","4212000000","4687800000","5651600000","5836800000","6110000000",""
"IMF.STA:ANEA(6.0.1)","SSD.B1GQ.V.XDC.A","OBS_VALUE","South Sudan, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52095000000","33237000000","44093000000","44778000000","54750000000","103772000000","135225000000","394017000000","639088000000","899752000000","1837782000000","4034988000000","6895260000000","10470189000000",""
"IMF.STA:ANEA(6.0.1)","SLE.B1GQ.V.XDC.A","OBS_VALUE","Sierra Leone","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50687211000000","58778876000000","65716186000000","74767500000000","99980400000000","136639400000000","157362800000000",""
"IMF.STA:ANEA(6.0.1)","PNG.B1GQ.V.XDC.A","OBS_VALUE","Papua New Guinea","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25538700000","28304300000","31512400000","32013300000","38752100000","42642200000","44371600000","47721374019.1176","57130774145.2762","60139132136.0537","65038276916.8127","72521646086.3127","79404670711.3505","83843686236.2938","82515009500.4795","91625732515.011","111395000000","110619000000","121536000000",""
"IMF.STA:ANEA(6.0.1)","PNG.B1GQ.Q.XDC.A","OBS_VALUE","Papua New Guinea","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34355400000","37040300000","36930500000","39442000000","43436800000","43917900000","45963200000","47721205862.3703","54184590941.3055","57748811853.9989","60919311457.2867","63072429290.5562","62896298057.8957","65714375901.0157","63632917703.2648","63308000000","66921000000","69474000000","72098000000",""
"IMF.STA:ANEA(6.0.1)","SSD.B1GQ.Q.XDC.A","OBS_VALUE","South Sudan, Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31497000000","15648000000","19915000000","20225000000","20178000000","17495000000","16481000000","16127000000","16265000000","15209000000","16020000000","15189000000","15642000000","11553000000",""
"IMF.STA:ANEA(6.0.1)","SLE.B1GQ.Q.XDC.A","OBS_VALUE","Sierra Leone","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50687211000000","53476381000000","52806135000000","55916600000000","58879300000000","62237600000000","64994300000000",""
"IMF.STA:ANEA(6.0.1)","TUN.B1GQ.V.XDC.A","OBS_VALUE","Tunisia","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89802200000","95286900000","102011500000","112985500000","122969300000","119502100000","131544600000","139444500000","149733800000","159760600000",""
"IMF.STA:ANEA(6.0.1)","TUN.B1GQ.Q.XDC.A","OBS_VALUE","Tunisia","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90805700000","97425400000","104654900000","114684000000","112237800000","125056700000","135512200000","139935700000","152021100000",""
"IMF.STA:ANEA(6.0.1)","SOM.B1GQ.V.XDC.A","OBS_VALUE","Somalia","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7873000000","8655000000","8628000000","9484000000","10203000000","10957000000","11966000000",""
"IMF.STA:ANEA(6.0.1)","KIR.B1GQ.Q.XDC.A","OBS_VALUE","Kiribati","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194842677.649661","200795312.085469","194802097.900875","195847769.76301","198248790.683672","204719125.513073","216600288.62753","233345468.204561","236294185.418087","262913524.324238","281548912.752069","292104547.559581","302268146.524059","312134962.620995","307552648.505269","334051732.426621","350879931.448864","362453861.166253","379230236.460696",""
"IMF.STA:ANEA(6.0.1)","SOM.B1GQ.Q.XDC.A","OBS_VALUE","Somalia","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9600000000","9872000000","9600000000","9932000000","10203000000","10631000000","11066000000",""
"IMF.STA:ANEA(6.0.1)","NRU.B1GQ.Q.XDC.A","OBS_VALUE","Nauru, Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71000000","71000000","77000000","60000000","72000000","68000000","68000000","78000000","97000000","101000000","117000000","121000000","126000000","118000000","117000000","127000000","129000000","139000000","143000000","144000000","146000000",""
"IMF.STA:ANEA(6.0.1)","KIR.B1GQ.V.XDC.A","OBS_VALUE","Kiribati","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149182312.309824","164985619.40101","175271503.220559","179733873.748935","180376049.142716","189985765.279927","199922311.493057","208961486.534863","222191292.876683","254982799.31715","277743420.907206","290798884.748076","312538881.6223","312134962.620995","320983568.488241","380144776.097711","390938073.049215","438636367.518861","519831881.534401",""
"IMF.STA:ANEA(6.0.1)","TUV.B1GQ.V.XDC.A","OBS_VALUE","Tuvalu","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26000000","27000000","31000000","30000000","31000000","30000000","32000000","34000000","38000000","36000000","35000000","38000000","38000000","40000000","43000000","49000000","56000000","59000000","64000000","77000000","76000000","82000000","78000000","76000000","86000000",""
"IMF.STA:ANEA(6.0.1)","BTN.B1GQ.V.XDC.A","OBS_VALUE","Bhutan","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78139959030.3079","92301520126.7712","105452353103.957","113896452706.564","127495510905.652","140352636929.567","158413270287.339","168753299438.758","176672953055.356","192647769887.814","182107417018.516","204664413162.738","227813716551.241","248863093454.715","280007942020.902",""
"IMF.STA:ANEA(6.0.1)","NRU.B1GQ.V.XDC.A","OBS_VALUE","Nauru, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43000000","40000000","39000000","29000000","42000000","60000000","54000000","66000000","98000000","92000000","108000000","102000000","134000000","145000000","169000000","175000000","186000000","235000000","210000000","225000000","248000000",""
"IMF.STA:ANEA(6.0.1)","TUV.B1GQ.Q.XDC.A","OBS_VALUE","Tuvalu","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42000000","42000000","46000000","44000000","43000000","41000000","42000000","45000000","48000000","45000000","44000000","47000000","46000000","48000000","48000000","53000000","56000000","57000000","58000000","66000000","64000000","64000000","57000000","59000000","61000000",""
"IMF.STA:ANEA(6.0.1)","BTN.B1GQ.Q.XDC.A","OBS_VALUE","Bhutan","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116249874135.319","126118626411.852","132632426588.933","134935376991.191","142871041870.066","152387398141.496","165303667688.774","168753299438.758","174662823706.215","184714928595.599","165840023120.963","173172419843.044","182201400899.551","190641255928.314","204936608775.08",""
"IMF.STA:ANEA(6.0.1)","BOL.B1GQ.V.XDC.A","OBS_VALUE","Bolivia","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","317358630297.48","334540602680.493","338980938709.3","292389350695.114","330836316445.462","352127256298.662","361670829965.277","379229972711.609",""
"IMF.STA:ANEA(6.0.1)","MDA.B1GQ.Q.XDC.A","OBS_VALUE","Moldova, Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153557775869.018","159969752495.462","166489471877.112","172403700658.2","158135607909.343","180163898165.234","171790148809.661","173831000000","174010000000",""
"IMF.STA:ANEA(6.0.1)","MDA.B1GQ.V.XDC.A","OBS_VALUE","Moldova, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16019559000","19051532000","22555857000","27618918000","32031777000","37651870000","44754366000","53429572000","62921543000","60429803000","86275377415.4271","98772813603.0979","105480183870.285","119532870719.139","131964258819.467","146740205411.721","159010419060.699","176007292770.091","189062627266.211","206256239077.223","199733683719.172","242078628566.587","274488063258.802","303554000000","323817000000",""
"IMF.STA:ANEA(6.0.1)","BOL.B1GQ.Q.XDC.A","OBS_VALUE","Bolivia","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","317358607607.536","326460721538.77","331379573957.669","289229974719.308","318236854879.207","330162756790.284","338470615166.654","334670615469.989",""
"IMF.STA:ANEA(6.0.1)","TJK.B1GQ.Q.XDC.A","OBS_VALUE","Tajikistan, Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106000000","94000000","74000000","65000000","62000000","63000000","66000000","69000000","75000000","82000000","90000000","99000000","109000000","117000000","125000000","134000000","145000000","151000000","161000000","172000000","185000000","199000000","212000000","225000000","241000000","258000000","277000000","298000000","311000000","340000000","367000000","398000000","431000000",""
"IMF.STA:ANEA(6.0.1)","TJK.B1GQ.V.XDC.A","OBS_VALUE","Tajikistan, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","7000000","20000000","65000000","308000000","632000000","1025000000","1345000000","1807000000","2512000000","3345000000","4758000000","6158000000","7201000000","9272000000","12780000000","17609000000","20623000000","24705000000","30069000000","36161000000","40525000000","45605000000","48402000000","54790000000","64434000000","71059000000","79110000000","83958000000","101076000000","115739000000","128984000000","149014200478.981",""
"IMF.STA:ANEA(6.0.1)","TGO.B1GQ.V.XDC.A","OBS_VALUE","Togo","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3574400000000","3713574000000","3950447000000","4230509000000","4359290000000","4621480000000","5393300000000","5954200000000","6458300000000",""
"IMF.STA:ANEA(6.0.1)","TGO.B1GQ.Q.XDC.A","OBS_VALUE","Togo","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3574379000000","3729784000000","3915028000000","4128960000000","4203200000000","4447170000000","4697200000000","4988100000000","5313900000000",""
"IMF.STA:ANEA(6.0.1)","BRB.B1GQ.V.XDC.A","OBS_VALUE","Barbados","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","60500000","70400000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10857366536.7865","11126324095.7788","10973001020.7912","11320119364.1369","11369801997.1041","11399238285.8385","11358058852.7679","11694763232.1795","12002203067.1602","12333421574.5913","10806493886.152","11897801209.6144","13773289754.4177","14446496346.2952","15195142930.1771",""
"IMF.STA:ANEA(6.0.1)","MDG.B1GQ.V.XDC.A","OBS_VALUE","Madagascar, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15974088179613.7","18322512467039.6","18812595595562.4","20863367561085.6","23393792064529.4","25415464299223.3","27417720538512.2","30240583633164.6","33216175581725.1","37637585995492.1","41058842551971.6","45886302016670.1","51035216506307.1","49435649383377.4","54978305451716.5","62843346054053.3","71035868310444.1","79615039995446.3",""
"IMF.STA:ANEA(6.0.1)","MDG.B1GQ.Q.XDC.A","OBS_VALUE","Madagascar, Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15974088179613.7","17046370021075.2","16368144628857.2","16469502686110.8","16729461771710.8","17233210644491","17629639326241.2","18218328791412","18788981152970","19539252614422.3","20307791521385.2","20956494782900.4","21880934414123.1","20319145167946.7","21264124285844.2","22143934944862.1","23080815116804.6","24078561197403.9",""
